You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2016/9/13 0:00 23.21
 2016/9/13 1:00 22.92
 2016/9/13 2:00 22.64
 2016/9/13 3:00 22.30
 2016/9/13 4:00 22.35
 2016/9/13 5:00 23.52
 2016/9/13 6:00 25.69
 2016/9/13 7:00 28.14
 2016/9/13 8:00 29.07
 2016/9/13 9:00 28.79
2016/9/13 10:00 28.54
2016/9/13 11:00 27.76
2016/9/13 12:00 26.96
2016/9/13 13:00 26.72
2016/9/13 14:00 26.26
2016/9/13 15:00 25.97
2016/9/13 16:00 26.63
2016/9/13 17:00 27.25
2016/9/13 18:00 27.11
2016/9/13 19:00 27.26
2016/9/13 20:00 26.53
2016/9/13 21:00 25.64
2016/9/13 22:00 24.48
2016/9/13 23:00 23.40
 2016/9/14 0:00 22.62
 2016/9/14 1:00 22.06
 2016/9/14 2:00 21.54
 2016/9/14 3:00 21.57
 2016/9/14 4:00 22.72
 2016/9/14 5:00 23.45
 2016/9/14 6:00 25.70
 2016/9/14 7:00 28.35
 2016/9/14 8:00 29.11
 2016/9/14 9:00 29.13
2016/9/14 10:00 28.80
2016/9/14 11:00 28.76
2016/9/14 12:00 28.32
2016/9/14 13:00 27.99
2016/9/14 14:00 27.28
2016/9/14 15:00 27.04
2016/9/14 16:00 27.70
2016/9/14 17:00 28.31
2016/9/14 18:00 27.93
2016/9/14 19:00 27.76
2016/9/14 20:00 26.79
2016/9/14 21:00 25.29
2016/9/14 22:00 24.57
2016/9/14 23:00 23.42
 2016/9/15 0:00 22.20
 2016/9/15 1:00 21.17
 2016/9/15 2:00 20.88
 2016/9/15 3:00 20.86
 2016/9/15 4:00 21.67
 2016/9/15 5:00 23.12
 2016/9/15 6:00 25.38
 2016/9/15 7:00 27.96
 2016/9/15 8:00 28.81
 2016/9/15 9:00 29.12
2016/9/15 10:00 28.26
2016/9/15 11:00 28.35
2016/9/15 12:00 28.02
2016/9/15 13:00 28.21
2016/9/15 14:00 27.32
2016/9/15 15:00 26.89
2016/9/15 16:00 26.89
2016/9/15 17:00 27.75
2016/9/15 18:00 28.53
2016/9/15 19:00 28.61
2016/9/15 20:00 27.47
2016/9/15 21:00 25.78
2016/9/15 22:00 23.94
2016/9/15 23:00 23.43
 2016/9/16 0:00 21.79
 2016/9/16 1:00 20.87
 2016/9/16 2:00 20.71
 2016/9/16 3:00 20.77
 2016/9/16 4:00 21.00
 2016/9/16 5:00 22.85
 2016/9/16 6:00 25.65
 2016/9/16 7:00 26.91
 2016/9/16 8:00 27.17
 2016/9/16 9:00 26.95
2016/9/16 10:00 26.95
2016/9/16 11:00 26.71
2016/9/16 12:00 26.37
2016/9/16 13:00 25.93
2016/9/16 14:00 25.54
2016/9/16 15:00 25.43
2016/9/16 16:00 25.70
2016/9/16 17:00 25.76
2016/9/16 18:00 25.76
2016/9/16 19:00 25.86
2016/9/16 20:00 25.49
2016/9/16 21:00 24.77
2016/9/16 22:00 23.63
2016/9/16 23:00 23.30
 2016/9/17 0:00 23.64
 2016/9/17 1:00 23.18
 2016/9/17 2:00 22.90
 2016/9/17 3:00 22.02
 2016/9/17 4:00 21.66
 2016/9/17 5:00 22.08
 2016/9/17 6:00 23.61
 2016/9/17 7:00 24.14
 2016/9/17 8:00 24.40
 2016/9/17 9:00 24.86
2016/9/17 10:00 24.96
2016/9/17 11:00 24.92
2016/9/17 12:00 24.70
2016/9/17 13:00 24.39
2016/9/17 14:00 24.23
2016/9/17 15:00 24.13
2016/9/17 16:00 24.26
2016/9/17 17:00 24.58
2016/9/17 18:00 24.81
