You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
            date    OT
  2014/10/7 0:00 30.44
  2014/10/7 1:00 29.41
  2014/10/7 2:00 29.03
  2014/10/7 3:00 29.11
  2014/10/7 4:00 29.43
  2014/10/7 5:00 30.96
  2014/10/7 6:00 32.79
  2014/10/7 7:00 33.84
  2014/10/7 8:00 33.97
  2014/10/7 9:00 33.78
 2014/10/7 10:00 33.73
 2014/10/7 11:00 33.50
 2014/10/7 12:00 33.09
 2014/10/7 13:00 32.72
 2014/10/7 14:00 32.39
 2014/10/7 15:00 32.37
 2014/10/7 16:00 32.23
 2014/10/7 17:00 32.76
 2014/10/7 18:00 33.57
 2014/10/7 19:00 33.84
 2014/10/7 20:00 32.55
 2014/10/7 21:00 31.77
 2014/10/7 22:00 31.28
 2014/10/7 23:00 30.24
  2014/10/8 0:00 29.18
  2014/10/8 1:00 27.74
  2014/10/8 2:00 27.43
  2014/10/8 3:00 27.43
  2014/10/8 4:00 28.06
  2014/10/8 5:00 30.56
  2014/10/8 6:00 33.20
  2014/10/8 7:00 34.20
  2014/10/8 8:00 34.28
  2014/10/8 9:00 34.26
 2014/10/8 10:00 34.12
 2014/10/8 11:00 34.03
 2014/10/8 12:00 33.86
 2014/10/8 13:00 33.76
 2014/10/8 14:00 33.79
 2014/10/8 15:00 33.96
 2014/10/8 16:00 33.73
 2014/10/8 17:00 34.64
 2014/10/8 18:00 35.09
 2014/10/8 19:00 35.07
 2014/10/8 20:00 33.94
 2014/10/8 21:00 32.53
 2014/10/8 22:00 31.81
 2014/10/8 23:00 30.90
  2014/10/9 0:00 30.11
  2014/10/9 1:00 29.54
  2014/10/9 2:00 29.22
  2014/10/9 3:00 29.31
  2014/10/9 4:00 30.09
  2014/10/9 5:00 31.09
  2014/10/9 6:00 33.13
  2014/10/9 7:00 34.85
  2014/10/9 8:00 35.09
  2014/10/9 9:00 34.85
 2014/10/9 10:00 34.47
 2014/10/9 11:00 33.88
 2014/10/9 12:00 33.29
 2014/10/9 13:00 33.05
 2014/10/9 14:00 33.13
 2014/10/9 15:00 33.50
 2014/10/9 16:00 33.81
 2014/10/9 17:00 34.78
 2014/10/9 18:00 34.92
 2014/10/9 19:00 34.70
 2014/10/9 20:00 34.00
 2014/10/9 21:00 33.49
 2014/10/9 22:00 32.03
 2014/10/9 23:00 30.83
 2014/10/10 0:00 29.43
 2014/10/10 1:00 28.26
 2014/10/10 2:00 27.58
 2014/10/10 3:00 27.52
 2014/10/10 4:00 29.10
 2014/10/10 5:00 30.90
 2014/10/10 6:00 32.94
 2014/10/10 7:00 34.23
 2014/10/10 8:00 34.39
 2014/10/10 9:00 34.33
2014/10/10 10:00 34.23
2014/10/10 11:00 34.00
2014/10/10 12:00 33.86
2014/10/10 13:00 33.49
2014/10/10 14:00 33.25
2014/10/10 15:00 32.90
2014/10/10 16:00 32.84
2014/10/10 17:00 33.39
2014/10/10 18:00 34.03
2014/10/10 19:00 34.14
2014/10/10 20:00 33.41
2014/10/10 21:00 32.83
2014/10/10 22:00 32.28
2014/10/10 23:00 31.62
 2014/10/11 0:00 31.40
 2014/10/11 1:00 30.84
 2014/10/11 2:00 30.50
 2014/10/11 3:00 30.50
 2014/10/11 4:00 30.69
 2014/10/11 5:00 31.07
 2014/10/11 6:00 31.68
 2014/10/11 7:00 32.55
 2014/10/11 8:00 32.97
 2014/10/11 9:00 33.66
2014/10/11 10:00 34.06
2014/10/11 11:00 34.02
2014/10/11 12:00 33.50
2014/10/11 13:00 32.57
2014/10/11 14:00 32.25
2014/10/11 15:00 32.31
2014/10/11 16:00 32.91
2014/10/11 17:00 34.12
2014/10/11 18:00 35.52
2014/10/11 19:00 35.44
2014/10/11 20:00 34.29
2014/10/11 21:00 33.37
2014/10/11 22:00 32.57
2014/10/11 23:00 31.85
 2014/10/12 0:00 31.54
 2014/10/12 1:00 30.96
 2014/10/12 2:00 30.88
 2014/10/12 3:00 30.67
 2014/10/12 4:00 30.71
 2014/10/12 5:00 30.93
 2014/10/12 6:00 31.17
 2014/10/12 7:00 31.14
 2014/10/12 8:00 31.81
 2014/10/12 9:00 32.32
2014/10/12 10:00 33.00
2014/10/12 11:00 33.36
2014/10/12 12:00 32.72
2014/10/12 13:00 32.44
2014/10/12 14:00 32.36
2014/10/12 15:00 32.25
2014/10/12 16:00 32.46
2014/10/12 17:00 33.21
2014/10/12 18:00 35.15
2014/10/12 19:00 35.83
2014/10/12 20:00 34.61
2014/10/12 21:00 33.62
2014/10/12 22:00 32.91
2014/10/12 23:00 31.73
 2014/10/13 0:00 31.03
 2014/10/13 1:00 30.95
 2014/10/13 2:00 30.72
 2014/10/13 3:00 30.83
 2014/10/13 4:00 31.21
 2014/10/13 5:00 32.13
 2014/10/13 6:00 33.88
 2014/10/13 7:00 35.61
 2014/10/13 8:00 35.96
 2014/10/13 9:00 35.78
2014/10/13 10:00 36.11
2014/10/13 11:00 35.89
