You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2017/1/24 0:00 28.86
 2017/1/24 1:00 28.75
 2017/1/24 2:00 28.73
 2017/1/24 3:00 28.84
 2017/1/24 4:00 29.34
 2017/1/24 5:00 29.49
 2017/1/24 6:00 30.34
 2017/1/24 7:00 33.76
 2017/1/24 8:00 38.83
 2017/1/24 9:00 35.95
2017/1/24 10:00 35.11
2017/1/24 11:00 33.56
2017/1/24 12:00 32.37
2017/1/24 13:00 31.97
2017/1/24 14:00 31.43
2017/1/24 15:00 31.67
2017/1/24 16:00 32.70
2017/1/24 17:00 33.59
2017/1/24 18:00 32.48
2017/1/24 19:00 30.65
2017/1/24 20:00 29.95
2017/1/24 21:00 29.59
2017/1/24 22:00 28.96
2017/1/24 23:00 28.40
 2017/1/25 0:00 28.65
 2017/1/25 1:00 28.27
 2017/1/25 2:00 27.95
 2017/1/25 3:00 27.96
 2017/1/25 4:00 28.58
 2017/1/25 5:00 28.75
 2017/1/25 6:00 29.46
 2017/1/25 7:00 30.90
 2017/1/25 8:00 31.37
 2017/1/25 9:00 30.99
2017/1/25 10:00 30.85
2017/1/25 11:00 30.51
2017/1/25 12:00 30.28
2017/1/25 13:00 30.07
2017/1/25 14:00 30.02
2017/1/25 15:00 30.09
2017/1/25 16:00 30.37
2017/1/25 17:00 30.75
2017/1/25 18:00 30.47
2017/1/25 19:00 29.75
2017/1/25 20:00 29.12
2017/1/25 21:00 28.87
2017/1/25 22:00 28.08
2017/1/25 23:00 27.41
 2017/1/26 0:00 26.96
 2017/1/26 1:00 26.62
 2017/1/26 2:00 26.42
 2017/1/26 3:00 26.32
 2017/1/26 4:00 26.99
 2017/1/26 5:00 27.99
 2017/1/26 6:00 29.18
 2017/1/26 7:00 30.97
 2017/1/26 8:00 31.29
 2017/1/26 9:00 31.23
2017/1/26 10:00 31.20
2017/1/26 11:00 31.09
2017/1/26 12:00 30.94
2017/1/26 13:00 30.90
2017/1/26 14:00 30.94
2017/1/26 15:00 31.13
2017/1/26 16:00 31.42
2017/1/26 17:00 31.74
2017/1/26 18:00 31.49
2017/1/26 19:00 30.66
2017/1/26 20:00 29.85
2017/1/26 21:00 29.67
2017/1/26 22:00 29.05
2017/1/26 23:00 28.66
 2017/1/27 0:00 28.23
 2017/1/27 1:00 27.76
 2017/1/27 2:00 27.65
 2017/1/27 3:00 28.01
 2017/1/27 4:00 28.52
 2017/1/27 5:00 29.35
 2017/1/27 6:00 30.52
 2017/1/27 7:00 32.46
 2017/1/27 8:00 32.39
 2017/1/27 9:00 31.98
