You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
            date    OT
 2014/12/23 0:00 28.32
 2014/12/23 1:00 27.64
 2014/12/23 2:00 26.77
 2014/12/23 3:00 26.27
 2014/12/23 4:00 26.43
 2014/12/23 5:00 28.33
 2014/12/23 6:00 29.27
 2014/12/23 7:00 30.10
 2014/12/23 8:00 30.32
 2014/12/23 9:00 30.34
2014/12/23 10:00 30.25
2014/12/23 11:00 30.11
2014/12/23 12:00 30.05
2014/12/23 13:00 30.12
2014/12/23 14:00 30.28
2014/12/23 15:00 30.43
2014/12/23 16:00 30.59
2014/12/23 17:00 31.40
2014/12/23 18:00 31.39
2014/12/23 19:00 30.81
2014/12/23 20:00 30.21
2014/12/23 21:00 29.88
2014/12/23 22:00 29.66
2014/12/23 23:00 28.84
 2014/12/24 0:00 29.28
 2014/12/24 1:00 28.81
 2014/12/24 2:00 28.48
 2014/12/24 3:00 28.13
 2014/12/24 4:00 28.13
 2014/12/24 5:00 28.70
 2014/12/24 6:00 29.21
 2014/12/24 7:00 29.55
 2014/12/24 8:00 29.87
 2014/12/24 9:00 30.07
2014/12/24 10:00 30.07
2014/12/24 11:00 29.99
2014/12/24 12:00 29.84
2014/12/24 13:00 29.82
2014/12/24 14:00 29.97
2014/12/24 15:00 30.14
2014/12/24 16:00 30.34
2014/12/24 17:00 30.05
2014/12/24 18:00 29.76
2014/12/24 19:00 29.39
2014/12/24 20:00 29.29
2014/12/24 21:00 29.29
2014/12/24 22:00 29.34
2014/12/24 23:00 29.17
 2014/12/25 0:00 29.33
 2014/12/25 1:00 28.92
 2014/12/25 2:00 28.41
 2014/12/25 3:00 28.34
 2014/12/25 4:00 28.41
 2014/12/25 5:00 28.91
 2014/12/25 6:00 29.16
 2014/12/25 7:00 29.37
 2014/12/25 8:00 29.62
 2014/12/25 9:00 29.91
2014/12/25 10:00 29.97
2014/12/25 11:00 30.11
2014/12/25 12:00 30.00
2014/12/25 13:00 30.10
2014/12/25 14:00 30.44
2014/12/25 15:00 30.88
2014/12/25 16:00 31.21
2014/12/25 17:00 31.38
2014/12/25 18:00 31.34
2014/12/25 19:00 30.99
2014/12/25 20:00 30.54
2014/12/25 21:00 30.34
2014/12/25 22:00 30.44
2014/12/25 23:00 29.99
 2014/12/26 0:00 30.00
 2014/12/26 1:00 29.69
 2014/12/26 2:00 29.51
 2014/12/26 3:00 29.51
 2014/12/26 4:00 29.54
 2014/12/26 5:00 29.73
 2014/12/26 6:00 29.95
 2014/12/26 7:00 30.19
 2014/12/26 8:00 30.26
 2014/12/26 9:00 31.25
2014/12/26 10:00 31.68
2014/12/26 11:00 31.78
2014/12/26 12:00 31.49
2014/12/26 13:00 31.43
2014/12/26 14:00 31.83
2014/12/26 15:00 32.19
2014/12/26 16:00 33.42
2014/12/26 17:00 33.40
2014/12/26 18:00 33.14
2014/12/26 19:00 31.99
2014/12/26 20:00 31.45
2014/12/26 21:00 31.35
2014/12/26 22:00 30.81
2014/12/26 23:00 30.30
 2014/12/27 0:00 29.99
 2014/12/27 1:00 29.25
 2014/12/27 2:00 29.10
 2014/12/27 3:00 29.11
 2014/12/27 4:00 29.20
 2014/12/27 5:00 29.43
 2014/12/27 6:00 29.81
 2014/12/27 7:00 30.11
 2014/12/27 8:00 30.87
 2014/12/27 9:00 31.50
2014/12/27 10:00 31.63
2014/12/27 11:00 32.53
2014/12/27 12:00 33.42
2014/12/27 13:00 32.57
2014/12/27 14:00 31.94
2014/12/27 15:00 31.99
2014/12/27 16:00 33.32
2014/12/27 17:00 34.84
2014/12/27 18:00 37.17
2014/12/27 19:00 33.80
2014/12/27 20:00 31.50
2014/12/27 21:00 31.35
2014/12/27 22:00 30.89
2014/12/27 23:00 30.19
 2014/12/28 0:00 30.33
 2014/12/28 1:00 29.84
 2014/12/28 2:00 29.64
 2014/12/28 3:00 29.62
 2014/12/28 4:00 29.69
 2014/12/28 5:00 29.93
 2014/12/28 6:00 30.02
 2014/12/28 7:00 30.20
 2014/12/28 8:00 30.65
 2014/12/28 9:00 30.94
2014/12/28 10:00 33.23
2014/12/28 11:00 35.79
2014/12/28 12:00 35.47
2014/12/28 13:00 34.21
