You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
            date    OT
 2015/12/29 0:00 15.70
 2015/12/29 1:00 15.16
 2015/12/29 2:00 14.88
 2015/12/29 3:00 14.36
 2015/12/29 4:00 14.72
 2015/12/29 5:00 15.65
 2015/12/29 6:00 16.51
 2015/12/29 7:00 17.16
 2015/12/29 8:00 17.48
 2015/12/29 9:00 17.43
2015/12/29 10:00 17.06
2015/12/29 11:00 17.15
2015/12/29 12:00 17.03
2015/12/29 13:00 16.99
2015/12/29 14:00 17.11
2015/12/29 15:00 17.31
2015/12/29 16:00 17.73
2015/12/29 17:00 17.89
2015/12/29 18:00 17.42
2015/12/29 19:00 16.92
2015/12/29 20:00 16.58
2015/12/29 21:00 16.25
2015/12/29 22:00 15.48
2015/12/29 23:00 14.66
 2015/12/30 0:00 15.04
 2015/12/30 1:00 14.38
 2015/12/30 2:00 14.02
 2015/12/30 3:00 14.02
 2015/12/30 4:00 14.72
 2015/12/30 5:00 15.25
 2015/12/30 6:00 15.94
 2015/12/30 7:00 16.57
 2015/12/30 8:00 16.99
 2015/12/30 9:00 16.99
2015/12/30 10:00 16.85
2015/12/30 11:00 17.00
2015/12/30 12:00 16.84
2015/12/30 13:00 16.81
2015/12/30 14:00 16.85
2015/12/30 15:00 17.23
2015/12/30 16:00 17.68
2015/12/30 17:00 17.64
2015/12/30 18:00 17.00
2015/12/30 19:00 16.38
2015/12/30 20:00 15.77
2015/12/30 21:00 15.55
2015/12/30 22:00 15.09
2015/12/30 23:00 13.60
 2015/12/31 0:00 13.73
 2015/12/31 1:00 12.56
 2015/12/31 2:00 12.31
 2015/12/31 3:00 12.32
 2015/12/31 4:00 12.58
 2015/12/31 5:00 13.43
 2015/12/31 6:00 13.77
 2015/12/31 7:00 14.03
 2015/12/31 8:00 15.49
 2015/12/31 9:00 15.87
2015/12/31 10:00 15.94
2015/12/31 11:00 16.30
2015/12/31 12:00 16.35
2015/12/31 13:00 16.42
2015/12/31 14:00 16.77
2015/12/31 15:00 17.42
2015/12/31 16:00 18.27
2015/12/31 17:00 18.37
2015/12/31 18:00 17.92
2015/12/31 19:00 16.80
2015/12/31 20:00 16.31
2015/12/31 21:00 16.29
2015/12/31 22:00 16.19
2015/12/31 23:00 15.91
   2016/1/1 0:00 16.39
   2016/1/1 1:00 16.04
   2016/1/1 2:00 15.74
   2016/1/1 3:00 15.57
   2016/1/1 4:00 15.47
   2016/1/1 5:00 15.75
   2016/1/1 6:00 15.36
   2016/1/1 7:00 15.37
   2016/1/1 8:00 15.19
   2016/1/1 9:00 15.39
  2016/1/1 10:00 15.78
  2016/1/1 11:00 16.15
  2016/1/1 12:00 16.50
  2016/1/1 13:00 16.72
  2016/1/1 14:00 17.17
  2016/1/1 15:00 18.00
  2016/1/1 16:00 18.49
  2016/1/1 17:00 18.80
  2016/1/1 18:00 18.62
  2016/1/1 19:00 17.92
  2016/1/1 20:00 17.67
  2016/1/1 21:00 17.37
  2016/1/1 22:00 16.84
  2016/1/1 23:00 16.23
   2016/1/2 0:00 16.28
   2016/1/2 1:00 15.85
   2016/1/2 2:00 15.02
   2016/1/2 3:00 13.18
   2016/1/2 4:00 12.69
   2016/1/2 5:00 12.94
   2016/1/2 6:00 13.58
   2016/1/2 7:00 14.37
   2016/1/2 8:00 15.74
   2016/1/2 9:00 15.74
  2016/1/2 10:00 15.99
  2016/1/2 11:00 16.07
  2016/1/2 12:00 15.89
  2016/1/2 13:00 16.01
  2016/1/2 14:00 16.20
  2016/1/2 15:00 16.78
  2016/1/2 16:00 17.54
  2016/1/2 17:00 17.92
  2016/1/2 18:00 17.61
  2016/1/2 19:00 16.96
  2016/1/2 20:00 16.70
  2016/1/2 21:00 16.14
  2016/1/2 22:00 16.03
  2016/1/2 23:00 15.46
   2016/1/3 0:00 16.01
   2016/1/3 1:00 15.59
   2016/1/3 2:00 15.68
   2016/1/3 3:00 15.55
   2016/1/3 4:00 15.29
   2016/1/3 5:00 15.58
   2016/1/3 6:00 15.06
   2016/1/3 7:00 15.52
   2016/1/3 8:00 15.78
   2016/1/3 9:00 16.23
  2016/1/3 10:00 16.88
  2016/1/3 11:00 17.58
  2016/1/3 12:00 17.55
  2016/1/3 13:00 17.18
  2016/1/3 14:00 17.41
  2016/1/3 15:00 17.47
  2016/1/3 16:00 18.62
  2016/1/3 17:00 19.17
  2016/1/3 18:00 18.84
  2016/1/3 19:00 18.34
  2016/1/3 20:00 17.90
  2016/1/3 21:00 17.52
  2016/1/3 22:00 16.79
  2016/1/3 23:00 15.67
   2016/1/4 0:00 15.83
   2016/1/4 1:00 15.56
   2016/1/4 2:00 15.41
   2016/1/4 3:00 15.44
   2016/1/4 4:00 15.73
   2016/1/4 5:00 16.22
   2016/1/4 6:00 18.10
   2016/1/4 7:00 20.20
   2016/1/4 8:00 21.66
   2016/1/4 9:00 20.97
  2016/1/4 10:00 21.02
  2016/1/4 11:00 20.74
  2016/1/4 12:00 20.43
  2016/1/4 13:00 20.42
  2016/1/4 14:00 20.61
  2016/1/4 15:00 20.95
  2016/1/4 16:00 22.61
  2016/1/4 17:00 23.63
  2016/1/4 18:00 21.75
  2016/1/4 19:00 20.42
  2016/1/4 20:00 19.44
  2016/1/4 21:00 18.85
  2016/1/4 22:00 17.91
  2016/1/4 23:00 17.08And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
