You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2013/10/1 0:00 37.58
 2013/10/1 1:00 37.39
 2013/10/1 2:00 37.28
 2013/10/1 3:00 37.19
 2013/10/1 4:00 37.26
 2013/10/1 5:00 37.71
 2013/10/1 6:00 40.63
 2013/10/1 7:00 46.01
 2013/10/1 8:00 47.35
 2013/10/1 9:00 47.45
2013/10/1 10:00 45.83
2013/10/1 11:00 43.76
2013/10/1 12:00 41.02
2013/10/1 13:00 39.85
2013/10/1 14:00 39.86
2013/10/1 15:00 39.96
2013/10/1 16:00 40.08
2013/10/1 17:00 43.65
2013/10/1 18:00 43.80
2013/10/1 19:00 47.37
2013/10/1 20:00 43.70
2013/10/1 21:00 40.99
2013/10/1 22:00 39.22
2013/10/1 23:00 37.60
 2013/10/2 0:00 37.38
 2013/10/2 1:00 36.98
 2013/10/2 2:00 36.61
 2013/10/2 3:00 36.32
 2013/10/2 4:00 36.77
 2013/10/2 5:00 37.40
 2013/10/2 6:00 39.33
 2013/10/2 7:00 44.88
 2013/10/2 8:00 46.93
 2013/10/2 9:00 43.61
2013/10/2 10:00 41.39
2013/10/2 11:00 39.96
2013/10/2 12:00 39.59
2013/10/2 13:00 38.75
2013/10/2 14:00 38.50
2013/10/2 15:00 38.26
2013/10/2 16:00 38.52
2013/10/2 17:00 39.42
2013/10/2 18:00 42.13
2013/10/2 19:00 46.01
2013/10/2 20:00 41.15
2013/10/2 21:00 38.05
2013/10/2 22:00 37.26
2013/10/2 23:00 36.73
 2013/10/3 0:00 35.92
 2013/10/3 1:00 35.37
 2013/10/3 2:00 35.00
 2013/10/3 3:00 34.62
 2013/10/3 4:00 34.85
 2013/10/3 5:00 36.20
 2013/10/3 6:00 38.65
 2013/10/3 7:00 41.13
 2013/10/3 8:00 41.94
 2013/10/3 9:00 40.00
2013/10/3 10:00 39.43
2013/10/3 11:00 38.80
2013/10/3 12:00 38.58
2013/10/3 13:00 38.41
2013/10/3 14:00 38.36
2013/10/3 15:00 38.20
2013/10/3 16:00 38.02
2013/10/3 17:00 38.53
2013/10/3 18:00 39.43
2013/10/3 19:00 40.22
2013/10/3 20:00 38.63
2013/10/3 21:00 37.49
2013/10/3 22:00 36.66
2013/10/3 23:00 35.79
 2013/10/4 0:00 35.90
 2013/10/4 1:00 35.06
 2013/10/4 2:00 34.54
 2013/10/4 3:00 34.57
 2013/10/4 4:00 34.86
 2013/10/4 5:00 36.47
 2013/10/4 6:00 38.59
 2013/10/4 7:00 39.91
 2013/10/4 8:00 40.19
 2013/10/4 9:00 39.75
2013/10/4 10:00 39.44
2013/10/4 11:00 39.02
2013/10/4 12:00 38.36
2013/10/4 13:00 37.62
2013/10/4 14:00 37.63
2013/10/4 15:00 38.33
2013/10/4 16:00 38.37
2013/10/4 17:00 38.79
2013/10/4 18:00 39.39
2013/10/4 19:00 39.79
2013/10/4 20:00 38.73
2013/10/4 21:00 37.50
2013/10/4 22:00 36.93
2013/10/4 23:00 36.05
 2013/10/5 0:00 35.82
 2013/10/5 1:00 34.86
 2013/10/5 2:00 34.04
 2013/10/5 3:00 33.58
 2013/10/5 4:00 33.63
 2013/10/5 5:00 34.39
 2013/10/5 6:00 35.41
 2013/10/5 7:00 35.96
 2013/10/5 8:00 36.95
 2013/10/5 9:00 38.42
2013/10/5 10:00 38.66
2013/10/5 11:00 38.95
2013/10/5 12:00 38.66
2013/10/5 13:00 38.29
2013/10/5 14:00 37.22
2013/10/5 15:00 37.06
2013/10/5 16:00 37.33
2013/10/5 17:00 38.33
2013/10/5 18:00 39.40
2013/10/5 19:00 39.41
2013/10/5 20:00 38.61
2013/10/5 21:00 37.36
2013/10/5 22:00 37.08
2013/10/5 23:00 35.68
 2013/10/6 0:00 36.07
 2013/10/6 1:00 35.63
 2013/10/6 2:00 35.26
 2013/10/6 3:00 34.96
 2013/10/6 4:00 35.41
 2013/10/6 5:00 35.89
 2013/10/6 6:00 36.62
 2013/10/6 7:00 37.16
 2013/10/6 8:00 37.34
 2013/10/6 9:00 37.88
2013/10/6 10:00 38.36
2013/10/6 11:00 38.53
2013/10/6 12:00 38.28
2013/10/6 13:00 38.32
2013/10/6 14:00 37.81
2013/10/6 15:00 37.00
2013/10/6 16:00 37.06
2013/10/6 17:00 38.02
2013/10/6 18:00 38.89
2013/10/6 19:00 39.44
2013/10/6 20:00 39.26
2013/10/6 21:00 38.05
2013/10/6 22:00 37.33
2013/10/6 23:00 35.35
 2013/10/7 0:00 35.16
 2013/10/7 1:00 34.66
 2013/10/7 2:00 33.75
 2013/10/7 3:00 33.42
 2013/10/7 4:00 34.03
 2013/10/7 5:00 36.66
 2013/10/7 6:00 39.46
 2013/10/7 7:00 41.22
 2013/10/7 8:00 41.83
 2013/10/7 9:00 41.74
2013/10/7 10:00 41.65
2013/10/7 11:00 41.22
2013/10/7 12:00 40.34
2013/10/7 13:00 39.92
2013/10/7 14:00 39.76
2013/10/7 15:00 39.76
2013/10/7 16:00 39.65
2013/10/7 17:00 40.04
2013/10/7 18:00 41.44
2013/10/7 19:00 41.84
2013/10/7 20:00 40.31
2013/10/7 21:00 39.05
2013/10/7 22:00 38.57
2013/10/7 23:00 37.40And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
