You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
            date    OT
 2015/12/15 0:00 20.33
 2015/12/15 1:00 20.04
 2015/12/15 2:00 19.87
 2015/12/15 3:00 20.03
 2015/12/15 4:00 20.43
 2015/12/15 5:00 21.07
 2015/12/15 6:00 24.25
 2015/12/15 7:00 31.25
 2015/12/15 8:00 38.72
 2015/12/15 9:00 44.36
2015/12/15 10:00 33.96
2015/12/15 11:00 35.03
2015/12/15 12:00 30.70
2015/12/15 13:00 29.32
2015/12/15 14:00 30.73
2015/12/15 15:00 28.20
2015/12/15 16:00 28.27
2015/12/15 17:00 43.00
2015/12/15 18:00 33.68
2015/12/15 19:00 28.09
2015/12/15 20:00 22.91
2015/12/15 21:00 22.03
2015/12/15 22:00 20.95
2015/12/15 23:00 20.27
 2015/12/16 0:00 20.38
 2015/12/16 1:00 19.92
 2015/12/16 2:00 19.69
 2015/12/16 3:00 19.78
 2015/12/16 4:00 20.23
 2015/12/16 5:00 21.35
 2015/12/16 6:00 26.16
 2015/12/16 7:00 34.23
 2015/12/16 8:00 40.19
 2015/12/16 9:00 38.80
2015/12/16 10:00 35.67
2015/12/16 11:00 37.15
2015/12/16 12:00 38.74
2015/12/16 13:00 38.80
2015/12/16 14:00 36.54
2015/12/16 15:00 35.03
2015/12/16 16:00 38.83
2015/12/16 17:00 41.66
2015/12/16 18:00 38.76
2015/12/16 19:00 30.44
2015/12/16 20:00 25.89
2015/12/16 21:00 23.19
2015/12/16 22:00 21.79
2015/12/16 23:00 20.65
 2015/12/17 0:00 19.47
 2015/12/17 1:00 19.01
 2015/12/17 2:00 18.85
