You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2015/3/17 0:00 22.86
 2015/3/17 1:00 22.64
 2015/3/17 2:00 22.09
 2015/3/17 3:00 22.96
 2015/3/17 4:00 23.41
 2015/3/17 5:00 24.77
 2015/3/17 6:00 25.34
 2015/3/17 7:00 27.38
 2015/3/17 8:00 27.97
 2015/3/17 9:00 27.38
2015/3/17 10:00 26.87
2015/3/17 11:00 26.18
2015/3/17 12:00 25.37
2015/3/17 13:00 25.19
2015/3/17 14:00 25.35
2015/3/17 15:00 25.25
2015/3/17 16:00 25.34
2015/3/17 17:00 26.02
2015/3/17 18:00 27.22
2015/3/17 19:00 26.60
2015/3/17 20:00 25.54
2015/3/17 21:00 25.24
2015/3/17 22:00 24.92
2015/3/17 23:00 24.35
 2015/3/18 0:00 24.02
 2015/3/18 1:00 23.91
 2015/3/18 2:00 23.90
 2015/3/18 3:00 23.93
 2015/3/18 4:00 24.50
 2015/3/18 5:00 25.31
 2015/3/18 6:00 26.57
 2015/3/18 7:00 30.33
 2015/3/18 8:00 34.01
 2015/3/18 9:00 28.58
2015/3/18 10:00 27.62
2015/3/18 11:00 27.02
2015/3/18 12:00 26.06
2015/3/18 13:00 25.84
2015/3/18 14:00 25.93
2015/3/18 15:00 26.13
2015/3/18 16:00 26.26
2015/3/18 17:00 27.86
2015/3/18 18:00 29.42
2015/3/18 19:00 28.99
2015/3/18 20:00 27.24
2015/3/18 21:00 26.09
2015/3/18 22:00 25.41
2015/3/18 23:00 24.97
 2015/3/19 0:00 24.46
 2015/3/19 1:00 24.22
 2015/3/19 2:00 24.11
 2015/3/19 3:00 24.20
 2015/3/19 4:00 24.56
 2015/3/19 5:00 25.43
 2015/3/19 6:00 26.10
 2015/3/19 7:00 29.54
 2015/3/19 8:00 30.72
 2015/3/19 9:00 27.63
2015/3/19 10:00 27.14
2015/3/19 11:00 26.61
2015/3/19 12:00 26.04
2015/3/19 13:00 25.92
2015/3/19 14:00 26.00
2015/3/19 15:00 26.08
2015/3/19 16:00 26.25
2015/3/19 17:00 27.10
2015/3/19 18:00 29.30
2015/3/19 19:00 28.58
2015/3/19 20:00 26.65
2015/3/19 21:00 26.37
2015/3/19 22:00 25.79
2015/3/19 23:00 25.21
 2015/3/20 0:00 25.02
 2015/3/20 1:00 24.81
 2015/3/20 2:00 24.68
 2015/3/20 3:00 24.71
 2015/3/20 4:00 25.07
 2015/3/20 5:00 25.96
 2015/3/20 6:00 26.59
 2015/3/20 7:00 30.43
 2015/3/20 8:00 30.86
 2015/3/20 9:00 28.22
2015/3/20 10:00 30.04
2015/3/20 11:00 27.34
2015/3/20 12:00 25.97
2015/3/20 13:00 25.77
2015/3/20 14:00 26.00
2015/3/20 15:00 26.02
2015/3/20 16:00 26.03
2015/3/20 17:00 26.48
2015/3/20 18:00 27.10
2015/3/20 19:00 26.42
2015/3/20 20:00 25.74
2015/3/20 21:00 25.45
2015/3/20 22:00 25.01
2015/3/20 23:00 24.76
 2015/3/21 0:00 24.23
 2015/3/21 1:00 24.00
 2015/3/21 2:00 23.87
 2015/3/21 3:00 23.83
 2015/3/21 4:00 23.92
 2015/3/21 5:00 23.95
 2015/3/21 6:00 23.75
 2015/3/21 7:00 24.05
 2015/3/21 8:00 24.34
 2015/3/21 9:00 24.50
