You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
  2014/8/5 0:00 29.59
  2014/8/5 1:00 29.28
  2014/8/5 2:00 29.10
  2014/8/5 3:00 29.03
  2014/8/5 4:00 29.02
  2014/8/5 5:00 29.44
  2014/8/5 6:00 30.92
  2014/8/5 7:00 33.42
  2014/8/5 8:00 34.66
  2014/8/5 9:00 34.13
 2014/8/5 10:00 34.40
 2014/8/5 11:00 34.42
 2014/8/5 12:00 34.08
 2014/8/5 13:00 33.96
 2014/8/5 14:00 33.46
 2014/8/5 15:00 33.38
 2014/8/5 16:00 33.04
 2014/8/5 17:00 33.08
 2014/8/5 18:00 33.08
 2014/8/5 19:00 33.14
 2014/8/5 20:00 32.83
 2014/8/5 21:00 32.78
 2014/8/5 22:00 31.83
 2014/8/5 23:00 31.03
  2014/8/6 0:00 29.89
  2014/8/6 1:00 29.55
  2014/8/6 2:00 29.28
  2014/8/6 3:00 29.16
  2014/8/6 4:00 29.06
  2014/8/6 5:00 29.57
  2014/8/6 6:00 31.37
  2014/8/6 7:00 33.48
  2014/8/6 8:00 34.45
  2014/8/6 9:00 34.77
 2014/8/6 10:00 35.01
 2014/8/6 11:00 34.83
 2014/8/6 12:00 34.46
 2014/8/6 13:00 34.12
 2014/8/6 14:00 33.86
 2014/8/6 15:00 33.65
 2014/8/6 16:00 33.41
 2014/8/6 17:00 33.42
 2014/8/6 18:00 33.31
 2014/8/6 19:00 33.46
 2014/8/6 20:00 33.12
 2014/8/6 21:00 32.78
 2014/8/6 22:00 32.01
 2014/8/6 23:00 31.03
  2014/8/7 0:00 29.84
  2014/8/7 1:00 29.46
  2014/8/7 2:00 29.25
  2014/8/7 3:00 29.29
  2014/8/7 4:00 29.32
  2014/8/7 5:00 29.69
  2014/8/7 6:00 31.55
  2014/8/7 7:00 33.40
