You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
            date    OT
 2013/12/31 0:00 27.66
 2013/12/31 1:00 26.20
 2013/12/31 2:00 25.22
 2013/12/31 3:00 24.87
 2013/12/31 4:00 25.61
 2013/12/31 5:00 27.07
 2013/12/31 6:00 27.49
 2013/12/31 7:00 28.79
 2013/12/31 8:00 30.05
 2013/12/31 9:00 30.38
2013/12/31 10:00 30.63
2013/12/31 11:00 30.76
2013/12/31 12:00 30.93
2013/12/31 13:00 30.57
2013/12/31 14:00 30.47
2013/12/31 15:00 30.47
2013/12/31 16:00 31.53
2013/12/31 17:00 31.80
2013/12/31 18:00 31.06
2013/12/31 19:00 30.32
2013/12/31 20:00 28.87
2013/12/31 21:00 28.11
2013/12/31 22:00 28.77
2013/12/31 23:00 28.05
   2014/1/1 0:00 28.53
   2014/1/1 1:00 28.01
   2014/1/1 2:00 27.16
   2014/1/1 3:00 26.05
   2014/1/1 4:00 25.16
   2014/1/1 5:00 25.58
   2014/1/1 6:00 26.13
   2014/1/1 7:00 26.62
   2014/1/1 8:00 26.67
   2014/1/1 9:00 26.40
  2014/1/1 10:00 27.55
  2014/1/1 11:00 28.47
  2014/1/1 12:00 28.66
  2014/1/1 13:00 28.83
  2014/1/1 14:00 29.07
  2014/1/1 15:00 29.40
  2014/1/1 16:00 31.48
  2014/1/1 17:00 32.15
  2014/1/1 18:00 31.71
  2014/1/1 19:00 30.64
  2014/1/1 20:00 29.31
  2014/1/1 21:00 29.00
  2014/1/1 22:00 28.41
  2014/1/1 23:00 27.05
   2014/1/2 0:00 27.20
   2014/1/2 1:00 26.06
   2014/1/2 2:00 25.38
   2014/1/2 3:00 25.02
   2014/1/2 4:00 25.78
   2014/1/2 5:00 28.00
   2014/1/2 6:00 29.23
   2014/1/2 7:00 29.96
   2014/1/2 8:00 30.60
   2014/1/2 9:00 30.76
  2014/1/2 10:00 30.99
  2014/1/2 11:00 31.24
  2014/1/2 12:00 31.12
  2014/1/2 13:00 31.26
  2014/1/2 14:00 31.44
  2014/1/2 15:00 31.77
  2014/1/2 16:00 32.45
  2014/1/2 17:00 32.72
  2014/1/2 18:00 32.35
  2014/1/2 19:00 31.82
  2014/1/2 20:00 31.02
  2014/1/2 21:00 30.86
  2014/1/2 22:00 30.42
  2014/1/2 23:00 29.91
   2014/1/3 0:00 28.20
   2014/1/3 1:00 26.24
   2014/1/3 2:00 24.82
   2014/1/3 3:00 24.71
   2014/1/3 4:00 25.42
   2014/1/3 5:00 27.38
   2014/1/3 6:00 29.28
   2014/1/3 7:00 30.95
   2014/1/3 8:00 31.44
   2014/1/3 9:00 31.38
  2014/1/3 10:00 31.06
  2014/1/3 11:00 30.99
  2014/1/3 12:00 30.86
  2014/1/3 13:00 30.75
  2014/1/3 14:00 30.65
  2014/1/3 15:00 30.71
  2014/1/3 16:00 31.01
  2014/1/3 17:00 31.35
  2014/1/3 18:00 30.94
  2014/1/3 19:00 30.46
  2014/1/3 20:00 29.72
  2014/1/3 21:00 28.76
  2014/1/3 22:00 28.49
  2014/1/3 23:00 27.56
   2014/1/4 0:00 26.52
   2014/1/4 1:00 25.26
   2014/1/4 2:00 24.61
   2014/1/4 3:00 23.86
   2014/1/4 4:00 24.28
   2014/1/4 5:00 25.09
   2014/1/4 6:00 26.18
   2014/1/4 7:00 27.28
   2014/1/4 8:00 27.80
   2014/1/4 9:00 28.68
  2014/1/4 10:00 28.90
  2014/1/4 11:00 29.08
  2014/1/4 12:00 29.22
  2014/1/4 13:00 29.26
  2014/1/4 14:00 29.47
  2014/1/4 15:00 29.91
  2014/1/4 16:00 30.59
  2014/1/4 17:00 30.97
  2014/1/4 18:00 30.69
  2014/1/4 19:00 30.10
  2014/1/4 20:00 28.87
  2014/1/4 21:00 28.70
  2014/1/4 22:00 28.42
  2014/1/4 23:00 27.40
   2014/1/5 0:00 27.66
   2014/1/5 1:00 26.92
   2014/1/5 2:00 26.67
   2014/1/5 3:00 26.41
   2014/1/5 4:00 26.67
   2014/1/5 5:00 26.99
   2014/1/5 6:00 27.71
   2014/1/5 7:00 28.04
   2014/1/5 8:00 28.11
   2014/1/5 9:00 28.48
  2014/1/5 10:00 29.87
  2014/1/5 11:00 30.64
  2014/1/5 12:00 30.77
  2014/1/5 13:00 30.01
  2014/1/5 14:00 29.35
  2014/1/5 15:00 29.89
  2014/1/5 16:00 31.36
  2014/1/5 17:00 32.34
  2014/1/5 18:00 31.93
  2014/1/5 19:00 31.05
  2014/1/5 20:00 30.49
  2014/1/5 21:00 29.41
  2014/1/5 22:00 28.82
