You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
          date    OT
 2013/7/2 0:00 32.10
 2013/7/2 1:00 30.18
 2013/7/2 2:00 28.59
 2013/7/2 3:00 26.13
 2013/7/2 4:00 27.00
 2013/7/2 5:00 30.21
 2013/7/2 6:00 33.35
 2013/7/2 7:00 35.11
 2013/7/2 8:00 35.59
 2013/7/2 9:00 35.50
2013/7/2 10:00 35.59
2013/7/2 11:00 35.48
2013/7/2 12:00 35.15
2013/7/2 13:00 34.92
2013/7/2 14:00 34.33
2013/7/2 15:00 34.55
2013/7/2 16:00 34.48
2013/7/2 17:00 34.79
2013/7/2 18:00 34.48
2013/7/2 19:00 34.69
2013/7/2 20:00 34.90
2013/7/2 21:00 34.22
2013/7/2 22:00 33.85
2013/7/2 23:00 32.16
 2013/7/3 0:00 30.26
 2013/7/3 1:00 26.85
 2013/7/3 2:00 25.23
 2013/7/3 3:00 23.58
 2013/7/3 4:00 23.85
 2013/7/3 5:00 26.40
 2013/7/3 6:00 31.73
 2013/7/3 7:00 34.00
 2013/7/3 8:00 34.82
 2013/7/3 9:00 34.93
2013/7/3 10:00 35.03
2013/7/3 11:00 35.04
2013/7/3 12:00 34.98
2013/7/3 13:00 34.88
2013/7/3 14:00 34.83
2013/7/3 15:00 34.81
2013/7/3 16:00 34.55
2013/7/3 17:00 34.45
2013/7/3 18:00 34.31
2013/7/3 19:00 34.15
2013/7/3 20:00 34.06
2013/7/3 21:00 33.79
2013/7/3 22:00 33.40
2013/7/3 23:00 32.54
 2013/7/4 0:00 30.64
 2013/7/4 1:00 29.59
 2013/7/4 2:00 27.71
 2013/7/4 3:00 28.11
 2013/7/4 4:00 28.82
 2013/7/4 5:00 30.25
 2013/7/4 6:00 33.30
 2013/7/4 7:00 34.38
 2013/7/4 8:00 34.65
 2013/7/4 9:00 35.03
2013/7/4 10:00 35.51
2013/7/4 11:00 35.57
2013/7/4 12:00 35.75
2013/7/4 13:00 35.67
2013/7/4 14:00 35.06
2013/7/4 15:00 34.77
2013/7/4 16:00 34.25
2013/7/4 17:00 34.09
2013/7/4 18:00 34.16
2013/7/4 19:00 34.37
2013/7/4 20:00 34.06
2013/7/4 21:00 33.70
2013/7/4 22:00 33.45
2013/7/4 23:00 32.02
 2013/7/5 0:00 30.99
 2013/7/5 1:00 28.81
 2013/7/5 2:00 26.66
 2013/7/5 3:00 26.75
 2013/7/5 4:00 26.99
 2013/7/5 5:00 29.31
 2013/7/5 6:00 31.95
 2013/7/5 7:00 34.05
 2013/7/5 8:00 34.34
 2013/7/5 9:00 34.60
2013/7/5 10:00 34.87
2013/7/5 11:00 34.98
2013/7/5 12:00 34.01
2013/7/5 13:00 32.79
2013/7/5 14:00 31.93
2013/7/5 15:00 31.77
2013/7/5 16:00 31.74
2013/7/5 17:00 31.94
2013/7/5 18:00 32.52
2013/7/5 19:00 32.30
2013/7/5 20:00 32.30
2013/7/5 21:00 32.08
2013/7/5 22:00 31.88
2013/7/5 23:00 31.06
 2013/7/6 0:00 29.30
 2013/7/6 1:00 27.29
 2013/7/6 2:00 25.02
 2013/7/6 3:00 22.63
 2013/7/6 4:00 22.00
 2013/7/6 5:00 21.50
 2013/7/6 6:00 27.24
 2013/7/6 7:00 30.00
 2013/7/6 8:00 31.36
 2013/7/6 9:00 31.08
2013/7/6 10:00 30.89
2013/7/6 11:00 30.98
2013/7/6 12:00 30.80
2013/7/6 13:00 30.58
2013/7/6 14:00 30.32
2013/7/6 15:00 30.19
2013/7/6 16:00 30.43
2013/7/6 17:00 31.02
2013/7/6 18:00 31.62
2013/7/6 19:00 31.92
2013/7/6 20:00 31.12
2013/7/6 21:00 30.65
2013/7/6 22:00 30.91
2013/7/6 23:00 29.94
 2013/7/7 0:00 29.19
 2013/7/7 1:00 27.87
 2013/7/7 2:00 26.64
 2013/7/7 3:00 25.09
 2013/7/7 4:00 23.08
 2013/7/7 5:00 22.84
 2013/7/7 6:00 25.43
 2013/7/7 7:00 28.90
 2013/7/7 8:00 29.51
 2013/7/7 9:00 30.31
2013/7/7 10:00 31.07
2013/7/7 11:00 31.21
2013/7/7 12:00 30.99
2013/7/7 13:00 30.43
2013/7/7 14:00 29.87
2013/7/7 15:00 29.53
2013/7/7 16:00 29.16
2013/7/7 17:00 29.32
2013/7/7 18:00 29.18
2013/7/7 19:00 30.38
2013/7/7 20:00 29.96
2013/7/7 21:00 30.27
2013/7/7 22:00 31.33
2013/7/7 23:00 29.41
 2013/7/8 0:00 29.35
 2013/7/8 1:00 27.50
 2013/7/8 2:00 26.49
 2013/7/8 3:00 26.38
 2013/7/8 4:00 26.78
 2013/7/8 5:00 29.15
 2013/7/8 6:00 32.62
 2013/7/8 7:00 33.97
 2013/7/8 8:00 34.54
 2013/7/8 9:00 34.38
2013/7/8 10:00 34.64
2013/7/8 11:00 34.53
2013/7/8 12:00 33.85
2013/7/8 13:00 33.01
2013/7/8 14:00 32.69
2013/7/8 15:00 32.65
2013/7/8 16:00 32.67
2013/7/8 17:00 33.46
2013/7/8 18:00 33.63
2013/7/8 19:00 33.96
2013/7/8 20:00 34.36
2013/7/8 21:00 34.08
2013/7/8 22:00 33.91
2013/7/8 23:00 32.18And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
