You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
            date    OT
  2016/12/6 0:00 32.22
  2016/12/6 1:00 32.10
  2016/12/6 2:00 32.43
  2016/12/6 3:00 32.63
  2016/12/6 4:00 33.48
  2016/12/6 5:00 34.81
  2016/12/6 6:00 38.44
  2016/12/6 7:00 46.66
  2016/12/6 8:00 53.24
  2016/12/6 9:00 52.60
 2016/12/6 10:00 47.67
 2016/12/6 11:00 46.60
 2016/12/6 12:00 45.80
 2016/12/6 13:00 46.30
 2016/12/6 14:00 46.85
 2016/12/6 15:00 47.53
 2016/12/6 16:00 50.21
 2016/12/6 17:00 54.98
 2016/12/6 18:00 47.59
 2016/12/6 19:00 40.10
 2016/12/6 20:00 38.38
 2016/12/6 21:00 36.84
 2016/12/6 22:00 34.96
 2016/12/6 23:00 33.26
  2016/12/7 0:00 31.64
  2016/12/7 1:00 30.95
  2016/12/7 2:00 30.55
  2016/12/7 3:00 30.39
  2016/12/7 4:00 30.77
  2016/12/7 5:00 31.39
  2016/12/7 6:00 34.03
  2016/12/7 7:00 36.91
  2016/12/7 8:00 37.34
  2016/12/7 9:00 35.75
 2016/12/7 10:00 35.12
 2016/12/7 11:00 34.99
 2016/12/7 12:00 34.98
 2016/12/7 13:00 34.81
 2016/12/7 14:00 34.84
 2016/12/7 15:00 35.58
 2016/12/7 16:00 35.91
 2016/12/7 17:00 35.66
 2016/12/7 18:00 34.64
 2016/12/7 19:00 33.41
 2016/12/7 20:00 32.48
 2016/12/7 21:00 31.49
 2016/12/7 22:00 30.49
 2016/12/7 23:00 29.03
  2016/12/8 0:00 27.75
  2016/12/8 1:00 27.17
  2016/12/8 2:00 26.90
  2016/12/8 3:00 27.05
  2016/12/8 4:00 27.61
  2016/12/8 5:00 27.93
  2016/12/8 6:00 30.51
  2016/12/8 7:00 32.85
  2016/12/8 8:00 33.31
  2016/12/8 9:00 32.90
 2016/12/8 10:00 32.25
 2016/12/8 11:00 32.05
 2016/12/8 12:00 31.91
 2016/12/8 13:00 32.30
 2016/12/8 14:00 32.79
 2016/12/8 15:00 33.05
 2016/12/8 16:00 33.38
 2016/12/8 17:00 33.60
 2016/12/8 18:00 32.98
 2016/12/8 19:00 32.36
 2016/12/8 20:00 31.67
 2016/12/8 21:00 30.63
 2016/12/8 22:00 29.75
 2016/12/8 23:00 27.74
  2016/12/9 0:00 26.77
  2016/12/9 1:00 26.00
  2016/12/9 2:00 25.74
  2016/12/9 3:00 25.85
  2016/12/9 4:00 26.57
  2016/12/9 5:00 28.02
  2016/12/9 6:00 29.98
  2016/12/9 7:00 32.86
  2016/12/9 8:00 33.33
  2016/12/9 9:00 32.59
