You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2015/1/20 0:00 28.61
 2015/1/20 1:00 28.21
 2015/1/20 2:00 28.06
 2015/1/20 3:00 28.02
 2015/1/20 4:00 28.38
 2015/1/20 5:00 29.55
 2015/1/20 6:00 32.00
 2015/1/20 7:00 44.42
 2015/1/20 8:00 45.01
 2015/1/20 9:00 44.05
2015/1/20 10:00 40.56
2015/1/20 11:00 38.96
2015/1/20 12:00 36.94
2015/1/20 13:00 37.36
2015/1/20 14:00 37.46
2015/1/20 15:00 38.97
2015/1/20 16:00 44.51
2015/1/20 17:00 45.26
2015/1/20 18:00 44.41
2015/1/20 19:00 33.32
2015/1/20 20:00 30.75
2015/1/20 21:00 30.12
2015/1/20 22:00 29.42
2015/1/20 23:00 28.50
 2015/1/21 0:00 28.15
 2015/1/21 1:00 27.89
 2015/1/21 2:00 27.80
 2015/1/21 3:00 27.87
 2015/1/21 4:00 28.22
 2015/1/21 5:00 29.62
 2015/1/21 6:00 32.67
 2015/1/21 7:00 46.30
 2015/1/21 8:00 50.48
 2015/1/21 9:00 49.63
2015/1/21 10:00 46.39
2015/1/21 11:00 46.33
2015/1/21 12:00 44.71
2015/1/21 13:00 43.41
2015/1/21 14:00 43.39
2015/1/21 15:00 45.19
2015/1/21 16:00 47.15
2015/1/21 17:00 52.37
2015/1/21 18:00 51.88
2015/1/21 19:00 37.49
2015/1/21 20:00 33.11
2015/1/21 21:00 32.46
2015/1/21 22:00 31.30
2015/1/21 23:00 29.36
 2015/1/22 0:00 28.80
 2015/1/22 1:00 28.51
 2015/1/22 2:00 28.30
 2015/1/22 3:00 28.26
 2015/1/22 4:00 28.57
 2015/1/22 5:00 29.97
 2015/1/22 6:00 33.96
 2015/1/22 7:00 45.11
 2015/1/22 8:00 50.08
 2015/1/22 9:00 45.96
2015/1/22 10:00 45.82
2015/1/22 11:00 45.78
2015/1/22 12:00 45.00
2015/1/22 13:00 44.38
2015/1/22 14:00 44.89
2015/1/22 15:00 44.99
2015/1/22 16:00 49.82
2015/1/22 17:00 56.67
2015/1/22 18:00 50.06
2015/1/22 19:00 44.09
2015/1/22 20:00 35.88
2015/1/22 21:00 36.20
2015/1/22 22:00 32.37
2015/1/22 23:00 30.07
 2015/1/23 0:00 29.87
 2015/1/23 1:00 29.17
 2015/1/23 2:00 28.86
 2015/1/23 3:00 28.79
 2015/1/23 4:00 29.24
 2015/1/23 5:00 31.00
 2015/1/23 6:00 35.92
 2015/1/23 7:00 54.95
 2015/1/23 8:00 53.57
 2015/1/23 9:00 57.68
2015/1/23 10:00 55.02
2015/1/23 11:00 52.42
2015/1/23 12:00 47.63
2015/1/23 13:00 44.95
2015/1/23 14:00 42.47
2015/1/23 15:00 40.96
2015/1/23 16:00 44.11
2015/1/23 17:00 48.08
2015/1/23 18:00 45.07
2015/1/23 19:00 31.97
2015/1/23 20:00 30.46
2015/1/23 21:00 29.85
2015/1/23 22:00 28.90
2015/1/23 23:00 28.53
 2015/1/24 0:00 28.01
 2015/1/24 1:00 27.14
 2015/1/24 2:00 26.46
 2015/1/24 3:00 26.23
 2015/1/24 4:00 26.45
 2015/1/24 5:00 26.75
 2015/1/24 6:00 27.08
 2015/1/24 7:00 27.55
 2015/1/24 8:00 28.15
 2015/1/24 9:00 28.96
2015/1/24 10:00 29.24
2015/1/24 11:00 29.28
2015/1/24 12:00 29.22
2015/1/24 13:00 29.18
2015/1/24 14:00 29.20
2015/1/24 15:00 29.34
2015/1/24 16:00 29.97
2015/1/24 17:00 30.67
2015/1/24 18:00 30.38
2015/1/24 19:00 29.59
2015/1/24 20:00 29.22
2015/1/24 21:00 28.51
2015/1/24 22:00 28.14
2015/1/24 23:00 27.68
 2015/1/25 0:00 26.99
 2015/1/25 1:00 26.57
 2015/1/25 2:00 26.41
 2015/1/25 3:00 26.27
 2015/1/25 4:00 26.43
 2015/1/25 5:00 26.82
 2015/1/25 6:00 27.20
 2015/1/25 7:00 27.51
 2015/1/25 8:00 27.97
 2015/1/25 9:00 28.71
2015/1/25 10:00 29.26
2015/1/25 11:00 29.75
2015/1/25 12:00 29.48
2015/1/25 13:00 29.25
2015/1/25 14:00 29.13
2015/1/25 15:00 29.26
2015/1/25 16:00 30.19
2015/1/25 17:00 32.43
2015/1/25 18:00 31.90
2015/1/25 19:00 30.87
2015/1/25 20:00 29.90
2015/1/25 21:00 29.29
2015/1/25 22:00 29.07
2015/1/25 23:00 28.08
 2015/1/26 0:00 26.93
 2015/1/26 1:00 26.14
 2015/1/26 2:00 25.63
 2015/1/26 3:00 25.47
 2015/1/26 4:00 25.86
 2015/1/26 5:00 27.62
 2015/1/26 6:00 29.18
 2015/1/26 7:00 30.75
 2015/1/26 8:00 31.09
 2015/1/26 9:00 30.86
2015/1/26 10:00 30.67
2015/1/26 11:00 30.41
2015/1/26 12:00 30.23
2015/1/26 13:00 30.16
2015/1/26 14:00 30.23
2015/1/26 15:00 30.65
2015/1/26 16:00 31.34
2015/1/26 17:00 32.08
2015/1/26 18:00 31.58
2015/1/26 19:00 30.46
2015/1/26 20:00 29.30
2015/1/26 21:00 28.68
2015/1/26 22:00 27.85
2015/1/26 23:00 26.46And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
