You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
            date    OT
  2013/10/8 0:00 36.47
  2013/10/8 1:00 35.08
  2013/10/8 2:00 34.65
  2013/10/8 3:00 34.48
  2013/10/8 4:00 34.97
  2013/10/8 5:00 37.54
  2013/10/8 6:00 39.62
  2013/10/8 7:00 41.80
  2013/10/8 8:00 42.44
  2013/10/8 9:00 41.98
 2013/10/8 10:00 42.58
 2013/10/8 11:00 41.75
 2013/10/8 12:00 40.52
 2013/10/8 13:00 39.90
 2013/10/8 14:00 39.96
 2013/10/8 15:00 40.06
 2013/10/8 16:00 39.78
 2013/10/8 17:00 40.26
 2013/10/8 18:00 40.59
 2013/10/8 19:00 40.60
 2013/10/8 20:00 39.43
 2013/10/8 21:00 38.53
 2013/10/8 22:00 38.16
 2013/10/8 23:00 36.14
  2013/10/9 0:00 34.50
  2013/10/9 1:00 34.09
  2013/10/9 2:00 33.12
  2013/10/9 3:00 32.01
  2013/10/9 4:00 32.97
  2013/10/9 5:00 35.33
  2013/10/9 6:00 38.34
  2013/10/9 7:00 40.08
  2013/10/9 8:00 40.73
  2013/10/9 9:00 40.45
 2013/10/9 10:00 40.20
 2013/10/9 11:00 39.86
 2013/10/9 12:00 39.46
 2013/10/9 13:00 38.92
 2013/10/9 14:00 38.93
 2013/10/9 15:00 39.23
 2013/10/9 16:00 39.40
 2013/10/9 17:00 39.98
 2013/10/9 18:00 40.63
 2013/10/9 19:00 40.80
 2013/10/9 20:00 39.97
 2013/10/9 21:00 38.70
 2013/10/9 22:00 37.64
 2013/10/9 23:00 36.01
 2013/10/10 0:00 35.01
 2013/10/10 1:00 34.44
 2013/10/10 2:00 33.57
 2013/10/10 3:00 33.35
 2013/10/10 4:00 34.40
 2013/10/10 5:00 36.50
 2013/10/10 6:00 40.03
 2013/10/10 7:00 41.69
 2013/10/10 8:00 41.91
 2013/10/10 9:00 41.89
2013/10/10 10:00 41.88
2013/10/10 11:00 41.39
2013/10/10 12:00 40.68
2013/10/10 13:00 40.12
2013/10/10 14:00 39.84
2013/10/10 15:00 39.77
2013/10/10 16:00 39.50
2013/10/10 17:00 40.04
2013/10/10 18:00 40.99
2013/10/10 19:00 40.97
2013/10/10 20:00 39.26
2013/10/10 21:00 37.90
2013/10/10 22:00 37.40
2013/10/10 23:00 35.97
 2013/10/11 0:00 36.08
 2013/10/11 1:00 34.98
 2013/10/11 2:00 34.60
 2013/10/11 3:00 34.26
 2013/10/11 4:00 34.44
 2013/10/11 5:00 36.61
 2013/10/11 6:00 39.28
 2013/10/11 7:00 40.71
 2013/10/11 8:00 41.19
 2013/10/11 9:00 41.02
2013/10/11 10:00 40.95
2013/10/11 11:00 40.61
2013/10/11 12:00 39.47
2013/10/11 13:00 38.29
2013/10/11 14:00 37.69
2013/10/11 15:00 37.82
2013/10/11 16:00 37.74
2013/10/11 17:00 38.33
2013/10/11 18:00 38.88
2013/10/11 19:00 39.30
2013/10/11 20:00 37.90
2013/10/11 21:00 37.13
2013/10/11 22:00 36.51
2013/10/11 23:00 35.60
 2013/10/12 0:00 37.04
 2013/10/12 1:00 36.44
 2013/10/12 2:00 36.18
 2013/10/12 3:00 35.50
 2013/10/12 4:00 35.53
 2013/10/12 5:00 36.21
 2013/10/12 6:00 36.75
 2013/10/12 7:00 37.29
 2013/10/12 8:00 37.51
 2013/10/12 9:00 37.98
2013/10/12 10:00 38.06
2013/10/12 11:00 37.84
2013/10/12 12:00 37.53
2013/10/12 13:00 37.25
2013/10/12 14:00 37.03
2013/10/12 15:00 36.99
2013/10/12 16:00 37.06
2013/10/12 17:00 38.03
2013/10/12 18:00 39.55
2013/10/12 19:00 39.61
2013/10/12 20:00 38.59
2013/10/12 21:00 37.54
2013/10/12 22:00 36.97
2013/10/12 23:00 36.25
 2013/10/13 0:00 36.88
 2013/10/13 1:00 36.13
 2013/10/13 2:00 35.08
 2013/10/13 3:00 34.43
 2013/10/13 4:00 34.39
 2013/10/13 5:00 34.84
 2013/10/13 6:00 35.72
 2013/10/13 7:00 36.47
 2013/10/13 8:00 36.77
 2013/10/13 9:00 37.42
2013/10/13 10:00 38.00
2013/10/13 11:00 38.37
2013/10/13 12:00 38.26
2013/10/13 13:00 37.94
2013/10/13 14:00 37.83
2013/10/13 15:00 37.77
2013/10/13 16:00 37.95
2013/10/13 17:00 38.68
2013/10/13 18:00 39.71
2013/10/13 19:00 41.36
2013/10/13 20:00 40.25
2013/10/13 21:00 38.61
2013/10/13 22:00 38.16
2013/10/13 23:00 37.66
 2013/10/14 0:00 37.37
 2013/10/14 1:00 36.91
 2013/10/14 2:00 36.63
 2013/10/14 3:00 36.83
 2013/10/14 4:00 37.07
 2013/10/14 5:00 38.12
 2013/10/14 6:00 41.15
 2013/10/14 7:00 44.77
 2013/10/14 8:00 45.75
 2013/10/14 9:00 45.47
2013/10/14 10:00 44.03
2013/10/14 11:00 43.25
2013/10/14 12:00 42.14
2013/10/14 13:00 41.24
2013/10/14 14:00 41.52
2013/10/14 15:00 42.02
2013/10/14 16:00 41.97
2013/10/14 17:00 43.15
2013/10/14 18:00 44.64
2013/10/14 19:00 45.04
2013/10/14 20:00 43.25
2013/10/14 21:00 39.80
2013/10/14 22:00 38.47
2013/10/14 23:00 37.59And your final answer must follow the format
