You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
          date    OT
 2014/6/3 0:00 21.77
 2014/6/3 1:00 20.03
 2014/6/3 2:00 19.76
 2014/6/3 3:00 19.54
 2014/6/3 4:00 19.62
 2014/6/3 5:00 20.14
 2014/6/3 6:00 30.42
 2014/6/3 7:00 33.65
 2014/6/3 8:00 34.09
 2014/6/3 9:00 33.42
2014/6/3 10:00 33.33
2014/6/3 11:00 33.21
2014/6/3 12:00 32.93
2014/6/3 13:00 32.51
2014/6/3 14:00 32.44
2014/6/3 15:00 32.23
2014/6/3 16:00 32.00
2014/6/3 17:00 32.06
2014/6/3 18:00 32.26
2014/6/3 19:00 32.07
2014/6/3 20:00 31.99
2014/6/3 21:00 30.67
2014/6/3 22:00 29.43
2014/6/3 23:00 25.98
 2014/6/4 0:00 22.13
 2014/6/4 1:00 20.28
 2014/6/4 2:00 19.97
 2014/6/4 3:00 19.64
 2014/6/4 4:00 19.34
 2014/6/4 5:00 20.91
 2014/6/4 6:00 28.97
 2014/6/4 7:00 32.15
 2014/6/4 8:00 33.69
 2014/6/4 9:00 33.23
2014/6/4 10:00 33.73
2014/6/4 11:00 33.22
2014/6/4 12:00 32.55
2014/6/4 13:00 32.52
2014/6/4 14:00 32.24
2014/6/4 15:00 31.58
2014/6/4 16:00 31.67
2014/6/4 17:00 31.72
2014/6/4 18:00 31.86
2014/6/4 19:00 31.46
2014/6/4 20:00 29.70
2014/6/4 21:00 28.31
2014/6/4 22:00 27.11
2014/6/4 23:00 21.45
 2014/6/5 0:00 18.27
 2014/6/5 1:00 17.69
 2014/6/5 2:00 17.37
 2014/6/5 3:00 16.92
 2014/6/5 4:00 17.00
 2014/6/5 5:00 17.39
 2014/6/5 6:00 23.94
 2014/6/5 7:00 30.99
 2014/6/5 8:00 32.78
 2014/6/5 9:00 32.73
2014/6/5 10:00 32.71
2014/6/5 11:00 31.96
2014/6/5 12:00 31.81
2014/6/5 13:00 30.41
2014/6/5 14:00 29.08
2014/6/5 15:00 28.25
2014/6/5 16:00 27.70
2014/6/5 17:00 26.73
2014/6/5 18:00 29.03
2014/6/5 19:00 30.30
2014/6/5 20:00 28.77
2014/6/5 21:00 27.28
2014/6/5 22:00 26.27
2014/6/5 23:00 21.16
 2014/6/6 0:00 19.18
 2014/6/6 1:00 18.18
 2014/6/6 2:00 17.81
 2014/6/6 3:00 17.38
 2014/6/6 4:00 17.57
 2014/6/6 5:00 18.96
 2014/6/6 6:00 25.05
 2014/6/6 7:00 29.89
 2014/6/6 8:00 30.92
 2014/6/6 9:00 30.60
2014/6/6 10:00 30.24
2014/6/6 11:00 28.88
2014/6/6 12:00 27.31
2014/6/6 13:00 26.42
2014/6/6 14:00 25.73
2014/6/6 15:00 24.37
2014/6/6 16:00 23.86
2014/6/6 17:00 24.53
2014/6/6 18:00 26.65
2014/6/6 19:00 28.17
2014/6/6 20:00 26.84
2014/6/6 21:00 26.27
2014/6/6 22:00 24.88
2014/6/6 23:00 20.75
 2014/6/7 0:00 18.92
 2014/6/7 1:00 18.21
 2014/6/7 2:00 17.75
 2014/6/7 3:00 17.44
 2014/6/7 4:00 17.32
 2014/6/7 5:00 17.00
 2014/6/7 6:00 18.67
 2014/6/7 7:00 19.60
 2014/6/7 8:00 19.78
 2014/6/7 9:00 19.97
2014/6/7 10:00 20.66
2014/6/7 11:00 22.20
2014/6/7 12:00 21.70
2014/6/7 13:00 21.09
2014/6/7 14:00 19.98
2014/6/7 15:00 19.84
2014/6/7 16:00 19.85
2014/6/7 17:00 20.14
2014/6/7 18:00 24.59
2014/6/7 19:00 25.14
2014/6/7 20:00 24.54
2014/6/7 21:00 23.68
2014/6/7 22:00 24.06
2014/6/7 23:00 21.06
 2014/6/8 0:00 17.73
 2014/6/8 1:00 16.59
 2014/6/8 2:00 16.10
 2014/6/8 3:00 15.70
 2014/6/8 4:00 15.57
 2014/6/8 5:00 15.80
 2014/6/8 6:00 15.52
 2014/6/8 7:00 15.89
 2014/6/8 8:00 16.80
 2014/6/8 9:00 18.03
2014/6/8 10:00 19.02
2014/6/8 11:00 19.35
2014/6/8 12:00 19.22
2014/6/8 13:00 18.80
2014/6/8 14:00 18.53
2014/6/8 15:00 18.29
2014/6/8 16:00 18.40
2014/6/8 17:00 19.05
2014/6/8 18:00 20.52
2014/6/8 19:00 24.08
2014/6/8 20:00 24.23
2014/6/8 21:00 24.50
2014/6/8 22:00 24.30
2014/6/8 23:00 20.86
 2014/6/9 0:00 18.80
 2014/6/9 1:00 17.47
 2014/6/9 2:00 16.98
 2014/6/9 3:00 16.49
 2014/6/9 4:00 16.38
 2014/6/9 5:00 17.23
 2014/6/9 6:00 21.01
 2014/6/9 7:00 24.06
 2014/6/9 8:00 25.77
 2014/6/9 9:00 26.22
2014/6/9 10:00 28.03
2014/6/9 11:00 28.06
2014/6/9 12:00 27.70
