You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
  2015/5/5 0:00 24.84
  2015/5/5 1:00 24.08
  2015/5/5 2:00 24.06
  2015/5/5 3:00 23.97
  2015/5/5 4:00 23.93
  2015/5/5 5:00 24.39
  2015/5/5 6:00 25.57
  2015/5/5 7:00 29.07
  2015/5/5 8:00 29.95
  2015/5/5 9:00 28.77
 2015/5/5 10:00 28.16
 2015/5/5 11:00 27.66
 2015/5/5 12:00 27.10
 2015/5/5 13:00 26.78
 2015/5/5 14:00 25.34
 2015/5/5 15:00 24.98
 2015/5/5 16:00 24.94
 2015/5/5 17:00 25.04
 2015/5/5 18:00 25.47
 2015/5/5 19:00 25.48
 2015/5/5 20:00 25.23
 2015/5/5 21:00 25.19
 2015/5/5 22:00 24.60
 2015/5/5 23:00 23.68
  2015/5/6 0:00 22.61
  2015/5/6 1:00 21.92
  2015/5/6 2:00 20.65
  2015/5/6 3:00 19.94
  2015/5/6 4:00 20.13
  2015/5/6 5:00 23.07
  2015/5/6 6:00 24.75
  2015/5/6 7:00 26.18
  2015/5/6 8:00 27.07
  2015/5/6 9:00 26.97
 2015/5/6 10:00 26.63
 2015/5/6 11:00 26.25
 2015/5/6 12:00 24.87
 2015/5/6 13:00 24.61
 2015/5/6 14:00 24.47
 2015/5/6 15:00 24.29
 2015/5/6 16:00 24.23
 2015/5/6 17:00 24.60
 2015/5/6 18:00 25.47
 2015/5/6 19:00 25.62
 2015/5/6 20:00 25.50
 2015/5/6 21:00 25.90
 2015/5/6 22:00 24.85
 2015/5/6 23:00 23.02
  2015/5/7 0:00 20.78
  2015/5/7 1:00 18.32
  2015/5/7 2:00 16.74
  2015/5/7 3:00 16.39
  2015/5/7 4:00 17.81
  2015/5/7 5:00 21.04
  2015/5/7 6:00 23.79
  2015/5/7 7:00 26.08
  2015/5/7 8:00 27.25
  2015/5/7 9:00 26.79
 2015/5/7 10:00 25.58
 2015/5/7 11:00 25.16
 2015/5/7 12:00 24.57
 2015/5/7 13:00 24.44
 2015/5/7 14:00 23.91
 2015/5/7 15:00 24.09
 2015/5/7 16:00 24.25
 2015/5/7 17:00 24.65
 2015/5/7 18:00 24.81
 2015/5/7 19:00 25.10
 2015/5/7 20:00 25.30
 2015/5/7 21:00 25.87
 2015/5/7 22:00 25.13
 2015/5/7 23:00 23.91
  2015/5/8 0:00 22.04
  2015/5/8 1:00 21.56
  2015/5/8 2:00 21.45
  2015/5/8 3:00 21.62
  2015/5/8 4:00 22.02
  2015/5/8 5:00 23.10
  2015/5/8 6:00 25.28
  2015/5/8 7:00 26.79
  2015/5/8 8:00 27.89
  2015/5/8 9:00 27.69
 2015/5/8 10:00 27.10
 2015/5/8 11:00 26.71
 2015/5/8 12:00 26.37
 2015/5/8 13:00 25.57
 2015/5/8 14:00 24.27
 2015/5/8 15:00 24.01
 2015/5/8 16:00 24.06
