You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
          date    OT
 2014/9/2 0:00 32.87
 2014/9/2 1:00 32.28
 2014/9/2 2:00 31.84
 2014/9/2 3:00 31.95
 2014/9/2 4:00 32.61
 2014/9/2 5:00 33.76
 2014/9/2 6:00 34.96
 2014/9/2 7:00 38.01
 2014/9/2 8:00 38.35
 2014/9/2 9:00 38.33
2014/9/2 10:00 38.18
2014/9/2 11:00 38.21
2014/9/2 12:00 37.58
2014/9/2 13:00 36.82
2014/9/2 14:00 36.36
2014/9/2 15:00 36.25
2014/9/2 16:00 35.84
2014/9/2 17:00 36.01
2014/9/2 18:00 36.65
2014/9/2 19:00 37.60
2014/9/2 20:00 38.20
2014/9/2 21:00 35.97
2014/9/2 22:00 33.98
2014/9/2 23:00 33.20
 2014/9/3 0:00 32.89
 2014/9/3 1:00 32.43
 2014/9/3 2:00 31.92
 2014/9/3 3:00 32.08
 2014/9/3 4:00 32.68
 2014/9/3 5:00 33.78
 2014/9/3 6:00 34.89
 2014/9/3 7:00 36.94
 2014/9/3 8:00 37.12
 2014/9/3 9:00 37.09
2014/9/3 10:00 37.02
2014/9/3 11:00 36.84
2014/9/3 12:00 36.28
2014/9/3 13:00 35.99
2014/9/3 14:00 35.81
2014/9/3 15:00 35.43
2014/9/3 16:00 34.95
2014/9/3 17:00 35.13
2014/9/3 18:00 35.34
2014/9/3 19:00 36.19
2014/9/3 20:00 36.80
2014/9/3 21:00 35.02
2014/9/3 22:00 33.80
2014/9/3 23:00 32.68
 2014/9/4 0:00 31.32
 2014/9/4 1:00 31.07
 2014/9/4 2:00 30.92
 2014/9/4 3:00 31.02
 2014/9/4 4:00 31.43
 2014/9/4 5:00 33.27
 2014/9/4 6:00 34.27
 2014/9/4 7:00 36.64
 2014/9/4 8:00 36.97
 2014/9/4 9:00 36.78
2014/9/4 10:00 36.61
2014/9/4 11:00 35.82
2014/9/4 12:00 35.25
2014/9/4 13:00 35.27
2014/9/4 14:00 35.09
2014/9/4 15:00 34.84
2014/9/4 16:00 34.27
2014/9/4 17:00 35.21
2014/9/4 18:00 35.83
2014/9/4 19:00 36.85
2014/9/4 20:00 36.84
2014/9/4 21:00 35.42
2014/9/4 22:00 33.78
2014/9/4 23:00 32.33
 2014/9/5 0:00 31.91
 2014/9/5 1:00 31.44
 2014/9/5 2:00 31.39
 2014/9/5 3:00 31.70
 2014/9/5 4:00 32.22
 2014/9/5 5:00 33.38
 2014/9/5 6:00 36.00
 2014/9/5 7:00 38.13
 2014/9/5 8:00 38.84
 2014/9/5 9:00 38.95
2014/9/5 10:00 38.30
2014/9/5 11:00 37.66
2014/9/5 12:00 36.55
2014/9/5 13:00 35.92
2014/9/5 14:00 35.40
2014/9/5 15:00 35.02
