You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
  2014/9/9 0:00 32.00
  2014/9/9 1:00 31.30
  2014/9/9 2:00 30.93
  2014/9/9 3:00 31.03
  2014/9/9 4:00 31.77
  2014/9/9 5:00 32.78
  2014/9/9 6:00 34.82
  2014/9/9 7:00 36.61
  2014/9/9 8:00 36.90
  2014/9/9 9:00 36.91
 2014/9/9 10:00 36.86
 2014/9/9 11:00 36.43
 2014/9/9 12:00 35.85
 2014/9/9 13:00 35.50
 2014/9/9 14:00 35.35
 2014/9/9 15:00 34.64
 2014/9/9 16:00 34.40
 2014/9/9 17:00 34.95
 2014/9/9 18:00 35.18
 2014/9/9 19:00 36.06
 2014/9/9 20:00 36.31
 2014/9/9 21:00 35.10
 2014/9/9 22:00 33.82
 2014/9/9 23:00 32.79
 2014/9/10 0:00 32.17
 2014/9/10 1:00 31.53
 2014/9/10 2:00 31.33
 2014/9/10 3:00 31.27
 2014/9/10 4:00 31.73
 2014/9/10 5:00 32.88
 2014/9/10 6:00 34.68
 2014/9/10 7:00 36.92
 2014/9/10 8:00 37.58
 2014/9/10 9:00 37.02
2014/9/10 10:00 36.96
2014/9/10 11:00 36.84
2014/9/10 12:00 36.48
2014/9/10 13:00 36.28
2014/9/10 14:00 35.63
2014/9/10 15:00 35.20
2014/9/10 16:00 35.03
2014/9/10 17:00 35.39
2014/9/10 18:00 35.44
2014/9/10 19:00 35.79
2014/9/10 20:00 35.99
2014/9/10 21:00 34.98
2014/9/10 22:00 33.89
2014/9/10 23:00 32.75
 2014/9/11 0:00 32.02
 2014/9/11 1:00 31.63
 2014/9/11 2:00 31.42
 2014/9/11 3:00 31.38
 2014/9/11 4:00 31.89
 2014/9/11 5:00 32.67
 2014/9/11 6:00 34.28
 2014/9/11 7:00 36.86
 2014/9/11 8:00 37.38
 2014/9/11 9:00 36.83
2014/9/11 10:00 36.72
2014/9/11 11:00 36.72
2014/9/11 12:00 36.59
2014/9/11 13:00 36.48
2014/9/11 14:00 35.81
2014/9/11 15:00 35.51
2014/9/11 16:00 35.21
2014/9/11 17:00 36.07
2014/9/11 18:00 36.56
2014/9/11 19:00 36.80
2014/9/11 20:00 36.99
2014/9/11 21:00 35.74
2014/9/11 22:00 34.20
2014/9/11 23:00 32.82
 2014/9/12 0:00 32.57
 2014/9/12 1:00 32.14
 2014/9/12 2:00 32.00
 2014/9/12 3:00 32.09
 2014/9/12 4:00 32.44
 2014/9/12 5:00 32.96
 2014/9/12 6:00 34.57
 2014/9/12 7:00 36.77
 2014/9/12 8:00 37.63
 2014/9/12 9:00 36.86
2014/9/12 10:00 36.83
2014/9/12 11:00 36.61
2014/9/12 12:00 36.45
2014/9/12 13:00 35.99
2014/9/12 14:00 35.26
2014/9/12 15:00 34.73
2014/9/12 16:00 34.45
2014/9/12 17:00 34.75
2014/9/12 18:00 34.92
2014/9/12 19:00 35.23
2014/9/12 20:00 35.56
2014/9/12 21:00 33.91
2014/9/12 22:00 33.24
2014/9/12 23:00 32.62
 2014/9/13 0:00 33.33
 2014/9/13 1:00 33.04
 2014/9/13 2:00 32.86
 2014/9/13 3:00 32.76
 2014/9/13 4:00 32.72
 2014/9/13 5:00 32.81
 2014/9/13 6:00 33.10
 2014/9/13 7:00 34.01
 2014/9/13 8:00 34.59
 2014/9/13 9:00 34.93
