You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2013/5/28 0:00 35.63
 2013/5/28 1:00 33.18
 2013/5/28 2:00 32.08
 2013/5/28 3:00 30.69
 2013/5/28 4:00 31.47
 2013/5/28 5:00 34.41
 2013/5/28 6:00 39.86
 2013/5/28 7:00 43.07
 2013/5/28 8:00 43.57
 2013/5/28 9:00 43.01
2013/5/28 10:00 42.47
2013/5/28 11:00 41.78
2013/5/28 12:00 40.91
2013/5/28 13:00 39.94
2013/5/28 14:00 39.91
2013/5/28 15:00 40.07
2013/5/28 16:00 40.08
2013/5/28 17:00 40.62
2013/5/28 18:00 40.25
2013/5/28 19:00 39.96
2013/5/28 20:00 39.83
2013/5/28 21:00 39.56
2013/5/28 22:00 38.98
2013/5/28 23:00 34.95
 2013/5/29 0:00 33.90
 2013/5/29 1:00 33.00
 2013/5/29 2:00 30.25
 2013/5/29 3:00 29.23
 2013/5/29 4:00 29.64
 2013/5/29 5:00 31.51
 2013/5/29 6:00 39.17
 2013/5/29 7:00 41.78
 2013/5/29 8:00 43.41
 2013/5/29 9:00 43.06
2013/5/29 10:00 42.43
2013/5/29 11:00 42.69
2013/5/29 12:00 41.94
2013/5/29 13:00 42.48
2013/5/29 14:00 42.19
2013/5/29 15:00 41.61
2013/5/29 16:00 41.10
2013/5/29 17:00 41.28
2013/5/29 18:00 40.92
2013/5/29 19:00 40.42
2013/5/29 20:00 39.92
2013/5/29 21:00 39.73
2013/5/29 22:00 39.25
2013/5/29 23:00 36.92
 2013/5/30 0:00 35.46
 2013/5/30 1:00 33.04
 2013/5/30 2:00 32.16
 2013/5/30 3:00 30.06
 2013/5/30 4:00 30.92
 2013/5/30 5:00 33.48
 2013/5/30 6:00 36.69
 2013/5/30 7:00 40.34
 2013/5/30 8:00 41.16
 2013/5/30 9:00 40.62
2013/5/30 10:00 40.49
2013/5/30 11:00 40.37
2013/5/30 12:00 40.12
2013/5/30 13:00 39.13
2013/5/30 14:00 38.72
2013/5/30 15:00 38.24
2013/5/30 16:00 37.79
2013/5/30 17:00 38.30
2013/5/30 18:00 39.06
2013/5/30 19:00 39.32
2013/5/30 20:00 38.76
2013/5/30 21:00 37.30
2013/5/30 22:00 36.16
2013/5/30 23:00 31.33
 2013/5/31 0:00 29.68
 2013/5/31 1:00 26.69
 2013/5/31 2:00 25.39
