You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2017/2/21 0:00 27.02
 2017/2/21 1:00 26.22
 2017/2/21 2:00 25.91
 2017/2/21 3:00 25.50
 2017/2/21 4:00 26.27
 2017/2/21 5:00 28.37
 2017/2/21 6:00 30.35
 2017/2/21 7:00 31.49
 2017/2/21 8:00 31.57
 2017/2/21 9:00 31.48
2017/2/21 10:00 31.29
2017/2/21 11:00 30.94
2017/2/21 12:00 30.74
2017/2/21 13:00 30.82
2017/2/21 14:00 30.77
2017/2/21 15:00 30.91
2017/2/21 16:00 31.57
2017/2/21 17:00 32.33
2017/2/21 18:00 32.89
2017/2/21 19:00 32.19
2017/2/21 20:00 31.78
2017/2/21 21:00 31.48
2017/2/21 22:00 30.74
2017/2/21 23:00 29.85
 2017/2/22 0:00 28.56
 2017/2/22 1:00 26.86
 2017/2/22 2:00 26.72
 2017/2/22 3:00 26.66
 2017/2/22 4:00 27.45
 2017/2/22 5:00 28.44
 2017/2/22 6:00 29.78
 2017/2/22 7:00 30.79
 2017/2/22 8:00 30.77
 2017/2/22 9:00 30.63
2017/2/22 10:00 30.47
2017/2/22 11:00 30.17
2017/2/22 12:00 30.02
2017/2/22 13:00 29.96
2017/2/22 14:00 30.01
2017/2/22 15:00 29.90
2017/2/22 16:00 30.02
2017/2/22 17:00 30.49
2017/2/22 18:00 30.56
2017/2/22 19:00 30.16
2017/2/22 20:00 29.31
2017/2/22 21:00 28.70
2017/2/22 22:00 27.60
2017/2/22 23:00 26.38
 2017/2/23 0:00 26.11
 2017/2/23 1:00 25.07
 2017/2/23 2:00 24.48
 2017/2/23 3:00 25.11
 2017/2/23 4:00 26.75
 2017/2/23 5:00 27.73
 2017/2/23 6:00 30.25
 2017/2/23 7:00 31.11
 2017/2/23 8:00 31.84
 2017/2/23 9:00 32.06
2017/2/23 10:00 32.40
2017/2/23 11:00 32.16
2017/2/23 12:00 31.84
2017/2/23 13:00 31.67
2017/2/23 14:00 31.23
2017/2/23 15:00 30.81
2017/2/23 16:00 30.91
2017/2/23 17:00 31.93
2017/2/23 18:00 32.64
2017/2/23 19:00 31.85
2017/2/23 20:00 30.47
2017/2/23 21:00 30.08
2017/2/23 22:00 29.31
2017/2/23 23:00 27.82
 2017/2/24 0:00 28.26
 2017/2/24 1:00 27.27
 2017/2/24 2:00 27.07
 2017/2/24 3:00 27.24
 2017/2/24 4:00 28.06
 2017/2/24 5:00 29.42
 2017/2/24 6:00 30.73
 2017/2/24 7:00 32.61
 2017/2/24 8:00 33.34
 2017/2/24 9:00 33.08
2017/2/24 10:00 32.76
2017/2/24 11:00 32.24
2017/2/24 12:00 31.57
2017/2/24 13:00 31.08
2017/2/24 14:00 30.86
2017/2/24 15:00 30.73
2017/2/24 16:00 30.95
2017/2/24 17:00 31.64
2017/2/24 18:00 32.27
2017/2/24 19:00 31.69
2017/2/24 20:00 31.13
2017/2/24 21:00 30.96
2017/2/24 22:00 30.84
2017/2/24 23:00 30.46
 2017/2/25 0:00 30.08
 2017/2/25 1:00 29.98
 2017/2/25 2:00 29.88
 2017/2/25 3:00 29.95
 2017/2/25 4:00 30.06
 2017/2/25 5:00 30.10
 2017/2/25 6:00 30.70
 2017/2/25 7:00 30.72
 2017/2/25 8:00 31.04
 2017/2/25 9:00 31.32
2017/2/25 10:00 31.19
2017/2/25 11:00 30.99
2017/2/25 12:00 30.07
2017/2/25 13:00 29.58
2017/2/25 14:00 29.51
2017/2/25 15:00 29.59
2017/2/25 16:00 30.06
2017/2/25 17:00 30.99
2017/2/25 18:00 31.02
2017/2/25 19:00 30.69
2017/2/25 20:00 29.89
2017/2/25 21:00 29.58
2017/2/25 22:00 29.33
