You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2015/8/25 0:00 14.16
 2015/8/25 1:00 13.40
 2015/8/25 2:00 13.02
 2015/8/25 3:00 12.21
 2015/8/25 4:00 12.62
 2015/8/25 5:00 15.15
 2015/8/25 6:00 18.72
 2015/8/25 7:00 22.21
 2015/8/25 8:00 23.18
 2015/8/25 9:00 22.80
2015/8/25 10:00 21.37
2015/8/25 11:00 21.01
2015/8/25 12:00 20.27
2015/8/25 13:00 20.11
2015/8/25 14:00 20.13
2015/8/25 15:00 19.95
2015/8/25 16:00 19.87
2015/8/25 17:00 19.46
2015/8/25 18:00 18.93
2015/8/25 19:00 19.09
2015/8/25 20:00 18.16
2015/8/25 21:00 18.56
2015/8/25 22:00 16.90
2015/8/25 23:00 15.05
 2015/8/26 0:00 13.21
 2015/8/26 1:00 12.10
 2015/8/26 2:00 11.67
 2015/8/26 3:00 11.80
 2015/8/26 4:00 12.47
 2015/8/26 5:00 13.92
 2015/8/26 6:00 17.29
 2015/8/26 7:00 20.41
 2015/8/26 8:00 23.83
 2015/8/26 9:00 24.13
2015/8/26 10:00 22.41
2015/8/26 11:00 21.57
2015/8/26 12:00 21.33
2015/8/26 13:00 20.70
2015/8/26 14:00 20.41
2015/8/26 15:00 19.93
2015/8/26 16:00 20.42
2015/8/26 17:00 20.25
2015/8/26 18:00 20.68
2015/8/26 19:00 21.08
2015/8/26 20:00 19.43
2015/8/26 21:00 19.12
2015/8/26 22:00 16.89
2015/8/26 23:00 14.31
 2015/8/27 0:00 11.94
 2015/8/27 1:00 10.59
 2015/8/27 2:00  9.28
 2015/8/27 3:00  9.15
 2015/8/27 4:00 10.24
 2015/8/27 5:00 12.07
 2015/8/27 6:00 15.96
 2015/8/27 7:00 19.26
 2015/8/27 8:00 19.92
 2015/8/27 9:00 19.77
2015/8/27 10:00 19.47
2015/8/27 11:00 19.41
2015/8/27 12:00 19.03
2015/8/27 13:00 18.98
2015/8/27 14:00 18.75
2015/8/27 15:00 18.56
2015/8/27 16:00 17.76
2015/8/27 17:00 17.81
2015/8/27 18:00 17.60
2015/8/27 19:00 17.40
2015/8/27 20:00 16.58
2015/8/27 21:00 16.40
2015/8/27 22:00 15.33
2015/8/27 23:00 13.35
 2015/8/28 0:00 11.58
 2015/8/28 1:00 11.27
 2015/8/28 2:00 11.13
 2015/8/28 3:00 11.11
 2015/8/28 4:00 11.32
 2015/8/28 5:00 12.52
 2015/8/28 6:00 16.38
 2015/8/28 7:00 19.08
 2015/8/28 8:00 20.67
 2015/8/28 9:00 20.64
2015/8/28 10:00 20.07
2015/8/28 11:00 19.64
2015/8/28 12:00 19.20
2015/8/28 13:00 18.52
2015/8/28 14:00 17.82
2015/8/28 15:00 16.83
2015/8/28 16:00 16.26
2015/8/28 17:00 16.28
2015/8/28 18:00 16.87
2015/8/28 19:00 17.44
2015/8/28 20:00 17.20
2015/8/28 21:00 17.27
2015/8/28 22:00 15.11
2015/8/28 23:00 12.79
 2015/8/29 0:00 12.51
 2015/8/29 1:00 11.38
 2015/8/29 2:00 11.43
 2015/8/29 3:00 11.42
 2015/8/29 4:00 11.68
 2015/8/29 5:00 12.07
 2015/8/29 6:00 12.74
 2015/8/29 7:00 13.47
 2015/8/29 8:00 13.64
 2015/8/29 9:00 14.52
2015/8/29 10:00 15.12
2015/8/29 11:00 15.14
2015/8/29 12:00 14.68
2015/8/29 13:00 13.99
2015/8/29 14:00 13.77
2015/8/29 15:00 13.90
2015/8/29 16:00 14.35
2015/8/29 17:00 14.78
2015/8/29 18:00 15.93
2015/8/29 19:00 16.11
2015/8/29 20:00 16.41
2015/8/29 21:00 16.26
2015/8/29 22:00 14.94
2015/8/29 23:00 13.87
 2015/8/30 0:00 13.87
 2015/8/30 1:00 13.74
 2015/8/30 2:00 13.65
 2015/8/30 3:00 13.61
 2015/8/30 4:00 13.61
 2015/8/30 5:00 13.60
 2015/8/30 6:00 13.62
 2015/8/30 7:00 13.86
 2015/8/30 8:00 14.71
 2015/8/30 9:00 15.68
2015/8/30 10:00 16.10
2015/8/30 11:00 16.42
2015/8/30 12:00 14.76
2015/8/30 13:00 14.34
2015/8/30 14:00 14.32
2015/8/30 15:00 15.29
2015/8/30 16:00 15.78
2015/8/30 17:00 16.21
2015/8/30 18:00 16.89
2015/8/30 19:00 17.77
2015/8/30 20:00 18.16
2015/8/30 21:00 18.30
2015/8/30 22:00 17.11
2015/8/30 23:00 14.87
 2015/8/31 0:00 13.67
 2015/8/31 1:00 13.26
 2015/8/31 2:00 13.12
 2015/8/31 3:00 13.15
 2015/8/31 4:00 13.33
 2015/8/31 5:00 14.27
 2015/8/31 6:00 19.14
 2015/8/31 7:00 23.43
 2015/8/31 8:00 22.66
 2015/8/31 9:00 22.96
2015/8/31 10:00 21.83
2015/8/31 11:00 20.75
2015/8/31 12:00 20.09
2015/8/31 13:00 19.91
2015/8/31 14:00 19.43
2015/8/31 15:00 19.10
2015/8/31 16:00 19.03
2015/8/31 17:00 19.24
2015/8/31 18:00 19.44
2015/8/31 19:00 19.29
2015/8/31 20:00 18.84
2015/8/31 21:00 18.22
2015/8/31 22:00 15.67
2015/8/31 23:00 13.27And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
