You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
  2016/4/5 0:00 20.31
  2016/4/5 1:00 20.04
  2016/4/5 2:00 20.03
  2016/4/5 3:00 19.81
  2016/4/5 4:00 20.08
  2016/4/5 5:00 21.14
  2016/4/5 6:00 22.71
  2016/4/5 7:00 25.20
  2016/4/5 8:00 26.42
  2016/4/5 9:00 26.41
 2016/4/5 10:00 26.25
 2016/4/5 11:00 24.33
 2016/4/5 12:00 23.33
 2016/4/5 13:00 22.94
 2016/4/5 14:00 22.83
 2016/4/5 15:00 22.60
 2016/4/5 16:00 22.54
 2016/4/5 17:00 22.82
 2016/4/5 18:00 22.81
 2016/4/5 19:00 23.19
 2016/4/5 20:00 22.95
 2016/4/5 21:00 22.69
 2016/4/5 22:00 21.96
 2016/4/5 23:00 21.05
  2016/4/6 0:00 19.76
  2016/4/6 1:00 19.20
  2016/4/6 2:00 19.06
  2016/4/6 3:00 18.95
  2016/4/6 4:00 19.02
  2016/4/6 5:00 20.05
  2016/4/6 6:00 21.52
  2016/4/6 7:00 22.83
  2016/4/6 8:00 23.55
  2016/4/6 9:00 22.95
 2016/4/6 10:00 22.71
 2016/4/6 11:00 22.00
 2016/4/6 12:00 21.39
 2016/4/6 13:00 21.11
 2016/4/6 14:00 21.08
 2016/4/6 15:00 20.56
 2016/4/6 16:00 20.88
 2016/4/6 17:00 21.26
 2016/4/6 18:00 21.69
 2016/4/6 19:00 21.98
 2016/4/6 20:00 21.84
 2016/4/6 21:00 21.30
 2016/4/6 22:00 20.09
 2016/4/6 23:00 18.99
  2016/4/7 0:00 17.45
  2016/4/7 1:00 16.66
  2016/4/7 2:00 16.49
  2016/4/7 3:00 15.95
  2016/4/7 4:00 16.93
  2016/4/7 5:00 18.91
  2016/4/7 6:00 20.79
  2016/4/7 7:00 21.59
  2016/4/7 8:00 21.92
  2016/4/7 9:00 21.83
 2016/4/7 10:00 21.53
 2016/4/7 11:00 21.43
 2016/4/7 12:00 21.35
 2016/4/7 13:00 21.34
 2016/4/7 14:00 21.21
 2016/4/7 15:00 20.90
 2016/4/7 16:00 21.07
 2016/4/7 17:00 21.25
 2016/4/7 18:00 21.52
 2016/4/7 19:00 21.87
 2016/4/7 20:00 21.65
 2016/4/7 21:00 21.35
 2016/4/7 22:00 20.82
 2016/4/7 23:00 19.95
  2016/4/8 0:00 19.55
  2016/4/8 1:00 19.29
  2016/4/8 2:00 19.24
  2016/4/8 3:00 19.30
  2016/4/8 4:00 19.64
  2016/4/8 5:00 20.36
  2016/4/8 6:00 21.51
  2016/4/8 7:00 22.69
  2016/4/8 8:00 23.96
  2016/4/8 9:00 23.93
 2016/4/8 10:00 23.45
 2016/4/8 11:00 22.90
 2016/4/8 12:00 22.75
 2016/4/8 13:00 22.50
 2016/4/8 14:00 22.12
 2016/4/8 15:00 21.49
 2016/4/8 16:00 21.62
 2016/4/8 17:00 21.75
 2016/4/8 18:00 22.14
 2016/4/8 19:00 22.19
 2016/4/8 20:00 21.79
 2016/4/8 21:00 21.79
 2016/4/8 22:00 21.22
 2016/4/8 23:00 20.77
  2016/4/9 0:00 21.02
  2016/4/9 1:00 20.60
  2016/4/9 2:00 20.53
  2016/4/9 3:00 20.57
  2016/4/9 4:00 20.56
  2016/4/9 5:00 20.79
  2016/4/9 6:00 21.13
  2016/4/9 7:00 21.19
  2016/4/9 8:00 21.83
  2016/4/9 9:00 22.25
 2016/4/9 10:00 22.15
 2016/4/9 11:00 21.99
 2016/4/9 12:00 21.41
 2016/4/9 13:00 20.56
 2016/4/9 14:00 20.15
 2016/4/9 15:00 20.24
 2016/4/9 16:00 20.50
 2016/4/9 17:00 21.43
 2016/4/9 18:00 22.30
 2016/4/9 19:00 22.26
 2016/4/9 20:00 22.14
 2016/4/9 21:00 21.89
 2016/4/9 22:00 21.40
 2016/4/9 23:00 21.06
 2016/4/10 0:00 20.79
 2016/4/10 1:00 20.17
 2016/4/10 2:00 19.73
 2016/4/10 3:00 19.59
 2016/4/10 4:00 19.60
 2016/4/10 5:00 19.50
 2016/4/10 6:00 19.55
 2016/4/10 7:00 19.66
 2016/4/10 8:00 20.20
 2016/4/10 9:00 20.79
2016/4/10 10:00 20.89
2016/4/10 11:00 20.89
2016/4/10 12:00 20.27
2016/4/10 13:00 20.11
2016/4/10 14:00 20.02
2016/4/10 15:00 20.06
2016/4/10 16:00 20.40
2016/4/10 17:00 20.64
2016/4/10 18:00 21.07
2016/4/10 19:00 21.80
2016/4/10 20:00 21.84
2016/4/10 21:00 21.76
2016/4/10 22:00 21.14
2016/4/10 23:00 20.04
 2016/4/11 0:00 20.02
 2016/4/11 1:00 19.40
 2016/4/11 2:00 19.33
 2016/4/11 3:00 19.54
 2016/4/11 4:00 20.27
 2016/4/11 5:00 21.33
 2016/4/11 6:00 22.63
 2016/4/11 7:00 27.94
 2016/4/11 8:00 34.50
 2016/4/11 9:00 29.33
2016/4/11 10:00 25.93
2016/4/11 11:00 23.52
2016/4/11 12:00 22.73
2016/4/11 13:00 22.48
2016/4/11 14:00 22.21
2016/4/11 15:00 21.75
2016/4/11 16:00 22.15
2016/4/11 17:00 22.40
2016/4/11 18:00 22.47
2016/4/11 19:00 22.59
2016/4/11 20:00 22.55
2016/4/11 21:00 22.28
2016/4/11 22:00 21.63
2016/4/11 23:00 21.05And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
