You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
          date    OT
 2017/1/3 0:00 30.65
 2017/1/3 1:00 30.37
 2017/1/3 2:00 30.15
 2017/1/3 3:00 30.14
 2017/1/3 4:00 30.41
 2017/1/3 5:00 31.30
 2017/1/3 6:00 32.14
 2017/1/3 7:00 33.72
 2017/1/3 8:00 34.39
 2017/1/3 9:00 33.80
2017/1/3 10:00 33.24
2017/1/3 11:00 32.78
2017/1/3 12:00 32.58
2017/1/3 13:00 32.20
2017/1/3 14:00 32.12
2017/1/3 15:00 32.10
2017/1/3 16:00 32.31
2017/1/3 17:00 32.18
2017/1/3 18:00 31.87
2017/1/3 19:00 31.29
2017/1/3 20:00 30.69
2017/1/3 21:00 30.06
2017/1/3 22:00 29.27
2017/1/3 23:00 28.30
 2017/1/4 0:00 26.63
 2017/1/4 1:00 26.20
 2017/1/4 2:00 25.86
 2017/1/4 3:00 25.98
 2017/1/4 4:00 26.36
 2017/1/4 5:00 27.62
 2017/1/4 6:00 28.84
 2017/1/4 7:00 30.43
 2017/1/4 8:00 31.30
 2017/1/4 9:00 31.81
2017/1/4 10:00 31.95
2017/1/4 11:00 32.16
2017/1/4 12:00 32.05
2017/1/4 13:00 32.08
2017/1/4 14:00 32.49
2017/1/4 15:00 33.32
2017/1/4 16:00 34.10
2017/1/4 17:00 34.50
2017/1/4 18:00 33.80
2017/1/4 19:00 32.80
2017/1/4 20:00 32.11
2017/1/4 21:00 31.72
2017/1/4 22:00 31.36
2017/1/4 23:00 30.58
 2017/1/5 0:00 30.47
 2017/1/5 1:00 30.18
 2017/1/5 2:00 29.97
 2017/1/5 3:00 30.02
 2017/1/5 4:00 30.57
 2017/1/5 5:00 31.48
 2017/1/5 6:00 33.50
 2017/1/5 7:00 38.08
 2017/1/5 8:00 41.66
 2017/1/5 9:00 41.29
2017/1/5 10:00 42.26
2017/1/5 11:00 42.96
2017/1/5 12:00 42.37
2017/1/5 13:00 42.83
2017/1/5 14:00 43.08
2017/1/5 15:00 44.93
2017/1/5 16:00 50.64
2017/1/5 17:00 50.41
2017/1/5 18:00 48.11
2017/1/5 19:00 45.75
2017/1/5 20:00 42.01
2017/1/5 21:00 37.84
2017/1/5 22:00 34.95
2017/1/5 23:00 33.32
 2017/1/6 0:00 33.19
 2017/1/6 1:00 32.76
 2017/1/6 2:00 31.94
 2017/1/6 3:00 31.86
 2017/1/6 4:00 31.79
 2017/1/6 5:00 31.57
 2017/1/6 6:00 32.55
 2017/1/6 7:00 32.94
 2017/1/6 8:00 33.27
 2017/1/6 9:00 33.30
2017/1/6 10:00 33.39
2017/1/6 11:00 32.98
2017/1/6 12:00 32.77
2017/1/6 13:00 32.61
2017/1/6 14:00 32.39
2017/1/6 15:00 32.58
2017/1/6 16:00 32.76
2017/1/6 17:00 32.76
2017/1/6 18:00 32.33
2017/1/6 19:00 31.53
2017/1/6 20:00 30.95
2017/1/6 21:00 30.43
2017/1/6 22:00 29.78
2017/1/6 23:00 28.86
 2017/1/7 0:00 29.13
 2017/1/7 1:00 28.40
 2017/1/7 2:00 27.89
 2017/1/7 3:00 27.36
 2017/1/7 4:00 27.70
 2017/1/7 5:00 28.25
 2017/1/7 6:00 28.80
 2017/1/7 7:00 29.29
 2017/1/7 8:00 29.85
 2017/1/7 9:00 30.41
2017/1/7 10:00 30.77
2017/1/7 11:00 30.94
2017/1/7 12:00 30.86
2017/1/7 13:00 30.80
2017/1/7 14:00 30.98
2017/1/7 15:00 31.56
2017/1/7 16:00 32.54
2017/1/7 17:00 32.92
2017/1/7 18:00 32.60
2017/1/7 19:00 31.97
2017/1/7 20:00 31.44
2017/1/7 21:00 31.24
2017/1/7 22:00 30.98
2017/1/7 23:00 30.50
 2017/1/8 0:00 30.62
 2017/1/8 1:00 30.49
 2017/1/8 2:00 30.28
 2017/1/8 3:00 30.29
 2017/1/8 4:00 30.46
 2017/1/8 5:00 30.54
 2017/1/8 6:00 30.63
 2017/1/8 7:00 30.38
 2017/1/8 8:00 30.60
 2017/1/8 9:00 30.84
2017/1/8 10:00 31.18
2017/1/8 11:00 30.91
2017/1/8 12:00 30.89
2017/1/8 13:00 30.79
2017/1/8 14:00 30.75
2017/1/8 15:00 30.85
2017/1/8 16:00 31.16
2017/1/8 17:00 31.38
2017/1/8 18:00 31.11
2017/1/8 19:00 30.92
2017/1/8 20:00 30.69
2017/1/8 21:00 30.80
2017/1/8 22:00 30.30
2017/1/8 23:00 29.72
 2017/1/9 0:00 29.37
 2017/1/9 1:00 28.94
 2017/1/9 2:00 28.81
 2017/1/9 3:00 28.98
 2017/1/9 4:00 29.52
 2017/1/9 5:00 30.23
 2017/1/9 6:00 30.76
 2017/1/9 7:00 32.26
 2017/1/9 8:00 33.01
 2017/1/9 9:00 32.81
2017/1/9 10:00 32.71
2017/1/9 11:00 32.19
2017/1/9 12:00 31.96
2017/1/9 13:00 31.78
2017/1/9 14:00 31.61
2017/1/9 15:00 31.91
2017/1/9 16:00 32.03
2017/1/9 17:00 31.95
2017/1/9 18:00 31.47
2017/1/9 19:00 30.84
2017/1/9 20:00 30.33
2017/1/9 21:00 29.97
2017/1/9 22:00 29.49
2017/1/9 23:00 28.69And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
