You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2014/4/22 0:00 21.88
 2014/4/22 1:00 21.21
 2014/4/22 2:00 20.94
 2014/4/22 3:00 21.21
 2014/4/22 4:00 22.41
 2014/4/22 5:00 23.53
 2014/4/22 6:00 24.51
 2014/4/22 7:00 25.85
 2014/4/22 8:00 26.59
 2014/4/22 9:00 26.36
2014/4/22 10:00 26.03
2014/4/22 11:00 25.66
2014/4/22 12:00 25.31
2014/4/22 13:00 24.93
2014/4/22 14:00 24.73
2014/4/22 15:00 24.50
2014/4/22 16:00 24.24
2014/4/22 17:00 24.54
2014/4/22 18:00 24.54
2014/4/22 19:00 24.61
2014/4/22 20:00 24.77
2014/4/22 21:00 24.65
2014/4/22 22:00 23.84
2014/4/22 23:00 22.43
 2014/4/23 0:00 20.82
 2014/4/23 1:00 19.86
 2014/4/23 2:00 19.83
 2014/4/23 3:00 20.04
 2014/4/23 4:00 21.20
 2014/4/23 5:00 22.24
 2014/4/23 6:00 23.77
 2014/4/23 7:00 25.83
 2014/4/23 8:00 26.71
 2014/4/23 9:00 26.54
2014/4/23 10:00 26.36
2014/4/23 11:00 26.01
2014/4/23 12:00 25.74
2014/4/23 13:00 25.47
2014/4/23 14:00 25.31
2014/4/23 15:00 24.99
2014/4/23 16:00 24.59
2014/4/23 17:00 24.74
2014/4/23 18:00 24.74
2014/4/23 19:00 24.91
2014/4/23 20:00 25.03
2014/4/23 21:00 25.10
2014/4/23 22:00 23.98
2014/4/23 23:00 23.12
 2014/4/24 0:00 22.18
 2014/4/24 1:00 21.81
 2014/4/24 2:00 21.73
 2014/4/24 3:00 22.03
 2014/4/24 4:00 22.51
 2014/4/24 5:00 22.96
 2014/4/24 6:00 24.80
 2014/4/24 7:00 27.31
 2014/4/24 8:00 28.83
 2014/4/24 9:00 28.36
2014/4/24 10:00 27.96
2014/4/24 11:00 27.23
2014/4/24 12:00 27.01
2014/4/24 13:00 26.76
2014/4/24 14:00 26.76
2014/4/24 15:00 26.37
2014/4/24 16:00 26.24
2014/4/24 17:00 26.30
2014/4/24 18:00 26.37
2014/4/24 19:00 26.26
2014/4/24 20:00 26.55
2014/4/24 21:00 26.65
2014/4/24 22:00 25.65
2014/4/24 23:00 24.75
 2014/4/25 0:00 23.32
 2014/4/25 1:00 23.01
 2014/4/25 2:00 22.98
 2014/4/25 3:00 23.09
 2014/4/25 4:00 23.47
 2014/4/25 5:00 24.82
 2014/4/25 6:00 26.86
 2014/4/25 7:00 29.18
 2014/4/25 8:00 30.66
 2014/4/25 9:00 29.97
2014/4/25 10:00 29.10
2014/4/25 11:00 28.33
2014/4/25 12:00 27.39
2014/4/25 13:00 26.82
2014/4/25 14:00 26.32
2014/4/25 15:00 25.99
2014/4/25 16:00 25.78
2014/4/25 17:00 25.78
2014/4/25 18:00 25.90
2014/4/25 19:00 25.80
2014/4/25 20:00 25.83
2014/4/25 21:00 25.94
2014/4/25 22:00 24.71
2014/4/25 23:00 23.44
 2014/4/26 0:00 23.66
 2014/4/26 1:00 23.17
 2014/4/26 2:00 22.92
 2014/4/26 3:00 22.90
 2014/4/26 4:00 23.30
 2014/4/26 5:00 23.20
 2014/4/26 6:00 23.38
 2014/4/26 7:00 23.75
 2014/4/26 8:00 24.80
 2014/4/26 9:00 25.73
2014/4/26 10:00 25.96
2014/4/26 11:00 25.51
2014/4/26 12:00 24.89
2014/4/26 13:00 24.05
2014/4/26 14:00 23.77
2014/4/26 15:00 23.68
2014/4/26 16:00 23.82
2014/4/26 17:00 24.28
2014/4/26 18:00 24.79
2014/4/26 19:00 24.81
2014/4/26 20:00 24.78
2014/4/26 21:00 24.63
2014/4/26 22:00 24.23
2014/4/26 23:00 23.52
 2014/4/27 0:00 23.50
 2014/4/27 1:00 21.74
 2014/4/27 2:00 20.99
 2014/4/27 3:00 19.00
 2014/4/27 4:00 19.54
 2014/4/27 5:00 19.30
 2014/4/27 6:00 17.95
 2014/4/27 7:00 19.78
 2014/4/27 8:00 21.37
 2014/4/27 9:00 23.60
2014/4/27 10:00 24.33
2014/4/27 11:00 24.56
2014/4/27 12:00 24.18
2014/4/27 13:00 22.24
2014/4/27 14:00 21.39
2014/4/27 15:00 20.21
2014/4/27 16:00 19.90
2014/4/27 17:00 21.60
2014/4/27 18:00 23.80
2014/4/27 19:00 24.06
2014/4/27 20:00 24.78
2014/4/27 21:00 25.24
2014/4/27 22:00 24.43
2014/4/27 23:00 23.66
 2014/4/28 0:00 21.99
 2014/4/28 1:00 21.74
 2014/4/28 2:00 21.67
 2014/4/28 3:00 21.74
 2014/4/28 4:00 21.89
 2014/4/28 5:00 24.05
 2014/4/28 6:00 26.72
 2014/4/28 7:00 28.84
 2014/4/28 8:00 29.25
 2014/4/28 9:00 28.97
2014/4/28 10:00 28.84
2014/4/28 11:00 28.10
2014/4/28 12:00 27.61
2014/4/28 13:00 27.43
2014/4/28 14:00 27.00
2014/4/28 15:00 26.77
2014/4/28 16:00 26.65
2014/4/28 17:00 26.49
2014/4/28 18:00 26.74
2014/4/28 19:00 26.71
2014/4/28 20:00 26.82
2014/4/28 21:00 26.76
2014/4/28 22:00 26.22
2014/4/28 23:00 24.13And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
