You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2014/9/23 0:00 33.13
 2014/9/23 1:00 33.03
 2014/9/23 2:00 32.95
 2014/9/23 3:00 33.25
 2014/9/23 4:00 33.72
 2014/9/23 5:00 34.98
 2014/9/23 6:00 37.58
 2014/9/23 7:00 39.54
 2014/9/23 8:00 41.23
 2014/9/23 9:00 40.91
2014/9/23 10:00 39.44
2014/9/23 11:00 38.87
2014/9/23 12:00 38.44
2014/9/23 13:00 38.45
2014/9/23 14:00 38.19
2014/9/23 15:00 37.84
2014/9/23 16:00 37.89
2014/9/23 17:00 38.42
2014/9/23 18:00 39.11
2014/9/23 19:00 39.43
2014/9/23 20:00 38.22
2014/9/23 21:00 37.52
2014/9/23 22:00 36.51
2014/9/23 23:00 34.63
 2014/9/24 0:00 33.79
 2014/9/24 1:00 33.34
 2014/9/24 2:00 33.03
 2014/9/24 3:00 32.96
 2014/9/24 4:00 33.48
 2014/9/24 5:00 34.38
 2014/9/24 6:00 36.99
 2014/9/24 7:00 39.16
 2014/9/24 8:00 40.41
 2014/9/24 9:00 39.32
2014/9/24 10:00 37.92
2014/9/24 11:00 37.10
2014/9/24 12:00 36.87
2014/9/24 13:00 36.14
2014/9/24 14:00 36.28
2014/9/24 15:00 36.47
2014/9/24 16:00 37.28
2014/9/24 17:00 38.23
2014/9/24 18:00 38.43
2014/9/24 19:00 39.22
2014/9/24 20:00 37.91
2014/9/24 21:00 36.99
2014/9/24 22:00 35.26
2014/9/24 23:00 33.89
 2014/9/25 0:00 33.04
 2014/9/25 1:00 32.53
 2014/9/25 2:00 32.32
 2014/9/25 3:00 32.13
 2014/9/25 4:00 32.50
 2014/9/25 5:00 33.79
 2014/9/25 6:00 36.47
 2014/9/25 7:00 38.10
 2014/9/25 8:00 38.49
 2014/9/25 9:00 38.20
2014/9/25 10:00 37.83
2014/9/25 11:00 37.35
2014/9/25 12:00 35.79
2014/9/25 13:00 34.83
2014/9/25 14:00 34.31
2014/9/25 15:00 34.18
2014/9/25 16:00 34.50
2014/9/25 17:00 35.53
2014/9/25 18:00 36.65
2014/9/25 19:00 36.91
2014/9/25 20:00 36.24
2014/9/25 21:00 34.82
2014/9/25 22:00 33.68
2014/9/25 23:00 32.70
 2014/9/26 0:00 32.27
 2014/9/26 1:00 32.19
 2014/9/26 2:00 31.98
 2014/9/26 3:00 31.93
 2014/9/26 4:00 32.37
 2014/9/26 5:00 32.83
 2014/9/26 6:00 34.68
 2014/9/26 7:00 37.00
 2014/9/26 8:00 36.97
 2014/9/26 9:00 36.07
2014/9/26 10:00 35.62
2014/9/26 11:00 34.96
2014/9/26 12:00 34.14
2014/9/26 13:00 33.52
2014/9/26 14:00 33.16
2014/9/26 15:00 32.87
2014/9/26 16:00 32.78
2014/9/26 17:00 33.91
2014/9/26 18:00 34.10
2014/9/26 19:00 34.11
2014/9/26 20:00 33.60
2014/9/26 21:00 32.97
2014/9/26 22:00 32.05
2014/9/26 23:00 30.70
 2014/9/27 0:00 30.33
 2014/9/27 1:00 29.41
 2014/9/27 2:00 29.76
 2014/9/27 3:00 28.67
 2014/9/27 4:00 28.79
 2014/9/27 5:00 30.04
 2014/9/27 6:00 31.54
 2014/9/27 7:00 32.52
 2014/9/27 8:00 33.10
 2014/9/27 9:00 33.33
2014/9/27 10:00 33.30
2014/9/27 11:00 32.78
2014/9/27 12:00 31.85
2014/9/27 13:00 31.35
2014/9/27 14:00 31.00
2014/9/27 15:00 31.45
2014/9/27 16:00 31.99
2014/9/27 17:00 32.94
2014/9/27 18:00 33.76
2014/9/27 19:00 34.36
2014/9/27 20:00 34.14
2014/9/27 21:00 33.32
2014/9/27 22:00 32.98
2014/9/27 23:00 31.82
 2014/9/28 0:00 30.87
 2014/9/28 1:00 29.83
 2014/9/28 2:00 29.23
 2014/9/28 3:00 29.09
 2014/9/28 4:00 29.36
 2014/9/28 5:00 30.46
 2014/9/28 6:00 31.19
 2014/9/28 7:00 31.60
 2014/9/28 8:00 32.32
 2014/9/28 9:00 32.70
2014/9/28 10:00 33.05
2014/9/28 11:00 33.07
2014/9/28 12:00 33.12
2014/9/28 13:00 32.93
2014/9/28 14:00 32.88
2014/9/28 15:00 32.90
2014/9/28 16:00 32.86
2014/9/28 17:00 33.12
2014/9/28 18:00 34.03
2014/9/28 19:00 35.01
2014/9/28 20:00 34.90
2014/9/28 21:00 34.44
2014/9/28 22:00 34.06
2014/9/28 23:00 32.93
 2014/9/29 0:00 31.56
 2014/9/29 1:00 29.78
 2014/9/29 2:00 29.06
 2014/9/29 3:00 29.35
 2014/9/29 4:00 31.19
 2014/9/29 5:00 32.63
 2014/9/29 6:00 34.35
 2014/9/29 7:00 35.44
 2014/9/29 8:00 36.05
 2014/9/29 9:00 35.80
2014/9/29 10:00 35.72
2014/9/29 11:00 35.41
2014/9/29 12:00 34.87
2014/9/29 13:00 34.71
2014/9/29 14:00 34.56
2014/9/29 15:00 34.53
2014/9/29 16:00 34.40
2014/9/29 17:00 35.41
2014/9/29 18:00 36.31
2014/9/29 19:00 36.90
2014/9/29 20:00 35.72
2014/9/29 21:00 34.98
2014/9/29 22:00 34.39
2014/9/29 23:00 33.26And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
