You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
          date    OT
 2016/8/2 0:00 24.48
 2016/8/2 1:00 23.58
 2016/8/2 2:00 23.22
 2016/8/2 3:00 23.10
 2016/8/2 4:00 22.94
 2016/8/2 5:00 24.00
 2016/8/2 6:00 25.50
 2016/8/2 7:00 26.73
 2016/8/2 8:00 27.91
 2016/8/2 9:00 28.09
2016/8/2 10:00 28.49
2016/8/2 11:00 28.74
2016/8/2 12:00 28.34
2016/8/2 13:00 28.09
2016/8/2 14:00 28.02
2016/8/2 15:00 27.77
2016/8/2 16:00 27.02
2016/8/2 17:00 27.83
2016/8/2 18:00 27.91
2016/8/2 19:00 27.58
2016/8/2 20:00 26.76
2016/8/2 21:00 26.42
2016/8/2 22:00 25.45
2016/8/2 23:00 24.94
 2016/8/3 0:00 24.02
 2016/8/3 1:00 22.95
 2016/8/3 2:00 22.65
 2016/8/3 3:00 22.06
 2016/8/3 4:00 22.10
 2016/8/3 5:00 23.71
 2016/8/3 6:00 25.08
 2016/8/3 7:00 26.49
 2016/8/3 8:00 27.53
 2016/8/3 9:00 27.85
2016/8/3 10:00 27.80
2016/8/3 11:00 27.52
2016/8/3 12:00 26.94
2016/8/3 13:00 26.52
2016/8/3 14:00 26.51
2016/8/3 15:00 26.30
2016/8/3 16:00 25.89
2016/8/3 17:00 26.18
2016/8/3 18:00 26.17
2016/8/3 19:00 26.14
2016/8/3 20:00 25.47
2016/8/3 21:00 25.19
2016/8/3 22:00 24.60
2016/8/3 23:00 24.15
 2016/8/4 0:00 22.01
 2016/8/4 1:00 21.66
 2016/8/4 2:00 20.35
 2016/8/4 3:00 19.84
 2016/8/4 4:00 20.08
 2016/8/4 5:00 21.86
 2016/8/4 6:00 24.15
 2016/8/4 7:00 25.42
 2016/8/4 8:00 26.54
 2016/8/4 9:00 26.42
2016/8/4 10:00 26.46
2016/8/4 11:00 26.41
2016/8/4 12:00 26.26
2016/8/4 13:00 26.17
2016/8/4 14:00 25.93
2016/8/4 15:00 25.45
2016/8/4 16:00 25.16
2016/8/4 17:00 25.75
2016/8/4 18:00 26.22
2016/8/4 19:00 26.20
2016/8/4 20:00 25.68
2016/8/4 21:00 25.52
2016/8/4 22:00 25.13
2016/8/4 23:00 24.20
 2016/8/5 0:00 23.72
 2016/8/5 1:00 22.44
 2016/8/5 2:00 21.97
 2016/8/5 3:00 21.74
 2016/8/5 4:00 21.76
 2016/8/5 5:00 22.71
 2016/8/5 6:00 25.45
 2016/8/5 7:00 27.07
 2016/8/5 8:00 27.88
 2016/8/5 9:00 28.02
2016/8/5 10:00 28.08
2016/8/5 11:00 28.04
2016/8/5 12:00 27.68
2016/8/5 13:00 27.20
2016/8/5 14:00 26.52
2016/8/5 15:00 26.26
2016/8/5 16:00 26.06
2016/8/5 17:00 26.48
2016/8/5 18:00 26.88
2016/8/5 19:00 26.56
2016/8/5 20:00 26.13
2016/8/5 21:00 25.94
2016/8/5 22:00 25.35
2016/8/5 23:00 24.34
 2016/8/6 0:00 23.88
 2016/8/6 1:00 22.66
 2016/8/6 2:00 21.82
 2016/8/6 3:00 21.56
 2016/8/6 4:00 21.16
 2016/8/6 5:00 20.97
 2016/8/6 6:00 21.21
 2016/8/6 7:00 21.80
 2016/8/6 8:00 22.62
 2016/8/6 9:00 24.18
2016/8/6 10:00 24.47
2016/8/6 11:00 24.31
2016/8/6 12:00 23.96
2016/8/6 13:00 22.70
2016/8/6 14:00 21.88
2016/8/6 15:00 21.80
2016/8/6 16:00 21.80
2016/8/6 17:00 22.11
2016/8/6 18:00 22.60
2016/8/6 19:00 23.33
2016/8/6 20:00 23.61
2016/8/6 21:00 24.00
2016/8/6 22:00 24.17
2016/8/6 23:00 23.26
 2016/8/7 0:00 21.74
 2016/8/7 1:00 20.09
 2016/8/7 2:00 18.55
 2016/8/7 3:00 15.34
 2016/8/7 4:00 14.37
 2016/8/7 5:00 14.37
 2016/8/7 6:00 14.92
 2016/8/7 7:00 17.13
 2016/8/7 8:00 20.15
 2016/8/7 9:00 21.68
2016/8/7 10:00 22.39
2016/8/7 11:00 23.65
2016/8/7 12:00 23.14
2016/8/7 13:00 22.46
2016/8/7 14:00 21.94
2016/8/7 15:00 21.86
2016/8/7 16:00 21.87
2016/8/7 17:00 21.97
2016/8/7 18:00 22.65
2016/8/7 19:00 24.01
2016/8/7 20:00 24.29
2016/8/7 21:00 24.33
2016/8/7 22:00 24.16
2016/8/7 23:00 22.34
 2016/8/8 0:00 21.26
 2016/8/8 1:00 17.83
 2016/8/8 2:00 14.84
 2016/8/8 3:00 12.98
 2016/8/8 4:00 12.96
 2016/8/8 5:00 17.84
 2016/8/8 6:00 21.85
 2016/8/8 7:00 25.02
 2016/8/8 8:00 25.86
 2016/8/8 9:00 25.82
2016/8/8 10:00 25.34
2016/8/8 11:00 24.93
2016/8/8 12:00 24.39
2016/8/8 13:00 23.95
2016/8/8 14:00 23.58
2016/8/8 15:00 23.79
2016/8/8 16:00 23.42
2016/8/8 17:00 24.80
2016/8/8 18:00 25.05
2016/8/8 19:00 25.03
2016/8/8 20:00 24.51
2016/8/8 21:00 24.43
2016/8/8 22:00 23.60
2016/8/8 23:00 21.39And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
