You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
            date    OT
 2013/12/17 0:00 28.67
 2013/12/17 1:00 27.70
 2013/12/17 2:00 26.62
 2013/12/17 3:00 27.51
 2013/12/17 4:00 29.01
 2013/12/17 5:00 30.46
 2013/12/17 6:00 32.61
 2013/12/17 7:00 33.91
 2013/12/17 8:00 34.63
 2013/12/17 9:00 34.12
2013/12/17 10:00 34.00
2013/12/17 11:00 33.84
2013/12/17 12:00 33.69
2013/12/17 13:00 33.95
2013/12/17 14:00 34.57
2013/12/17 15:00 35.43
2013/12/17 16:00 37.37
2013/12/17 17:00 37.86
2013/12/17 18:00 35.94
2013/12/17 19:00 34.65
2013/12/17 20:00 33.61
2013/12/17 21:00 33.00
2013/12/17 22:00 32.29
2013/12/17 23:00 31.71
 2013/12/18 0:00 30.77
 2013/12/18 1:00 30.46
 2013/12/18 2:00 30.06
 2013/12/18 3:00 30.06
 2013/12/18 4:00 30.50
 2013/12/18 5:00 31.45
 2013/12/18 6:00 33.56
 2013/12/18 7:00 35.83
 2013/12/18 8:00 37.03
 2013/12/18 9:00 35.52
2013/12/18 10:00 35.31
2013/12/18 11:00 34.76
2013/12/18 12:00 34.38
2013/12/18 13:00 34.79
2013/12/18 14:00 35.19
2013/12/18 15:00 36.27
2013/12/18 16:00 37.35
2013/12/18 17:00 36.59
2013/12/18 18:00 35.01
2013/12/18 19:00 33.62
2013/12/18 20:00 32.79
2013/12/18 21:00 32.18
2013/12/18 22:00 30.93
2013/12/18 23:00 29.78
 2013/12/19 0:00 28.79
 2013/12/19 1:00 27.65
 2013/12/19 2:00 26.69
 2013/12/19 3:00 26.76
 2013/12/19 4:00 28.10
 2013/12/19 5:00 29.62
 2013/12/19 6:00 30.84
 2013/12/19 7:00 32.13
 2013/12/19 8:00 32.36
 2013/12/19 9:00 31.98
2013/12/19 10:00 32.06
2013/12/19 11:00 32.62
2013/12/19 12:00 32.61
2013/12/19 13:00 32.78
2013/12/19 14:00 33.01
2013/12/19 15:00 33.31
2013/12/19 16:00 33.62
2013/12/19 17:00 33.92
2013/12/19 18:00 33.28
2013/12/19 19:00 32.65
2013/12/19 20:00 32.02
2013/12/19 21:00 31.40
2013/12/19 22:00 30.83
2013/12/19 23:00 30.10
 2013/12/20 0:00 29.48
 2013/12/20 1:00 29.15
 2013/12/20 2:00 28.71
 2013/12/20 3:00 28.08
 2013/12/20 4:00 29.31
 2013/12/20 5:00 30.43
 2013/12/20 6:00 32.26
 2013/12/20 7:00 33.23
 2013/12/20 8:00 33.65
 2013/12/20 9:00 33.23
2013/12/20 10:00 33.01
2013/12/20 11:00 32.65
2013/12/20 12:00 32.27
2013/12/20 13:00 32.17
2013/12/20 14:00 32.02
2013/12/20 15:00 31.97
2013/12/20 16:00 32.70
2013/12/20 17:00 32.61
2013/12/20 18:00 32.00
2013/12/20 19:00 31.17
2013/12/20 20:00 30.76
2013/12/20 21:00 30.59
2013/12/20 22:00 30.35
2013/12/20 23:00 29.47
 2013/12/21 0:00 29.08
 2013/12/21 1:00 28.32
 2013/12/21 2:00 27.69
 2013/12/21 3:00 27.09
 2013/12/21 4:00 26.98
 2013/12/21 5:00 27.51
 2013/12/21 6:00 28.04
 2013/12/21 7:00 29.15
 2013/12/21 8:00 29.48
 2013/12/21 9:00 29.82
2013/12/21 10:00 29.76
2013/12/21 11:00 29.80
2013/12/21 12:00 29.64
2013/12/21 13:00 29.44
2013/12/21 14:00 29.55
2013/12/21 15:00 30.06
2013/12/21 16:00 30.56
2013/12/21 17:00 30.73
2013/12/21 18:00 30.87
2013/12/21 19:00 30.20
2013/12/21 20:00 29.23
2013/12/21 21:00 28.28
2013/12/21 22:00 27.47
2013/12/21 23:00 26.62
 2013/12/22 0:00 27.10
 2013/12/22 1:00 23.97
 2013/12/22 2:00 22.89
 2013/12/22 3:00 22.43
 2013/12/22 4:00 23.54
 2013/12/22 5:00 24.86
 2013/12/22 6:00 25.55
 2013/12/22 7:00 26.88
 2013/12/22 8:00 28.03
 2013/12/22 9:00 28.41
2013/12/22 10:00 28.93
2013/12/22 11:00 29.18
2013/12/22 12:00 29.31
2013/12/22 13:00 29.24
2013/12/22 14:00 29.48
2013/12/22 15:00 29.73
2013/12/22 16:00 29.95
2013/12/22 17:00 30.18
2013/12/22 18:00 30.15
2013/12/22 19:00 29.51
2013/12/22 20:00 29.02
2013/12/22 21:00 28.91
2013/12/22 22:00 28.75
2013/12/22 23:00 28.29
 2013/12/23 0:00 25.10
 2013/12/23 1:00 23.16
 2013/12/23 2:00 23.24
 2013/12/23 3:00 23.39
 2013/12/23 4:00 25.55
 2013/12/23 5:00 28.26
 2013/12/23 6:00 29.31
 2013/12/23 7:00 30.86
 2013/12/23 8:00 31.73
 2013/12/23 9:00 31.58
2013/12/23 10:00 31.43
2013/12/23 11:00 31.50
2013/12/23 12:00 31.38
2013/12/23 13:00 31.38
2013/12/23 14:00 31.50
2013/12/23 15:00 31.95
2013/12/23 16:00 32.35
2013/12/23 17:00 32.21
2013/12/23 18:00 31.61
2013/12/23 19:00 31.21
2013/12/23 20:00 30.12
2013/12/23 21:00 29.62
2013/12/23 22:00 29.20
2013/12/23 23:00 28.19And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
