You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
            date    OT
 2014/12/16 0:00 29.86
 2014/12/16 1:00 29.66
 2014/12/16 2:00 29.55
 2014/12/16 3:00 29.55
 2014/12/16 4:00 29.72
 2014/12/16 5:00 30.07
 2014/12/16 6:00 30.88
 2014/12/16 7:00 32.40
 2014/12/16 8:00 32.96
 2014/12/16 9:00 32.94
2014/12/16 10:00 32.60
2014/12/16 11:00 32.20
2014/12/16 12:00 32.03
2014/12/16 13:00 32.13
2014/12/16 14:00 32.52
2014/12/16 15:00 32.93
2014/12/16 16:00 33.28
2014/12/16 17:00 33.01
2014/12/16 18:00 32.64
2014/12/16 19:00 31.73
2014/12/16 20:00 30.93
2014/12/16 21:00 30.66
2014/12/16 22:00 30.33
2014/12/16 23:00 29.91
 2014/12/17 0:00 29.51
 2014/12/17 1:00 29.03
 2014/12/17 2:00 28.56
 2014/12/17 3:00 28.66
 2014/12/17 4:00 28.98
 2014/12/17 5:00 29.78
 2014/12/17 6:00 31.46
 2014/12/17 7:00 33.05
 2014/12/17 8:00 34.09
 2014/12/17 9:00 33.84
2014/12/17 10:00 32.95
2014/12/17 11:00 32.89
2014/12/17 12:00 32.59
2014/12/17 13:00 32.78
2014/12/17 14:00 33.56
2014/12/17 15:00 34.89
2014/12/17 16:00 36.97
2014/12/17 17:00 37.04
2014/12/17 18:00 34.98
2014/12/17 19:00 32.90
2014/12/17 20:00 32.33
2014/12/17 21:00 31.79
2014/12/17 22:00 30.70
2014/12/17 23:00 29.92
 2014/12/18 0:00 29.68
 2014/12/18 1:00 29.39
 2014/12/18 2:00 28.94
 2014/12/18 3:00 28.86
 2014/12/18 4:00 29.06
 2014/12/18 5:00 29.77
 2014/12/18 6:00 31.90
 2014/12/18 7:00 34.92
 2014/12/18 8:00 35.44
 2014/12/18 9:00 33.97
2014/12/18 10:00 32.92
2014/12/18 11:00 32.47
2014/12/18 12:00 32.18
2014/12/18 13:00 32.13
2014/12/18 14:00 32.62
2014/12/18 15:00 32.58
2014/12/18 16:00 32.57
2014/12/18 17:00 32.34
2014/12/18 18:00 31.70
2014/12/18 19:00 31.45
2014/12/18 20:00 30.50
2014/12/18 21:00 30.13
2014/12/18 22:00 29.92
2014/12/18 23:00 29.18
 2014/12/19 0:00 29.17
 2014/12/19 1:00 28.75
 2014/12/19 2:00 28.54
