You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
  2013/7/9 0:00 31.37
  2013/7/9 1:00 30.44
  2013/7/9 2:00 30.01
  2013/7/9 3:00 29.76
  2013/7/9 4:00 29.15
  2013/7/9 5:00 30.27
  2013/7/9 6:00 32.03
  2013/7/9 7:00 32.41
  2013/7/9 8:00 33.27
  2013/7/9 9:00 33.51
 2013/7/9 10:00 33.78
 2013/7/9 11:00 32.96
 2013/7/9 12:00 32.55
 2013/7/9 13:00 32.40
 2013/7/9 14:00 32.28
 2013/7/9 15:00 32.12
 2013/7/9 16:00 31.85
 2013/7/9 17:00 31.75
 2013/7/9 18:00 32.13
 2013/7/9 19:00 31.94
 2013/7/9 20:00 31.74
 2013/7/9 21:00 31.63
 2013/7/9 22:00 31.53
 2013/7/9 23:00 30.40
 2013/7/10 0:00 29.42
 2013/7/10 1:00 27.98
 2013/7/10 2:00 24.66
 2013/7/10 3:00 23.49
 2013/7/10 4:00 23.58
 2013/7/10 5:00 26.87
 2013/7/10 6:00 31.49
 2013/7/10 7:00 32.52
 2013/7/10 8:00 32.75
 2013/7/10 9:00 32.92
2013/7/10 10:00 33.34
2013/7/10 11:00 33.35
2013/7/10 12:00 33.19
2013/7/10 13:00 32.38
2013/7/10 14:00 32.26
2013/7/10 15:00 32.26
2013/7/10 16:00 31.91
2013/7/10 17:00 32.39
2013/7/10 18:00 32.93
2013/7/10 19:00 33.22
2013/7/10 20:00 32.80
2013/7/10 21:00 32.53
2013/7/10 22:00 32.68
2013/7/10 23:00 31.54
 2013/7/11 0:00 30.94
 2013/7/11 1:00 27.74
 2013/7/11 2:00 28.11
 2013/7/11 3:00 28.07
 2013/7/11 4:00 28.98
 2013/7/11 5:00 30.48
 2013/7/11 6:00 32.41
 2013/7/11 7:00 34.48
 2013/7/11 8:00 35.31
 2013/7/11 9:00 35.54
2013/7/11 10:00 35.32
2013/7/11 11:00 35.22
2013/7/11 12:00 34.88
2013/7/11 13:00 34.80
2013/7/11 14:00 33.99
2013/7/11 15:00 33.45
2013/7/11 16:00 33.25
2013/7/11 17:00 34.67
2013/7/11 18:00 34.99
2013/7/11 19:00 34.26
2013/7/11 20:00 33.96
2013/7/11 21:00 34.57
2013/7/11 22:00 34.58
2013/7/11 23:00 33.27
 2013/7/12 0:00 32.37
 2013/7/12 1:00 30.91
 2013/7/12 2:00 30.19
 2013/7/12 3:00 29.82
 2013/7/12 4:00 30.08
 2013/7/12 5:00 31.36
 2013/7/12 6:00 33.15
 2013/7/12 7:00 35.05
 2013/7/12 8:00 35.57
 2013/7/12 9:00 35.92
2013/7/12 10:00 35.98
2013/7/12 11:00 36.13
2013/7/12 12:00 35.56
2013/7/12 13:00 34.54
2013/7/12 14:00 33.29
2013/7/12 15:00 33.07
2013/7/12 16:00 32.87
2013/7/12 17:00 33.24
2013/7/12 18:00 34.62
2013/7/12 19:00 34.55
2013/7/12 20:00 34.16
2013/7/12 21:00 34.55
2013/7/12 22:00 34.70
2013/7/12 23:00 33.85
 2013/7/13 0:00 33.62
 2013/7/13 1:00 32.22
 2013/7/13 2:00 31.00
 2013/7/13 3:00 29.80
 2013/7/13 4:00 29.40
 2013/7/13 5:00 29.70
 2013/7/13 6:00 31.11
 2013/7/13 7:00 32.02
 2013/7/13 8:00 32.98
 2013/7/13 9:00 33.94
2013/7/13 10:00 33.94
2013/7/13 11:00 33.99
2013/7/13 12:00 33.73
2013/7/13 13:00 32.91
2013/7/13 14:00 32.66
2013/7/13 15:00 32.56
2013/7/13 16:00 32.40
2013/7/13 17:00 32.59
2013/7/13 18:00 33.16
2013/7/13 19:00 33.51
2013/7/13 20:00 33.22
2013/7/13 21:00 33.09
2013/7/13 22:00 33.20
2013/7/13 23:00 32.87
 2013/7/14 0:00 31.71
 2013/7/14 1:00 29.45
 2013/7/14 2:00 28.48
 2013/7/14 3:00 28.12
 2013/7/14 4:00 27.52
 2013/7/14 5:00 26.67
 2013/7/14 6:00 24.34
 2013/7/14 7:00 27.68
 2013/7/14 8:00 29.37
 2013/7/14 9:00 31.72
2013/7/14 10:00 32.10
2013/7/14 11:00 32.17
2013/7/14 12:00 32.14
2013/7/14 13:00 32.02
2013/7/14 14:00 31.83
2013/7/14 15:00 31.61
2013/7/14 16:00 31.54
2013/7/14 17:00 31.69
2013/7/14 18:00 31.83
2013/7/14 19:00 32.16
2013/7/14 20:00 32.85
2013/7/14 21:00 33.52
2013/7/14 22:00 33.75
2013/7/14 23:00 33.00
 2013/7/15 0:00 31.68
 2013/7/15 1:00 29.12
 2013/7/15 2:00 28.54
 2013/7/15 3:00 28.67
 2013/7/15 4:00 29.72
 2013/7/15 5:00 31.70
 2013/7/15 6:00 34.02
 2013/7/15 7:00 34.74
 2013/7/15 8:00 35.76
 2013/7/15 9:00 35.97
2013/7/15 10:00 35.97
2013/7/15 11:00 35.95
2013/7/15 12:00 35.90
2013/7/15 13:00 35.33
2013/7/15 14:00 34.56
2013/7/15 15:00 34.01
2013/7/15 16:00 34.13
2013/7/15 17:00 34.11
2013/7/15 18:00 34.19
2013/7/15 19:00 34.13
2013/7/15 20:00 33.96
2013/7/15 21:00 34.19
2013/7/15 22:00 34.30
2013/7/15 23:00 33.74And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
