You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2013/1/29 0:00 33.12
 2013/1/29 1:00 32.61
 2013/1/29 2:00 32.24
 2013/1/29 3:00 32.27
 2013/1/29 4:00 32.76
 2013/1/29 5:00 34.61
 2013/1/29 6:00 36.24
 2013/1/29 7:00 37.66
 2013/1/29 8:00 38.02
 2013/1/29 9:00 38.00
2013/1/29 10:00 37.95
2013/1/29 11:00 38.38
2013/1/29 12:00 38.32
2013/1/29 13:00 38.94
2013/1/29 14:00 39.27
2013/1/29 15:00 39.41
2013/1/29 16:00 39.70
2013/1/29 17:00 42.47
2013/1/29 18:00 40.02
2013/1/29 19:00 39.45
2013/1/29 20:00 38.88
2013/1/29 21:00 37.86
2013/1/29 22:00 36.19
2013/1/29 23:00 34.49
 2013/1/30 0:00 33.47
 2013/1/30 1:00 32.02
 2013/1/30 2:00 31.44
 2013/1/30 3:00 31.62
 2013/1/30 4:00 32.22
 2013/1/30 5:00 33.74
 2013/1/30 6:00 35.73
 2013/1/30 7:00 37.73
 2013/1/30 8:00 37.89
 2013/1/30 9:00 37.58
2013/1/30 10:00 37.56
2013/1/30 11:00 37.41
2013/1/30 12:00 37.04
2013/1/30 13:00 36.64
2013/1/30 14:00 36.43
2013/1/30 15:00 36.57
2013/1/30 16:00 37.18
2013/1/30 17:00 37.84
2013/1/30 18:00 37.41
2013/1/30 19:00 36.96
2013/1/30 20:00 36.28
2013/1/30 21:00 35.41
2013/1/30 22:00 34.49
2013/1/30 23:00 33.20
 2013/1/31 0:00 33.77
 2013/1/31 1:00 33.08
 2013/1/31 2:00 32.36
 2013/1/31 3:00 32.55
 2013/1/31 4:00 33.61
 2013/1/31 5:00 34.66
 2013/1/31 6:00 35.58
 2013/1/31 7:00 37.03
 2013/1/31 8:00 37.26
 2013/1/31 9:00 36.84
2013/1/31 10:00 36.68
2013/1/31 11:00 36.37
2013/1/31 12:00 36.14
2013/1/31 13:00 36.42
2013/1/31 14:00 36.69
2013/1/31 15:00 37.14
2013/1/31 16:00 37.64
2013/1/31 17:00 38.74
2013/1/31 18:00 38.56
2013/1/31 19:00 37.50
2013/1/31 20:00 36.71
2013/1/31 21:00 36.61
2013/1/31 22:00 35.94
2013/1/31 23:00 35.00
  2013/2/1 0:00 34.63
  2013/2/1 1:00 34.33
  2013/2/1 2:00 34.04
  2013/2/1 3:00 34.38
  2013/2/1 4:00 34.75
  2013/2/1 5:00 35.80
  2013/2/1 6:00 36.85
  2013/2/1 7:00 38.47
  2013/2/1 8:00 40.92
  2013/2/1 9:00 41.96
 2013/2/1 10:00 42.24
 2013/2/1 11:00 41.22
 2013/2/1 12:00 39.97
 2013/2/1 13:00 39.73
 2013/2/1 14:00 39.22
 2013/2/1 15:00 39.34
 2013/2/1 16:00 40.24
 2013/2/1 17:00 44.27
 2013/2/1 18:00 41.97
 2013/2/1 19:00 39.84
 2013/2/1 20:00 38.73
 2013/2/1 21:00 38.01
 2013/2/1 22:00 37.80
 2013/2/1 23:00 36.51
  2013/2/2 0:00 36.97
  2013/2/2 1:00 36.18
  2013/2/2 2:00 34.86
  2013/2/2 3:00 34.69
  2013/2/2 4:00 34.55
  2013/2/2 5:00 34.69
  2013/2/2 6:00 34.93
  2013/2/2 7:00 35.29
  2013/2/2 8:00 36.60
  2013/2/2 9:00 37.87
 2013/2/2 10:00 38.26
 2013/2/2 11:00 38.08
 2013/2/2 12:00 37.57
 2013/2/2 13:00 36.72
 2013/2/2 14:00 35.85
 2013/2/2 15:00 35.95
 2013/2/2 16:00 36.72
 2013/2/2 17:00 38.61
 2013/2/2 18:00 39.13
 2013/2/2 19:00 38.45
 2013/2/2 20:00 36.95
 2013/2/2 21:00 35.79
 2013/2/2 22:00 36.25
 2013/2/2 23:00 35.02
  2013/2/3 0:00 35.83
  2013/2/3 1:00 34.84
  2013/2/3 2:00 34.29
  2013/2/3 3:00 34.51
  2013/2/3 4:00 34.40
  2013/2/3 5:00 34.66
  2013/2/3 6:00 35.00
  2013/2/3 7:00 35.24
  2013/2/3 8:00 35.70
  2013/2/3 9:00 36.85
 2013/2/3 10:00 37.30
 2013/2/3 11:00 37.31
 2013/2/3 12:00 36.54
 2013/2/3 13:00 35.83
 2013/2/3 14:00 35.84
 2013/2/3 15:00 35.95
 2013/2/3 16:00 36.61
 2013/2/3 17:00 37.30
 2013/2/3 18:00 37.67
 2013/2/3 19:00 37.00
 2013/2/3 20:00 36.69
 2013/2/3 21:00 36.28
 2013/2/3 22:00 35.86
 2013/2/3 23:00 34.92
  2013/2/4 0:00 34.96
  2013/2/4 1:00 34.57
  2013/2/4 2:00 34.18
