You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2014/9/30 0:00 32.69
 2014/9/30 1:00 32.24
 2014/9/30 2:00 31.55
 2014/9/30 3:00 31.60
 2014/9/30 4:00 32.30
 2014/9/30 5:00 33.22
 2014/9/30 6:00 35.65
 2014/9/30 7:00 37.45
 2014/9/30 8:00 38.68
 2014/9/30 9:00 38.48
2014/9/30 10:00 38.03
2014/9/30 11:00 37.49
2014/9/30 12:00 36.14
2014/9/30 13:00 36.10
2014/9/30 14:00 36.09
2014/9/30 15:00 35.91
2014/9/30 16:00 35.60
2014/9/30 17:00 36.90
2014/9/30 18:00 37.81
2014/9/30 19:00 37.90
2014/9/30 20:00 36.89
2014/9/30 21:00 36.45
2014/9/30 22:00 35.52
2014/9/30 23:00 33.32
 2014/10/1 0:00 32.80
 2014/10/1 1:00 32.63
 2014/10/1 2:00 32.11
 2014/10/1 3:00 31.69
 2014/10/1 4:00 32.17
 2014/10/1 5:00 34.20
 2014/10/1 6:00 36.99
 2014/10/1 7:00 37.85
 2014/10/1 8:00 38.64
 2014/10/1 9:00 38.18
2014/10/1 10:00 37.66
2014/10/1 11:00 37.19
2014/10/1 12:00 36.46
2014/10/1 13:00 36.00
2014/10/1 14:00 36.20
2014/10/1 15:00 36.26
2014/10/1 16:00 36.03
2014/10/1 17:00 36.19
2014/10/1 18:00 36.51
2014/10/1 19:00 36.72
2014/10/1 20:00 35.62
2014/10/1 21:00 34.73
2014/10/1 22:00 34.52
2014/10/1 23:00 33.53
 2014/10/2 0:00 32.56
 2014/10/2 1:00 32.01
 2014/10/2 2:00 31.69
 2014/10/2 3:00 31.52
 2014/10/2 4:00 31.70
 2014/10/2 5:00 32.83
 2014/10/2 6:00 35.65
 2014/10/2 7:00 37.39
 2014/10/2 8:00 38.05
 2014/10/2 9:00 38.09
2014/10/2 10:00 37.88
2014/10/2 11:00 37.48
2014/10/2 12:00 37.02
2014/10/2 13:00 36.36
2014/10/2 14:00 36.47
2014/10/2 15:00 36.71
2014/10/2 16:00 36.29
2014/10/2 17:00 36.72
2014/10/2 18:00 37.37
2014/10/2 19:00 37.61
2014/10/2 20:00 36.10
