You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
            date    OT
 2013/11/26 0:00 34.53
 2013/11/26 1:00 34.31
 2013/11/26 2:00 34.10
 2013/11/26 3:00 34.30
 2013/11/26 4:00 35.23
 2013/11/26 5:00 36.89
 2013/11/26 6:00 43.19
 2013/11/26 7:00 46.97
 2013/11/26 8:00 51.71
 2013/11/26 9:00 48.90
2013/11/26 10:00 46.00
2013/11/26 11:00 45.54
2013/11/26 12:00 44.04
2013/11/26 13:00 44.84
2013/11/26 14:00 45.83
2013/11/26 15:00 46.86
2013/11/26 16:00 48.48
2013/11/26 17:00 48.04
2013/11/26 18:00 43.55
2013/11/26 19:00 40.41
2013/11/26 20:00 38.73
2013/11/26 21:00 37.75
2013/11/26 22:00 36.37
2013/11/26 23:00 33.83
 2013/11/27 0:00 33.54
 2013/11/27 1:00 32.82
 2013/11/27 2:00 32.26
 2013/11/27 3:00 32.65
 2013/11/27 4:00 33.08
 2013/11/27 5:00 34.14
 2013/11/27 6:00 36.52
 2013/11/27 7:00 38.29
 2013/11/27 8:00 38.96
 2013/11/27 9:00 38.19
2013/11/27 10:00 37.78
2013/11/27 11:00 37.34
2013/11/27 12:00 37.09
2013/11/27 13:00 37.19
2013/11/27 14:00 37.04
2013/11/27 15:00 37.24
2013/11/27 16:00 37.79
2013/11/27 17:00 37.94
2013/11/27 18:00 37.50
2013/11/27 19:00 36.78
2013/11/27 20:00 35.84
2013/11/27 21:00 34.60
2013/11/27 22:00 33.55
2013/11/27 23:00 32.49
 2013/11/28 0:00 30.91
 2013/11/28 1:00 29.99
 2013/11/28 2:00 29.10
 2013/11/28 3:00 29.26
 2013/11/28 4:00 30.18
 2013/11/28 5:00 32.33
 2013/11/28 6:00 34.16
 2013/11/28 7:00 35.90
 2013/11/28 8:00 36.31
 2013/11/28 9:00 35.63
2013/11/28 10:00 35.59
2013/11/28 11:00 35.37
2013/11/28 12:00 35.10
2013/11/28 13:00 35.42
2013/11/28 14:00 35.45
2013/11/28 15:00 36.15
2013/11/28 16:00 37.14
2013/11/28 17:00 37.92
2013/11/28 18:00 37.37
2013/11/28 19:00 36.53
2013/11/28 20:00 35.81
2013/11/28 21:00 35.31
2013/11/28 22:00 34.12
2013/11/28 23:00 33.12
 2013/11/29 0:00 32.95
 2013/11/29 1:00 32.78
 2013/11/29 2:00 33.01
 2013/11/29 3:00 33.29
 2013/11/29 4:00 33.80
 2013/11/29 5:00 34.91
 2013/11/29 6:00 37.25
 2013/11/29 7:00 42.35
 2013/11/29 8:00 43.63
 2013/11/29 9:00 41.61
2013/11/29 10:00 40.02
2013/11/29 11:00 39.13
2013/11/29 12:00 37.60
2013/11/29 13:00 37.03
2013/11/29 14:00 36.69
2013/11/29 15:00 36.92
2013/11/29 16:00 37.75
2013/11/29 17:00 38.74
2013/11/29 18:00 37.86
2013/11/29 19:00 36.54
2013/11/29 20:00 35.22
2013/11/29 21:00 35.03
2013/11/29 22:00 34.28
2013/11/29 23:00 33.74
 2013/11/30 0:00 33.86
 2013/11/30 1:00 33.52
 2013/11/30 2:00 33.27
 2013/11/30 3:00 33.23
 2013/11/30 4:00 33.34
 2013/11/30 5:00 33.53
 2013/11/30 6:00 33.74
 2013/11/30 7:00 34.46
 2013/11/30 8:00 34.97
 2013/11/30 9:00 35.85
2013/11/30 10:00 36.94
2013/11/30 11:00 36.82
2013/11/30 12:00 36.51
2013/11/30 13:00 36.91
2013/11/30 14:00 37.23
2013/11/30 15:00 38.87
2013/11/30 16:00 40.34
2013/11/30 17:00 40.88
2013/11/30 18:00 39.52
2013/11/30 19:00 37.85
2013/11/30 20:00 36.27
2013/11/30 21:00 34.87
2013/11/30 22:00 34.31
2013/11/30 23:00 33.51
  2013/12/1 0:00 33.09
  2013/12/1 1:00 32.62
  2013/12/1 2:00 32.15
  2013/12/1 3:00 32.13
  2013/12/1 4:00 31.90
  2013/12/1 5:00 32.00
  2013/12/1 6:00 32.24
  2013/12/1 7:00 32.63
  2013/12/1 8:00 32.85
  2013/12/1 9:00 33.26
 2013/12/1 10:00 33.43
 2013/12/1 11:00 33.54
 2013/12/1 12:00 33.58
 2013/12/1 13:00 33.60
 2013/12/1 14:00 33.71
 2013/12/1 15:00 34.07
 2013/12/1 16:00 34.73
 2013/12/1 17:00 35.63
 2013/12/1 18:00 36.17
 2013/12/1 19:00 35.59
 2013/12/1 20:00 35.32
 2013/12/1 21:00 35.19
 2013/12/1 22:00 34.99
 2013/12/1 23:00 33.76
  2013/12/2 0:00 33.64
  2013/12/2 1:00 33.43
  2013/12/2 2:00 33.44
  2013/12/2 3:00 33.60
  2013/12/2 4:00 34.15
  2013/12/2 5:00 36.27
  2013/12/2 6:00 43.44
  2013/12/2 7:00 50.11
  2013/12/2 8:00 59.96
  2013/12/2 9:00 50.00
 2013/12/2 10:00 46.85
 2013/12/2 11:00 46.08
 2013/12/2 12:00 45.79
