You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2014/6/10 0:00 17.52
 2014/6/10 1:00 16.58
 2014/6/10 2:00 16.20
 2014/6/10 3:00 16.02
 2014/6/10 4:00 14.90
 2014/6/10 5:00 16.30
 2014/6/10 6:00 22.87
 2014/6/10 7:00 29.98
 2014/6/10 8:00 30.79
 2014/6/10 9:00 30.84
2014/6/10 10:00 30.80
2014/6/10 11:00 30.77
2014/6/10 12:00 30.24
2014/6/10 13:00 30.16
2014/6/10 14:00 28.76
2014/6/10 15:00 28.31
2014/6/10 16:00 28.98
2014/6/10 17:00 29.81
2014/6/10 18:00 29.83
2014/6/10 19:00 29.66
2014/6/10 20:00 28.63
2014/6/10 21:00 27.29
2014/6/10 22:00 26.82
2014/6/10 23:00 24.33
 2014/6/11 0:00 19.99
 2014/6/11 1:00 19.63
 2014/6/11 2:00 19.25
 2014/6/11 3:00 19.09
 2014/6/11 4:00 19.11
 2014/6/11 5:00 19.17
 2014/6/11 6:00 26.47
 2014/6/11 7:00 30.00
 2014/6/11 8:00 30.79
 2014/6/11 9:00 30.90
2014/6/11 10:00 30.92
2014/6/11 11:00 30.76
2014/6/11 12:00 30.37
2014/6/11 13:00 30.04
2014/6/11 14:00 29.46
2014/6/11 15:00 29.13
2014/6/11 16:00 29.22
2014/6/11 17:00 29.24
2014/6/11 18:00 29.45
2014/6/11 19:00 29.09
2014/6/11 20:00 28.67
2014/6/11 21:00 27.43
2014/6/11 22:00 26.25
2014/6/11 23:00 24.52
 2014/6/12 0:00 21.73
 2014/6/12 1:00 18.22
 2014/6/12 2:00 17.29
 2014/6/12 3:00 17.18
 2014/6/12 4:00 17.13
 2014/6/12 5:00 18.16
 2014/6/12 6:00 24.81
 2014/6/12 7:00 30.36
 2014/6/12 8:00 31.82
 2014/6/12 9:00 32.32
2014/6/12 10:00 32.25
2014/6/12 11:00 32.31
2014/6/12 12:00 31.61
2014/6/12 13:00 31.78
2014/6/12 14:00 31.07
2014/6/12 15:00 30.23
2014/6/12 16:00 29.20
2014/6/12 17:00 29.07
2014/6/12 18:00 29.89
2014/6/12 19:00 29.41
2014/6/12 20:00 26.96
2014/6/12 21:00 27.12
2014/6/12 22:00 25.93
2014/6/12 23:00 23.36
 2014/6/13 0:00 17.87
 2014/6/13 1:00 16.96
 2014/6/13 2:00 16.59
 2014/6/13 3:00 16.31
 2014/6/13 4:00 16.16
 2014/6/13 5:00 16.80
 2014/6/13 6:00 21.70
 2014/6/13 7:00 26.70
 2014/6/13 8:00 29.13
 2014/6/13 9:00 28.14
2014/6/13 10:00 26.52
2014/6/13 11:00 25.74
2014/6/13 12:00 25.08
2014/6/13 13:00 24.98
2014/6/13 14:00 25.05
2014/6/13 15:00 22.86
2014/6/13 16:00 21.63
2014/6/13 17:00 21.75
2014/6/13 18:00 23.78
2014/6/13 19:00 24.97
2014/6/13 20:00 23.23
2014/6/13 21:00 22.47
2014/6/13 22:00 22.33
2014/6/13 23:00 19.29
 2014/6/14 0:00 17.53
 2014/6/14 1:00 16.92
 2014/6/14 2:00 16.61
 2014/6/14 3:00 16.50
 2014/6/14 4:00 16.35
 2014/6/14 5:00 16.18
 2014/6/14 6:00 16.72
 2014/6/14 7:00 17.43
 2014/6/14 8:00 18.42
 2014/6/14 9:00 19.84
2014/6/14 10:00 20.32
2014/6/14 11:00 19.66
2014/6/14 12:00 18.79
2014/6/14 13:00 18.41
2014/6/14 14:00 18.26
2014/6/14 15:00 18.19
2014/6/14 16:00 18.28
2014/6/14 17:00 18.41
2014/6/14 18:00 19.87
2014/6/14 19:00 21.61
2014/6/14 20:00 22.01
2014/6/14 21:00 21.82
2014/6/14 22:00 21.34
2014/6/14 23:00 19.81
 2014/6/15 0:00 17.97
 2014/6/15 1:00 16.95
 2014/6/15 2:00 16.70
 2014/6/15 3:00 16.66
 2014/6/15 4:00 16.43
 2014/6/15 5:00 16.16
 2014/6/15 6:00 16.63
 2014/6/15 7:00 16.84
 2014/6/15 8:00 17.81
 2014/6/15 9:00 18.48
2014/6/15 10:00 19.59
2014/6/15 11:00 20.59
2014/6/15 12:00 19.78
2014/6/15 13:00 18.99
2014/6/15 14:00 18.50
2014/6/15 15:00 18.41
2014/6/15 16:00 18.40
2014/6/15 17:00 18.48
2014/6/15 18:00 18.96
2014/6/15 19:00 21.95
2014/6/15 20:00 22.70
2014/6/15 21:00 23.17
2014/6/15 22:00 24.04
2014/6/15 23:00 19.41
 2014/6/16 0:00 18.40
 2014/6/16 1:00 17.96
 2014/6/16 2:00 17.57
 2014/6/16 3:00 17.18
 2014/6/16 4:00 17.06
 2014/6/16 5:00 18.01
 2014/6/16 6:00 24.67
 2014/6/16 7:00 29.04
 2014/6/16 8:00 30.80
 2014/6/16 9:00 30.58
2014/6/16 10:00 30.72
2014/6/16 11:00 30.42
2014/6/16 12:00 29.98
2014/6/16 13:00 29.74
2014/6/16 14:00 28.14
2014/6/16 15:00 26.85
2014/6/16 16:00 26.44
2014/6/16 17:00 26.50
2014/6/16 18:00 27.40
2014/6/16 19:00 27.89
2014/6/16 20:00 28.53
2014/6/16 21:00 26.95
2014/6/16 22:00 25.67
2014/6/16 23:00 24.05And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
