You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
            date    OT
 2016/12/13 0:00 31.10
 2016/12/13 1:00 30.59
 2016/12/13 2:00 30.52
 2016/12/13 3:00 30.58
 2016/12/13 4:00 31.06
 2016/12/13 5:00 31.51
 2016/12/13 6:00 33.87
 2016/12/13 7:00 36.65
 2016/12/13 8:00 38.64
 2016/12/13 9:00 36.00
2016/12/13 10:00 35.26
2016/12/13 11:00 34.85
2016/12/13 12:00 35.02
2016/12/13 13:00 35.23
2016/12/13 14:00 35.28
2016/12/13 15:00 35.74
2016/12/13 16:00 36.28
2016/12/13 17:00 36.28
2016/12/13 18:00 35.77
2016/12/13 19:00 34.31
2016/12/13 20:00 33.67
2016/12/13 21:00 32.88
2016/12/13 22:00 31.84
2016/12/13 23:00 31.07
 2016/12/14 0:00 30.93
 2016/12/14 1:00 30.49
 2016/12/14 2:00 30.21
 2016/12/14 3:00 30.64
 2016/12/14 4:00 31.12
 2016/12/14 5:00 32.30
 2016/12/14 6:00 34.53
 2016/12/14 7:00 37.84
 2016/12/14 8:00 40.77
 2016/12/14 9:00 38.49
2016/12/14 10:00 38.32
2016/12/14 11:00 38.20
2016/12/14 12:00 38.29
2016/12/14 13:00 38.27
2016/12/14 14:00 38.91
2016/12/14 15:00 42.92
2016/12/14 16:00 46.49
2016/12/14 17:00 45.18
2016/12/14 18:00 42.72
2016/12/14 19:00 37.74
2016/12/14 20:00 35.50
2016/12/14 21:00 34.66
2016/12/14 22:00 33.42
2016/12/14 23:00 32.30
 2016/12/15 0:00 31.70
 2016/12/15 1:00 31.37
 2016/12/15 2:00 31.41
 2016/12/15 3:00 31.48
