You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2016/7/12 0:00 23.02
 2016/7/12 1:00 22.57
 2016/7/12 2:00 22.28
 2016/7/12 3:00 22.09
 2016/7/12 4:00 22.08
 2016/7/12 5:00 22.81
 2016/7/12 6:00 24.59
 2016/7/12 7:00 26.26
 2016/7/12 8:00 27.11
 2016/7/12 9:00 26.92
2016/7/12 10:00 26.88
2016/7/12 11:00 26.98
2016/7/12 12:00 26.91
2016/7/12 13:00 26.67
2016/7/12 14:00 26.40
2016/7/12 15:00 26.18
2016/7/12 16:00 26.00
2016/7/12 17:00 26.38
2016/7/12 18:00 26.82
2016/7/12 19:00 26.90
2016/7/12 20:00 26.91
2016/7/12 21:00 26.92
2016/7/12 22:00 26.62
2016/7/12 23:00 25.86
 2016/7/13 0:00 24.26
 2016/7/13 1:00 24.02
 2016/7/13 2:00 23.36
 2016/7/13 3:00 23.08
 2016/7/13 4:00 23.09
 2016/7/13 5:00 23.91
 2016/7/13 6:00 26.13
 2016/7/13 7:00 27.69
 2016/7/13 8:00 28.58
 2016/7/13 9:00 28.58
2016/7/13 10:00 28.50
2016/7/13 11:00 28.48
2016/7/13 12:00 28.10
2016/7/13 13:00 27.70
2016/7/13 14:00 27.39
2016/7/13 15:00 26.96
2016/7/13 16:00 26.64
2016/7/13 17:00 26.67
2016/7/13 18:00 26.54
2016/7/13 19:00 26.46
2016/7/13 20:00 26.14
2016/7/13 21:00 25.74
2016/7/13 22:00 25.24
2016/7/13 23:00 24.69
 2016/7/14 0:00 24.38
 2016/7/14 1:00 23.65
 2016/7/14 2:00 22.57
 2016/7/14 3:00 22.16
 2016/7/14 4:00 21.61
 2016/7/14 5:00 22.60
 2016/7/14 6:00 25.14
 2016/7/14 7:00 25.65
 2016/7/14 8:00 26.81
 2016/7/14 9:00 27.16
2016/7/14 10:00 27.55
2016/7/14 11:00 27.63
2016/7/14 12:00 27.56
2016/7/14 13:00 27.39
2016/7/14 14:00 26.87
2016/7/14 15:00 26.62
2016/7/14 16:00 26.30
2016/7/14 17:00 26.33
2016/7/14 18:00 26.11
2016/7/14 19:00 26.00
2016/7/14 20:00 25.72
2016/7/14 21:00 25.49
2016/7/14 22:00 25.36
2016/7/14 23:00 24.80
 2016/7/15 0:00 23.80
 2016/7/15 1:00 22.38
 2016/7/15 2:00 21.57
 2016/7/15 3:00 21.01
 2016/7/15 4:00 20.95
 2016/7/15 5:00 22.52
 2016/7/15 6:00 24.69
 2016/7/15 7:00 25.49
 2016/7/15 8:00 26.09
 2016/7/15 9:00 26.78
2016/7/15 10:00 27.08
2016/7/15 11:00 26.96
2016/7/15 12:00 26.34
2016/7/15 13:00 25.82
2016/7/15 14:00 25.34
2016/7/15 15:00 25.06
2016/7/15 16:00 25.18
2016/7/15 17:00 25.33
2016/7/15 18:00 25.42
2016/7/15 19:00 25.73
2016/7/15 20:00 25.43
2016/7/15 21:00 25.26
2016/7/15 22:00 25.42
2016/7/15 23:00 25.36
 2016/7/16 0:00 24.98
 2016/7/16 1:00 23.27
 2016/7/16 2:00 22.93
 2016/7/16 3:00 22.12
 2016/7/16 4:00 22.04
 2016/7/16 5:00 22.07
 2016/7/16 6:00 22.82
 2016/7/16 7:00 24.09
 2016/7/16 8:00 25.06
 2016/7/16 9:00 25.18
2016/7/16 10:00 25.19
2016/7/16 11:00 25.27
2016/7/16 12:00 25.12
2016/7/16 13:00 24.82
2016/7/16 14:00 24.54
2016/7/16 15:00 24.47
2016/7/16 16:00 24.63
2016/7/16 17:00 25.15
2016/7/16 18:00 25.83
2016/7/16 19:00 25.93
2016/7/16 20:00 25.72
2016/7/16 21:00 25.70
2016/7/16 22:00 26.08
2016/7/16 23:00 25.11
 2016/7/17 0:00 24.05
 2016/7/17 1:00 22.03
 2016/7/17 2:00 21.43
 2016/7/17 3:00 20.17
 2016/7/17 4:00 19.57
 2016/7/17 5:00 19.40
 2016/7/17 6:00 19.65
 2016/7/17 7:00 21.46
 2016/7/17 8:00 22.80
 2016/7/17 9:00 24.09
2016/7/17 10:00 25.03
2016/7/17 11:00 25.14
2016/7/17 12:00 25.13
2016/7/17 13:00 24.72
2016/7/17 14:00 24.83
2016/7/17 15:00 24.36
2016/7/17 16:00 24.43
2016/7/17 17:00 25.01
2016/7/17 18:00 25.36
2016/7/17 19:00 25.65
2016/7/17 20:00 25.66
2016/7/17 21:00 26.05
2016/7/17 22:00 26.27
2016/7/17 23:00 25.57
 2016/7/18 0:00 24.82
 2016/7/18 1:00 23.63
 2016/7/18 2:00 23.02
 2016/7/18 3:00 22.72
 2016/7/18 4:00 22.94
 2016/7/18 5:00 23.79
 2016/7/18 6:00 26.21
 2016/7/18 7:00 27.69
 2016/7/18 8:00 28.87
 2016/7/18 9:00 28.67
2016/7/18 10:00 27.93
2016/7/18 11:00 27.78
2016/7/18 12:00 27.43
2016/7/18 13:00 27.34
2016/7/18 14:00 27.19
2016/7/18 15:00 26.97
2016/7/18 16:00 26.46
2016/7/18 17:00 27.02
2016/7/18 18:00 28.02
2016/7/18 19:00 27.99
2016/7/18 20:00 28.19
2016/7/18 21:00 28.04
2016/7/18 22:00 27.35
2016/7/18 23:00 25.90And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
