You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
          date    OT
 2014/4/1 0:00 27.08
 2014/4/1 1:00 26.89
 2014/4/1 2:00 26.81
 2014/4/1 3:00 26.88
 2014/4/1 4:00 27.14
 2014/4/1 5:00 28.93
 2014/4/1 6:00 33.16
 2014/4/1 7:00 44.15
 2014/4/1 8:00 50.05
 2014/4/1 9:00 41.27
2014/4/1 10:00 33.69
2014/4/1 11:00 32.12
2014/4/1 12:00 30.97
2014/4/1 13:00 29.98
2014/4/1 14:00 29.90
2014/4/1 15:00 29.87
2014/4/1 16:00 29.21
2014/4/1 17:00 29.71
2014/4/1 18:00 31.38
2014/4/1 19:00 32.48
2014/4/1 20:00 31.76
2014/4/1 21:00 30.13
2014/4/1 22:00 28.83
2014/4/1 23:00 27.46
 2014/4/2 0:00 27.42
 2014/4/2 1:00 27.12
 2014/4/2 2:00 26.78
 2014/4/2 3:00 26.39
 2014/4/2 4:00 27.00
 2014/4/2 5:00 27.86
 2014/4/2 6:00 31.53
 2014/4/2 7:00 40.31
 2014/4/2 8:00 50.39
 2014/4/2 9:00 39.48
2014/4/2 10:00 35.36
2014/4/2 11:00 31.72
2014/4/2 12:00 29.98
2014/4/2 13:00 29.37
2014/4/2 14:00 28.99
2014/4/2 15:00 28.95
2014/4/2 16:00 28.41
2014/4/2 17:00 29.21
2014/4/2 18:00 31.44
2014/4/2 19:00 32.38
2014/4/2 20:00 32.87
2014/4/2 21:00 31.25
2014/4/2 22:00 29.25
2014/4/2 23:00 27.85
 2014/4/3 0:00 27.44
 2014/4/3 1:00 26.92
 2014/4/3 2:00 26.48
 2014/4/3 3:00 26.37
 2014/4/3 4:00 26.93
 2014/4/3 5:00 28.79
 2014/4/3 6:00 32.35
 2014/4/3 7:00 35.30
 2014/4/3 8:00 39.28
 2014/4/3 9:00 34.67
2014/4/3 10:00 32.94
2014/4/3 11:00 31.31
2014/4/3 12:00 29.99
2014/4/3 13:00 29.29
2014/4/3 14:00 28.95
2014/4/3 15:00 28.72
2014/4/3 16:00 28.30
2014/4/3 17:00 28.73
2014/4/3 18:00 29.40
2014/4/3 19:00 29.16
2014/4/3 20:00 29.63
2014/4/3 21:00 28.97
2014/4/3 22:00 27.92
2014/4/3 23:00 26.62
 2014/4/4 0:00 26.31
 2014/4/4 1:00 25.98
 2014/4/4 2:00 25.81
 2014/4/4 3:00 25.24
 2014/4/4 4:00 25.81
 2014/4/4 5:00 27.03
 2014/4/4 6:00 29.82
 2014/4/4 7:00 34.82
 2014/4/4 8:00 37.62
 2014/4/4 9:00 34.73
2014/4/4 10:00 30.65
2014/4/4 11:00 28.59
2014/4/4 12:00 27.63
2014/4/4 13:00 27.38
2014/4/4 14:00 26.85
2014/4/4 15:00 26.49
2014/4/4 16:00 26.35
2014/4/4 17:00 26.45
2014/4/4 18:00 26.75
2014/4/4 19:00 27.05
2014/4/4 20:00 27.01
2014/4/4 21:00 26.88
2014/4/4 22:00 26.44
2014/4/4 23:00 26.08
 2014/4/5 0:00 25.58
 2014/4/5 1:00 25.34
 2014/4/5 2:00 25.25
 2014/4/5 3:00 25.25
 2014/4/5 4:00 25.34
 2014/4/5 5:00 25.64
 2014/4/5 6:00 25.94
 2014/4/5 7:00 26.60
 2014/4/5 8:00 27.42
 2014/4/5 9:00 28.76
2014/4/5 10:00 28.71
2014/4/5 11:00 28.31
2014/4/5 12:00 27.60
2014/4/5 13:00 27.00
2014/4/5 14:00 26.46
2014/4/5 15:00 26.38
2014/4/5 16:00 26.36
2014/4/5 17:00 27.35
2014/4/5 18:00 28.60
2014/4/5 19:00 29.56
2014/4/5 20:00 29.50
