You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2014/4/29 0:00 22.04
 2014/4/29 1:00 21.36
 2014/4/29 2:00 21.33
 2014/4/29 3:00 21.61
 2014/4/29 4:00 22.55
 2014/4/29 5:00 23.91
 2014/4/29 6:00 26.04
 2014/4/29 7:00 28.32
 2014/4/29 8:00 28.87
 2014/4/29 9:00 28.59
2014/4/29 10:00 28.22
2014/4/29 11:00 28.14
2014/4/29 12:00 27.98
2014/4/29 13:00 27.62
2014/4/29 14:00 27.33
2014/4/29 15:00 27.16
2014/4/29 16:00 26.79
2014/4/29 17:00 26.78
2014/4/29 18:00 26.78
2014/4/29 19:00 27.00
2014/4/29 20:00 27.26
2014/4/29 21:00 27.39
2014/4/29 22:00 26.58
2014/4/29 23:00 24.74
 2014/4/30 0:00 24.58
 2014/4/30 1:00 24.04
 2014/4/30 2:00 23.71
 2014/4/30 3:00 23.63
 2014/4/30 4:00 23.90
 2014/4/30 5:00 25.50
 2014/4/30 6:00 28.32
 2014/4/30 7:00 30.97
 2014/4/30 8:00 31.94
 2014/4/30 9:00 31.51
2014/4/30 10:00 30.66
2014/4/30 11:00 30.42
2014/4/30 12:00 29.55
2014/4/30 13:00 29.52
2014/4/30 14:00 29.29
2014/4/30 15:00 28.81
2014/4/30 16:00 27.90
2014/4/30 17:00 27.00
2014/4/30 18:00 27.80
2014/4/30 19:00 28.47
2014/4/30 20:00 28.26
2014/4/30 21:00 27.69
2014/4/30 22:00 26.79
2014/4/30 23:00 25.22
  2014/5/1 0:00 23.41
  2014/5/1 1:00 22.61
  2014/5/1 2:00 21.85
