You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2013/1/15 0:00 38.69
 2013/1/15 1:00 37.95
 2013/1/15 2:00 37.57
 2013/1/15 3:00 37.96
 2013/1/15 4:00 38.42
 2013/1/15 5:00 39.33
 2013/1/15 6:00 42.53
 2013/1/15 7:00 56.21
 2013/1/15 8:00 59.22
 2013/1/15 9:00 55.12
2013/1/15 10:00 54.63
2013/1/15 11:00 52.44
2013/1/15 12:00 49.01
2013/1/15 13:00 51.91
2013/1/15 14:00 52.92
2013/1/15 15:00 54.87
2013/1/15 16:00 58.01
2013/1/15 17:00 64.00
2013/1/15 18:00 55.91
2013/1/15 19:00 47.23
2013/1/15 20:00 43.12
2013/1/15 21:00 41.65
2013/1/15 22:00 40.49
2013/1/15 23:00 38.94
 2013/1/16 0:00 38.99
 2013/1/16 1:00 38.13
 2013/1/16 2:00 37.89
 2013/1/16 3:00 38.19
 2013/1/16 4:00 38.70
 2013/1/16 5:00 40.26
 2013/1/16 6:00 44.27
 2013/1/16 7:00 63.87
 2013/1/16 8:00 70.00
 2013/1/16 9:00 72.83
2013/1/16 10:00 60.10
2013/1/16 11:00 52.93
2013/1/16 12:00 55.59
2013/1/16 13:00 59.13
2013/1/16 14:00 57.06
2013/1/16 15:00 56.18
2013/1/16 16:00 58.92
2013/1/16 17:00 69.93
2013/1/16 18:00 60.04
2013/1/16 19:00 49.42
2013/1/16 20:00 43.11
2013/1/16 21:00 41.89
2013/1/16 22:00 40.47
2013/1/16 23:00 38.79
 2013/1/17 0:00 39.41
 2013/1/17 1:00 39.03
 2013/1/17 2:00 38.93
 2013/1/17 3:00 39.23
 2013/1/17 4:00 39.65
 2013/1/17 5:00 40.69
 2013/1/17 6:00 43.82
 2013/1/17 7:00 61.58
 2013/1/17 8:00 62.42
 2013/1/17 9:00 59.92
2013/1/17 10:00 58.14
2013/1/17 11:00 56.22
2013/1/17 12:00 58.78
2013/1/17 13:00 60.12
2013/1/17 14:00 62.37
2013/1/17 15:00 62.34
2013/1/17 16:00 62.30
2013/1/17 17:00 72.83
2013/1/17 18:00 86.07
2013/1/17 19:00 61.30
2013/1/17 20:00 48.66
2013/1/17 21:00 45.96
2013/1/17 22:00 42.31
2013/1/17 23:00 40.37
 2013/1/18 0:00 39.76
 2013/1/18 1:00 38.98
 2013/1/18 2:00 38.72
 2013/1/18 3:00 39.01
 2013/1/18 4:00 39.21
 2013/1/18 5:00 40.40
 2013/1/18 6:00 44.83
 2013/1/18 7:00 62.03
 2013/1/18 8:00 66.97
 2013/1/18 9:00 65.13
2013/1/18 10:00 60.20
2013/1/18 11:00 49.28
2013/1/18 12:00 48.09
2013/1/18 13:00 46.28
2013/1/18 14:00 46.99
2013/1/18 15:00 47.89
2013/1/18 16:00 54.60
2013/1/18 17:00 61.96
2013/1/18 18:00 51.88
2013/1/18 19:00 44.16
2013/1/18 20:00 41.97
2013/1/18 21:00 40.43
2013/1/18 22:00 39.25
2013/1/18 23:00 38.69
 2013/1/19 0:00 38.16
 2013/1/19 1:00 37.98
 2013/1/19 2:00 37.92
 2013/1/19 3:00 37.97
 2013/1/19 4:00 38.00
 2013/1/19 5:00 37.96
 2013/1/19 6:00 38.08
 2013/1/19 7:00 38.38
 2013/1/19 8:00 39.03
 2013/1/19 9:00 40.65
2013/1/19 10:00 41.56
2013/1/19 11:00 41.93
2013/1/19 12:00 41.60
2013/1/19 13:00 41.00
2013/1/19 14:00 40.09
2013/1/19 15:00 40.23
2013/1/19 16:00 41.70
2013/1/19 17:00 47.97
2013/1/19 18:00 46.02
2013/1/19 19:00 41.79
2013/1/19 20:00 39.98
2013/1/19 21:00 39.14
2013/1/19 22:00 38.76
2013/1/19 23:00 37.92
 2013/1/20 0:00 38.01
 2013/1/20 1:00 37.87
 2013/1/20 2:00 37.53
 2013/1/20 3:00 37.16
 2013/1/20 4:00 36.95
 2013/1/20 5:00 37.13
 2013/1/20 6:00 37.35
 2013/1/20 7:00 37.47
 2013/1/20 8:00 37.96
 2013/1/20 9:00 38.60
2013/1/20 10:00 39.49
2013/1/20 11:00 40.10
2013/1/20 12:00 39.71
2013/1/20 13:00 38.39
2013/1/20 14:00 37.88
2013/1/20 15:00 38.43
2013/1/20 16:00 39.41
2013/1/20 17:00 40.07
2013/1/20 18:00 40.71
2013/1/20 19:00 39.82
2013/1/20 20:00 38.92
2013/1/20 21:00 37.91
2013/1/20 22:00 37.86
2013/1/20 23:00 37.21
 2013/1/21 0:00 37.27
 2013/1/21 1:00 37.28
 2013/1/21 2:00 37.05
 2013/1/21 3:00 37.26
 2013/1/21 4:00 37.36
 2013/1/21 5:00 38.03
 2013/1/21 6:00 39.78
 2013/1/21 7:00 43.20
 2013/1/21 8:00 44.78
 2013/1/21 9:00 43.91
2013/1/21 10:00 42.71
2013/1/21 11:00 42.21
2013/1/21 12:00 42.37
2013/1/21 13:00 42.52
2013/1/21 14:00 42.21
2013/1/21 15:00 42.50
2013/1/21 16:00 44.33
2013/1/21 17:00 49.47
2013/1/21 18:00 43.82
2013/1/21 19:00 42.29
2013/1/21 20:00 41.27
2013/1/21 21:00 40.51
2013/1/21 22:00 39.62
2013/1/21 23:00 37.67And your final answer must follow the format
    <answer>
        
```

