You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2014/7/29 0:00 29.52
 2014/7/29 1:00 28.58
 2014/7/29 2:00 28.23
 2014/7/29 3:00 27.82
 2014/7/29 4:00 27.74
 2014/7/29 5:00 28.78
 2014/7/29 6:00 31.15
 2014/7/29 7:00 32.60
 2014/7/29 8:00 33.83
 2014/7/29 9:00 33.90
2014/7/29 10:00 34.10
2014/7/29 11:00 34.22
2014/7/29 12:00 33.93
2014/7/29 13:00 33.73
2014/7/29 14:00 33.45
2014/7/29 15:00 33.17
2014/7/29 16:00 32.80
2014/7/29 17:00 33.06
2014/7/29 18:00 33.14
2014/7/29 19:00 33.24
2014/7/29 20:00 32.92
2014/7/29 21:00 32.49
2014/7/29 22:00 31.64
2014/7/29 23:00 30.36
 2014/7/30 0:00 29.91
 2014/7/30 1:00 29.14
 2014/7/30 2:00 28.60
 2014/7/30 3:00 28.25
 2014/7/30 4:00 28.22
 2014/7/30 5:00 29.31
 2014/7/30 6:00 31.04
 2014/7/30 7:00 32.53
 2014/7/30 8:00 33.30
 2014/7/30 9:00 33.09
2014/7/30 10:00 33.76
2014/7/30 11:00 34.24
2014/7/30 12:00 33.31
2014/7/30 13:00 32.81
2014/7/30 14:00 32.53
2014/7/30 15:00 31.76
2014/7/30 16:00 31.31
2014/7/30 17:00 31.27
2014/7/30 18:00 31.73
2014/7/30 19:00 31.92
2014/7/30 20:00 31.48
2014/7/30 21:00 31.37
2014/7/30 22:00 31.03
2014/7/30 23:00 30.03
 2014/7/31 0:00 28.96
 2014/7/31 1:00 27.98
 2014/7/31 2:00 27.52
 2014/7/31 3:00 26.92
 2014/7/31 4:00 27.10
 2014/7/31 5:00 28.92
 2014/7/31 6:00 30.85
 2014/7/31 7:00 32.36
 2014/7/31 8:00 32.90
 2014/7/31 9:00 32.76
2014/7/31 10:00 32.82
2014/7/31 11:00 33.46
2014/7/31 12:00 32.67
2014/7/31 13:00 31.99
2014/7/31 14:00 31.59
2014/7/31 15:00 31.09
2014/7/31 16:00 30.96
2014/7/31 17:00 31.56
2014/7/31 18:00 32.27
2014/7/31 19:00 32.25
2014/7/31 20:00 32.12
2014/7/31 21:00 32.56
2014/7/31 22:00 32.41
2014/7/31 23:00 30.83
  2014/8/1 0:00 29.41
  2014/8/1 1:00 28.57
  2014/8/1 2:00 28.18
  2014/8/1 3:00 27.85
  2014/8/1 4:00 27.98
  2014/8/1 5:00 29.28
  2014/8/1 6:00 31.68
  2014/8/1 7:00 32.84
  2014/8/1 8:00 33.86
  2014/8/1 9:00 33.69
 2014/8/1 10:00 32.73
 2014/8/1 11:00 32.51
 2014/8/1 12:00 31.88
 2014/8/1 13:00 31.69
 2014/8/1 14:00 31.18
 2014/8/1 15:00 30.61
 2014/8/1 16:00 30.82
 2014/8/1 17:00 31.67
 2014/8/1 18:00 32.19
 2014/8/1 19:00 31.95
 2014/8/1 20:00 31.55
 2014/8/1 21:00 31.58
 2014/8/1 22:00 30.93
 2014/8/1 23:00 30.04
  2014/8/2 0:00 29.52
  2014/8/2 1:00 28.92
  2014/8/2 2:00 28.26
  2014/8/2 3:00 27.98
  2014/8/2 4:00 27.08
  2014/8/2 5:00 27.48
  2014/8/2 6:00 28.16
  2014/8/2 7:00 29.27
  2014/8/2 8:00 29.82
  2014/8/2 9:00 30.14
 2014/8/2 10:00 30.41
 2014/8/2 11:00 30.28
 2014/8/2 12:00 29.92
 2014/8/2 13:00 29.76
 2014/8/2 14:00 29.60
 2014/8/2 15:00 29.49
 2014/8/2 16:00 29.43
 2014/8/2 17:00 29.44
 2014/8/2 18:00 29.46
 2014/8/2 19:00 29.60
 2014/8/2 20:00 29.58
 2014/8/2 21:00 29.42
 2014/8/2 22:00 29.59
 2014/8/2 23:00 29.22
  2014/8/3 0:00 28.99
  2014/8/3 1:00 28.48
  2014/8/3 2:00 28.09
  2014/8/3 3:00 27.71
  2014/8/3 4:00 27.02
  2014/8/3 5:00 27.19
  2014/8/3 6:00 27.89
  2014/8/3 7:00 28.44
  2014/8/3 8:00 29.25
  2014/8/3 9:00 30.05
 2014/8/3 10:00 30.34
 2014/8/3 11:00 30.53
 2014/8/3 12:00 30.34
 2014/8/3 13:00 30.15
 2014/8/3 14:00 29.90
 2014/8/3 15:00 29.92
 2014/8/3 16:00 30.01
 2014/8/3 17:00 30.21
 2014/8/3 18:00 30.19
 2014/8/3 19:00 30.39
 2014/8/3 20:00 31.01
 2014/8/3 21:00 31.16
 2014/8/3 22:00 31.30
 2014/8/3 23:00 29.74
  2014/8/4 0:00 29.32
  2014/8/4 1:00 29.06
  2014/8/4 2:00 28.67
  2014/8/4 3:00 28.54
  2014/8/4 4:00 28.67
  2014/8/4 5:00 29.24
  2014/8/4 6:00 30.65
  2014/8/4 7:00 32.74
  2014/8/4 8:00 33.90
  2014/8/4 9:00 34.01
 2014/8/4 10:00 34.30
 2014/8/4 11:00 34.47
 2014/8/4 12:00 34.34
 2014/8/4 13:00 34.20
 2014/8/4 14:00 33.31
 2014/8/4 15:00 32.68
 2014/8/4 16:00 32.32
 2014/8/4 17:00 32.62
 2014/8/4 18:00 32.96
 2014/8/4 19:00 32.26
 2014/8/4 20:00 32.54
 2014/8/4 21:00 32.25
 2014/8/4 22:00 31.69
 2014/8/4 23:00 30.51And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
