You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
  2015/1/6 0:00 29.59
  2015/1/6 1:00 29.28
  2015/1/6 2:00 28.84
  2015/1/6 3:00 28.55
  2015/1/6 4:00 28.61
  2015/1/6 5:00 29.11
  2015/1/6 6:00 29.47
  2015/1/6 7:00 30.18
  2015/1/6 8:00 30.70
  2015/1/6 9:00 30.52
 2015/1/6 10:00 30.74
 2015/1/6 11:00 30.55
 2015/1/6 12:00 30.07
 2015/1/6 13:00 29.97
 2015/1/6 14:00 30.03
 2015/1/6 15:00 30.57
 2015/1/6 16:00 30.95
 2015/1/6 17:00 30.94
 2015/1/6 18:00 30.57
 2015/1/6 19:00 29.95
 2015/1/6 20:00 29.57
 2015/1/6 21:00 29.15
 2015/1/6 22:00 28.00
 2015/1/6 23:00 27.34
  2015/1/7 0:00 26.38
  2015/1/7 1:00 26.15
  2015/1/7 2:00 26.09
  2015/1/7 3:00 26.21
  2015/1/7 4:00 26.70
  2015/1/7 5:00 27.99
  2015/1/7 6:00 30.07
  2015/1/7 7:00 33.25
  2015/1/7 8:00 34.07
  2015/1/7 9:00 33.22
 2015/1/7 10:00 33.60
 2015/1/7 11:00 33.35
 2015/1/7 12:00 32.73
 2015/1/7 13:00 32.53
 2015/1/7 14:00 32.68
 2015/1/7 15:00 33.11
 2015/1/7 16:00 34.30
 2015/1/7 17:00 34.03
 2015/1/7 18:00 32.54
 2015/1/7 19:00 31.03
 2015/1/7 20:00 29.64
 2015/1/7 21:00 28.89
 2015/1/7 22:00 27.69
 2015/1/7 23:00 26.87
  2015/1/8 0:00 26.24
  2015/1/8 1:00 25.40
  2015/1/8 2:00 24.74
  2015/1/8 3:00 24.57
  2015/1/8 4:00 24.65
  2015/1/8 5:00 26.14
  2015/1/8 6:00 27.58
  2015/1/8 7:00 29.04
  2015/1/8 8:00 29.50
  2015/1/8 9:00 29.38
 2015/1/8 10:00 29.41
 2015/1/8 11:00 29.56
 2015/1/8 12:00 29.57
 2015/1/8 13:00 29.65
 2015/1/8 14:00 29.73
 2015/1/8 15:00 30.09
 2015/1/8 16:00 30.60
 2015/1/8 17:00 30.68
 2015/1/8 18:00 30.05
 2015/1/8 19:00 29.60
 2015/1/8 20:00 28.59
 2015/1/8 21:00 27.90
 2015/1/8 22:00 27.08
 2015/1/8 23:00 26.11
  2015/1/9 0:00 25.75
  2015/1/9 1:00 25.28
  2015/1/9 2:00 25.11
  2015/1/9 3:00 25.10
  2015/1/9 4:00 25.45
  2015/1/9 5:00 26.39
  2015/1/9 6:00 27.31
  2015/1/9 7:00 28.95
  2015/1/9 8:00 29.45
  2015/1/9 9:00 29.08
 2015/1/9 10:00 29.21
 2015/1/9 11:00 29.21
 2015/1/9 12:00 29.19
 2015/1/9 13:00 28.85
 2015/1/9 14:00 28.61
 2015/1/9 15:00 28.69
 2015/1/9 16:00 29.09
 2015/1/9 17:00 29.50
 2015/1/9 18:00 29.25
 2015/1/9 19:00 28.70
 2015/1/9 20:00 27.92
 2015/1/9 21:00 27.38
 2015/1/9 22:00 27.06
 2015/1/9 23:00 26.35
 2015/1/10 0:00 26.32
 2015/1/10 1:00 26.12
 2015/1/10 2:00 25.83
 2015/1/10 3:00 25.79
 2015/1/10 4:00 25.88
 2015/1/10 5:00 25.71
 2015/1/10 6:00 25.94
 2015/1/10 7:00 26.46
 2015/1/10 8:00 26.85
 2015/1/10 9:00 27.05
2015/1/10 10:00 27.25
2015/1/10 11:00 27.01
2015/1/10 12:00 26.81
2015/1/10 13:00 26.62
2015/1/10 14:00 26.58
