You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
            date    OT
 2015/12/22 0:00  4.79
 2015/12/22 1:00  3.23
 2015/12/22 2:00  3.23
 2015/12/22 3:00  4.04
 2015/12/22 4:00  7.90
 2015/12/22 5:00 12.44
 2015/12/22 6:00 14.82
 2015/12/22 7:00 15.87
 2015/12/22 8:00 15.94
 2015/12/22 9:00 15.42
2015/12/22 10:00 15.69
2015/12/22 11:00 15.65
2015/12/22 12:00 15.55
2015/12/22 13:00 15.41
2015/12/22 14:00 15.57
2015/12/22 15:00 16.04
2015/12/22 16:00 16.25
2015/12/22 17:00 16.35
2015/12/22 18:00 15.95
2015/12/22 19:00 15.33
2015/12/22 20:00 14.74
2015/12/22 21:00 14.73
2015/12/22 22:00 14.11
2015/12/22 23:00 11.40
 2015/12/23 0:00 10.02
 2015/12/23 1:00  7.93
 2015/12/23 2:00  3.46
 2015/12/23 3:00  4.26
 2015/12/23 4:00  5.64
 2015/12/23 5:00  9.23
 2015/12/23 6:00 12.61
 2015/12/23 7:00 13.92
 2015/12/23 8:00 14.28
 2015/12/23 9:00 14.21
2015/12/23 10:00 14.13
2015/12/23 11:00 14.05
2015/12/23 12:00 13.76
2015/12/23 13:00 13.60
2015/12/23 14:00 13.64
2015/12/23 15:00 13.94
2015/12/23 16:00 14.24
2015/12/23 17:00 14.28
2015/12/23 18:00 14.01
2015/12/23 19:00 13.60
2015/12/23 20:00 13.38
2015/12/23 21:00 13.31
2015/12/23 22:00 12.75
2015/12/23 23:00 11.14
 2015/12/24 0:00  9.92
 2015/12/24 1:00  9.14
 2015/12/24 2:00  8.73
 2015/12/24 3:00  8.57
 2015/12/24 4:00  8.72
 2015/12/24 5:00  9.60
 2015/12/24 6:00 10.07
 2015/12/24 7:00 10.53
 2015/12/24 8:00 11.62
 2015/12/24 9:00 13.00
2015/12/24 10:00 13.71
2015/12/24 11:00 13.49
2015/12/24 12:00 12.83
2015/12/24 13:00 12.58
2015/12/24 14:00 12.54
2015/12/24 15:00 12.99
2015/12/24 16:00 13.24
2015/12/24 17:00 12.11
2015/12/24 18:00 11.05
2015/12/24 19:00 10.41
2015/12/24 20:00  8.55
2015/12/24 21:00  7.86
2015/12/24 22:00  7.32
2015/12/24 23:00  3.76
 2015/12/25 0:00  2.70
 2015/12/25 1:00  1.72
 2015/12/25 2:00  1.14
 2015/12/25 3:00  1.27
 2015/12/25 4:00  3.04
 2015/12/25 5:00  4.08
 2015/12/25 6:00  4.01
 2015/12/25 7:00  5.03
 2015/12/25 8:00  9.56
 2015/12/25 9:00 10.09
2015/12/25 10:00 10.51
2015/12/25 11:00 10.76
2015/12/25 12:00 10.85
2015/12/25 13:00 10.85
2015/12/25 14:00 11.27
2015/12/25 15:00 12.26
2015/12/25 16:00 13.07
2015/12/25 17:00 13.30
2015/12/25 18:00 13.03
2015/12/25 19:00 12.79
2015/12/25 20:00 12.43
2015/12/25 21:00 12.42
2015/12/25 22:00 12.11
2015/12/25 23:00 11.45
 2015/12/26 0:00 10.11
 2015/12/26 1:00  7.54
 2015/12/26 2:00  6.39
 2015/12/26 3:00  5.77
 2015/12/26 4:00  7.09
 2015/12/26 5:00  8.61
 2015/12/26 6:00 10.10
 2015/12/26 7:00 10.59
 2015/12/26 8:00 11.42
 2015/12/26 9:00 12.06
2015/12/26 10:00 12.93
2015/12/26 11:00 13.33
2015/12/26 12:00 13.48
2015/12/26 13:00 13.27
2015/12/26 14:00 13.50
2015/12/26 15:00 14.43
2015/12/26 16:00 15.49
2015/12/26 17:00 16.06
2015/12/26 18:00 15.55
2015/12/26 19:00 15.08
2015/12/26 20:00 14.58
2015/12/26 21:00 14.14
2015/12/26 22:00 13.58
2015/12/26 23:00 12.22
 2015/12/27 0:00 11.92
 2015/12/27 1:00 10.95
 2015/12/27 2:00 10.74
 2015/12/27 3:00 10.71
 2015/12/27 4:00 10.76
 2015/12/27 5:00 10.93
 2015/12/27 6:00 11.02
 2015/12/27 7:00 11.39
 2015/12/27 8:00 11.54
 2015/12/27 9:00 12.28
2015/12/27 10:00 13.40
2015/12/27 11:00 14.23
2015/12/27 12:00 14.13
2015/12/27 13:00 14.32
2015/12/27 14:00 15.04
2015/12/27 15:00 16.08
2015/12/27 16:00 17.12
2015/12/27 17:00 17.52
2015/12/27 18:00 17.39
2015/12/27 19:00 17.07
2015/12/27 20:00 16.38
2015/12/27 21:00 16.03
2015/12/27 22:00 15.70
2015/12/27 23:00 15.29
 2015/12/28 0:00 15.12
 2015/12/28 1:00 15.05
 2015/12/28 2:00 15.16
 2015/12/28 3:00 15.28
 2015/12/28 4:00 15.97
 2015/12/28 5:00 17.97
 2015/12/28 6:00 19.27
 2015/12/28 7:00 24.25
 2015/12/28 8:00 27.25
 2015/12/28 9:00 29.89
2015/12/28 10:00 28.06
2015/12/28 11:00 27.94
2015/12/28 12:00 26.27
2015/12/28 13:00 24.83
2015/12/28 14:00 24.07
2015/12/28 15:00 26.43
2015/12/28 16:00 26.28
2015/12/28 17:00 25.34
2015/12/28 18:00 20.21
2015/12/28 19:00 18.63
2015/12/28 20:00 17.60
2015/12/28 21:00 16.88
2015/12/28 22:00 15.87
2015/12/28 23:00 14.98And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
