You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2016/8/30 0:00 23.74
 2016/8/30 1:00 22.80
 2016/8/30 2:00 22.35
 2016/8/30 3:00 22.13
 2016/8/30 4:00 21.67
 2016/8/30 5:00 23.45
 2016/8/30 6:00 27.75
 2016/8/30 7:00 30.12
 2016/8/30 8:00 35.58
 2016/8/30 9:00 33.39
2016/8/30 10:00 32.84
2016/8/30 11:00 32.08
2016/8/30 12:00 31.18
2016/8/30 13:00 30.54
2016/8/30 14:00 29.92
2016/8/30 15:00 29.46
2016/8/30 16:00 28.27
2016/8/30 17:00 29.24
2016/8/30 18:00 30.33
2016/8/30 19:00 32.48
2016/8/30 20:00 31.33
2016/8/30 21:00 29.98
2016/8/30 22:00 26.89
2016/8/30 23:00 24.86
 2016/8/31 0:00 23.66
 2016/8/31 1:00 21.88
 2016/8/31 2:00 21.29
 2016/8/31 3:00 20.99
 2016/8/31 4:00 21.07
 2016/8/31 5:00 23.73
 2016/8/31 6:00 26.94
 2016/8/31 7:00 30.05
 2016/8/31 8:00 31.04
 2016/8/31 9:00 31.17
2016/8/31 10:00 31.04
2016/8/31 11:00 29.67
2016/8/31 12:00 28.96
2016/8/31 13:00 28.63
2016/8/31 14:00 28.02
2016/8/31 15:00 27.26
2016/8/31 16:00 26.83
2016/8/31 17:00 28.94
2016/8/31 18:00 28.75
2016/8/31 19:00 28.65
2016/8/31 20:00 27.77
2016/8/31 21:00 27.21
2016/8/31 22:00 24.75
2016/8/31 23:00 23.01
  2016/9/1 0:00 21.23
  2016/9/1 1:00 20.45
  2016/9/1 2:00 20.27
  2016/9/1 3:00 20.67
