You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2017/1/31 0:00 28.62
 2017/1/31 1:00 28.44
 2017/1/31 2:00 28.46
 2017/1/31 3:00 28.63
 2017/1/31 4:00 29.14
 2017/1/31 5:00 30.07
 2017/1/31 6:00 31.50
 2017/1/31 7:00 34.36
 2017/1/31 8:00 35.71
 2017/1/31 9:00 34.21
2017/1/31 10:00 33.99
2017/1/31 11:00 33.29
2017/1/31 12:00 32.87
2017/1/31 13:00 32.71
2017/1/31 14:00 32.54
2017/1/31 15:00 32.69
2017/1/31 16:00 34.39
2017/1/31 17:00 36.78
2017/1/31 18:00 34.23
2017/1/31 19:00 31.97
2017/1/31 20:00 31.50
2017/1/31 21:00 31.26
2017/1/31 22:00 30.51
2017/1/31 23:00 29.99
  2017/2/1 0:00 29.11
  2017/2/1 1:00 28.85
  2017/2/1 2:00 28.78
  2017/2/1 3:00 28.86
  2017/2/1 4:00 29.51
  2017/2/1 5:00 30.41
  2017/2/1 6:00 31.51
  2017/2/1 7:00 34.60
  2017/2/1 8:00 35.40
  2017/2/1 9:00 33.46
 2017/2/1 10:00 33.00
 2017/2/1 11:00 32.08
 2017/2/1 12:00 31.75
 2017/2/1 13:00 31.82
 2017/2/1 14:00 31.83
 2017/2/1 15:00 31.78
 2017/2/1 16:00 32.33
 2017/2/1 17:00 33.18
 2017/2/1 18:00 32.21
 2017/2/1 19:00 31.44
 2017/2/1 20:00 30.76
 2017/2/1 21:00 30.34
 2017/2/1 22:00 29.83
 2017/2/1 23:00 28.97
  2017/2/2 0:00 28.88
  2017/2/2 1:00 28.56
  2017/2/2 2:00 28.48
  2017/2/2 3:00 28.50
  2017/2/2 4:00 28.96
  2017/2/2 5:00 29.76
  2017/2/2 6:00 31.08
  2017/2/2 7:00 32.68
  2017/2/2 8:00 32.96
  2017/2/2 9:00 32.77
 2017/2/2 10:00 32.77
 2017/2/2 11:00 32.43
 2017/2/2 12:00 32.39
 2017/2/2 13:00 32.54
 2017/2/2 14:00 32.80
 2017/2/2 15:00 32.56
 2017/2/2 16:00 32.91
 2017/2/2 17:00 33.59
 2017/2/2 18:00 33.37
 2017/2/2 19:00 32.46
 2017/2/2 20:00 31.78
 2017/2/2 21:00 31.34
 2017/2/2 22:00 30.68
 2017/2/2 23:00 29.96
  2017/2/3 0:00 29.93
  2017/2/3 1:00 29.60
  2017/2/3 2:00 29.53
  2017/2/3 3:00 29.58
  2017/2/3 4:00 30.21
  2017/2/3 5:00 31.17
  2017/2/3 6:00 32.35
  2017/2/3 7:00 33.98
  2017/2/3 8:00 34.55
  2017/2/3 9:00 34.50
 2017/2/3 10:00 34.36
 2017/2/3 11:00 33.72
 2017/2/3 12:00 33.45
 2017/2/3 13:00 33.41
 2017/2/3 14:00 33.30
 2017/2/3 15:00 33.43
