You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2013/9/24 0:00 35.29
 2013/9/24 1:00 34.44
 2013/9/24 2:00 34.07
 2013/9/24 3:00 34.30
 2013/9/24 4:00 34.96
 2013/9/24 5:00 36.46
 2013/9/24 6:00 41.23
 2013/9/24 7:00 44.70
 2013/9/24 8:00 47.48
 2013/9/24 9:00 46.62
2013/9/24 10:00 45.71
2013/9/24 11:00 44.31
2013/9/24 12:00 41.40
2013/9/24 13:00 40.55
2013/9/24 14:00 39.83
2013/9/24 15:00 39.76
2013/9/24 16:00 40.08
2013/9/24 17:00 41.71
2013/9/24 18:00 43.97
2013/9/24 19:00 46.11
2013/9/24 20:00 45.07
2013/9/24 21:00 39.87
2013/9/24 22:00 38.53
2013/9/24 23:00 36.81
 2013/9/25 0:00 36.89
 2013/9/25 1:00 36.40
 2013/9/25 2:00 35.97
 2013/9/25 3:00 36.09
 2013/9/25 4:00 36.35
 2013/9/25 5:00 37.44
 2013/9/25 6:00 41.20
 2013/9/25 7:00 45.67
 2013/9/25 8:00 48.11
 2013/9/25 9:00 48.88
2013/9/25 10:00 47.48
2013/9/25 11:00 47.58
2013/9/25 12:00 45.55
2013/9/25 13:00 44.18
2013/9/25 14:00 42.63
2013/9/25 15:00 42.03
2013/9/25 16:00 42.55
2013/9/25 17:00 43.89
2013/9/25 18:00 44.75
2013/9/25 19:00 45.90
2013/9/25 20:00 44.84
2013/9/25 21:00 40.54
2013/9/25 22:00 39.06
2013/9/25 23:00 36.89
 2013/9/26 0:00 36.07
 2013/9/26 1:00 35.89
 2013/9/26 2:00 35.18
 2013/9/26 3:00 35.04
 2013/9/26 4:00 35.96
 2013/9/26 5:00 37.27
 2013/9/26 6:00 41.89
 2013/9/26 7:00 45.04
 2013/9/26 8:00 46.65
 2013/9/26 9:00 46.11
2013/9/26 10:00 45.53
2013/9/26 11:00 45.00
2013/9/26 12:00 43.93
2013/9/26 13:00 42.56
2013/9/26 14:00 41.43
2013/9/26 15:00 39.61
2013/9/26 16:00 39.90
2013/9/26 17:00 40.07
2013/9/26 18:00 40.56
2013/9/26 19:00 43.08
2013/9/26 20:00 40.95
2013/9/26 21:00 39.01
2013/9/26 22:00 38.58
2013/9/26 23:00 36.91
 2013/9/27 0:00 37.27
 2013/9/27 1:00 36.50
 2013/9/27 2:00 36.26
 2013/9/27 3:00 35.96
 2013/9/27 4:00 36.43
 2013/9/27 5:00 37.51
 2013/9/27 6:00 40.45
 2013/9/27 7:00 42.42
 2013/9/27 8:00 44.14
 2013/9/27 9:00 43.92
2013/9/27 10:00 43.04
2013/9/27 11:00 41.88
2013/9/27 12:00 42.07
2013/9/27 13:00 40.46
2013/9/27 14:00 39.60
2013/9/27 15:00 39.55
2013/9/27 16:00 39.65
2013/9/27 17:00 39.82
2013/9/27 18:00 40.51
2013/9/27 19:00 40.79
2013/9/27 20:00 40.07
2013/9/27 21:00 38.87
2013/9/27 22:00 38.58
2013/9/27 23:00 37.75
 2013/9/28 0:00 38.00
 2013/9/28 1:00 37.29
 2013/9/28 2:00 36.81
 2013/9/28 3:00 36.11
 2013/9/28 4:00 36.03
 2013/9/28 5:00 36.40
 2013/9/28 6:00 37.17
 2013/9/28 7:00 37.68
 2013/9/28 8:00 38.67
 2013/9/28 9:00 38.99
2013/9/28 10:00 38.96
2013/9/28 11:00 38.46
2013/9/28 12:00 38.07
2013/9/28 13:00 37.91
2013/9/28 14:00 37.84
2013/9/28 15:00 37.82
2013/9/28 16:00 37.86
2013/9/28 17:00 38.27
2013/9/28 18:00 39.59
2013/9/28 19:00 40.84
2013/9/28 20:00 39.83
2013/9/28 21:00 38.25
2013/9/28 22:00 37.41
2013/9/28 23:00 36.75
 2013/9/29 0:00 37.08
 2013/9/29 1:00 35.74
 2013/9/29 2:00 35.09
 2013/9/29 3:00 34.95
 2013/9/29 4:00 34.93
 2013/9/29 5:00 35.16
 2013/9/29 6:00 35.80
 2013/9/29 7:00 36.29
 2013/9/29 8:00 36.72
 2013/9/29 9:00 37.41
2013/9/29 10:00 37.88
2013/9/29 11:00 37.88
2013/9/29 12:00 37.77
2013/9/29 13:00 37.62
2013/9/29 14:00 37.43
2013/9/29 15:00 37.44
2013/9/29 16:00 37.55
2013/9/29 17:00 38.17
2013/9/29 18:00 38.87
2013/9/29 19:00 39.71
2013/9/29 20:00 39.45
2013/9/29 21:00 38.04
2013/9/29 22:00 37.64
2013/9/29 23:00 37.02
 2013/9/30 0:00 36.28
 2013/9/30 1:00 35.62
 2013/9/30 2:00 35.50
 2013/9/30 3:00 35.31
 2013/9/30 4:00 35.92
 2013/9/30 5:00 37.39
 2013/9/30 6:00 39.57
 2013/9/30 7:00 44.16
 2013/9/30 8:00 44.53
 2013/9/30 9:00 44.02
2013/9/30 10:00 42.79
2013/9/30 11:00 41.27
2013/9/30 12:00 40.60
2013/9/30 13:00 39.90
2013/9/30 14:00 38.98
2013/9/30 15:00 38.87
2013/9/30 16:00 38.91
2013/9/30 17:00 39.67
2013/9/30 18:00 42.26
2013/9/30 19:00 44.13
2013/9/30 20:00 42.74
2013/9/30 21:00 39.30
2013/9/30 22:00 38.12
2013/9/30 23:00 37.37And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
