You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
            date    OT
  2016/10/4 0:00 25.63
  2016/10/4 1:00 25.31
  2016/10/4 2:00 24.19
  2016/10/4 3:00 23.67
  2016/10/4 4:00 24.18
  2016/10/4 5:00 25.72
  2016/10/4 6:00 27.78
  2016/10/4 7:00 29.61
  2016/10/4 8:00 30.34
  2016/10/4 9:00 30.11
 2016/10/4 10:00 28.80
 2016/10/4 11:00 28.35
 2016/10/4 12:00 28.58
 2016/10/4 13:00 28.56
 2016/10/4 14:00 28.48
 2016/10/4 15:00 28.31
 2016/10/4 16:00 28.11
 2016/10/4 17:00 28.88
 2016/10/4 18:00 29.84
 2016/10/4 19:00 30.32
 2016/10/4 20:00 28.37
 2016/10/4 21:00 27.29
 2016/10/4 22:00 26.38
 2016/10/4 23:00 25.55
  2016/10/5 0:00 25.48
  2016/10/5 1:00 24.71
  2016/10/5 2:00 23.91
  2016/10/5 3:00 23.77
  2016/10/5 4:00 24.98
  2016/10/5 5:00 26.25
  2016/10/5 6:00 28.11
  2016/10/5 7:00 30.21
  2016/10/5 8:00 31.20
  2016/10/5 9:00 29.99
 2016/10/5 10:00 29.29
 2016/10/5 11:00 28.89
 2016/10/5 12:00 28.37
 2016/10/5 13:00 28.60
 2016/10/5 14:00 28.48
 2016/10/5 15:00 28.30
 2016/10/5 16:00 28.21
 2016/10/5 17:00 28.67
 2016/10/5 18:00 29.21
 2016/10/5 19:00 29.68
 2016/10/5 20:00 28.54
 2016/10/5 21:00 27.63
 2016/10/5 22:00 26.74
 2016/10/5 23:00 25.89
  2016/10/6 0:00 25.92
  2016/10/6 1:00 25.36
  2016/10/6 2:00 25.23
  2016/10/6 3:00 25.25
  2016/10/6 4:00 25.68
  2016/10/6 5:00 26.67
  2016/10/6 6:00 28.33
  2016/10/6 7:00 29.84
  2016/10/6 8:00 30.64
  2016/10/6 9:00 30.29
 2016/10/6 10:00 30.00
 2016/10/6 11:00 29.80
 2016/10/6 12:00 29.44
 2016/10/6 13:00 29.40
 2016/10/6 14:00 29.08
 2016/10/6 15:00 28.76
 2016/10/6 16:00 28.75
 2016/10/6 17:00 29.09
 2016/10/6 18:00 29.39
 2016/10/6 19:00 29.74
 2016/10/6 20:00 28.98
 2016/10/6 21:00 28.38
 2016/10/6 22:00 27.64
 2016/10/6 23:00 26.96
  2016/10/7 0:00 27.00
  2016/10/7 1:00 26.85
  2016/10/7 2:00 26.92
  2016/10/7 3:00 26.83
  2016/10/7 4:00 27.22
  2016/10/7 5:00 27.76
  2016/10/7 6:00 29.39
  2016/10/7 7:00 30.92
