You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2015/9/22 0:00 13.66
 2015/9/22 1:00 12.32
 2015/9/22 2:00 12.05
 2015/9/22 3:00 11.94
 2015/9/22 4:00 12.26
 2015/9/22 5:00 14.95
 2015/9/22 6:00 17.86
 2015/9/22 7:00 21.03
 2015/9/22 8:00 22.08
 2015/9/22 9:00 21.94
2015/9/22 10:00 21.83
2015/9/22 11:00 21.33
2015/9/22 12:00 21.05
2015/9/22 13:00 21.09
2015/9/22 14:00 20.25
2015/9/22 15:00 20.93
2015/9/22 16:00 21.32
2015/9/22 17:00 21.81
2015/9/22 18:00 21.81
2015/9/22 19:00 22.57
2015/9/22 20:00 20.96
2015/9/22 21:00 18.67
2015/9/22 22:00 16.30
2015/9/22 23:00 14.72
 2015/9/23 0:00 13.94
 2015/9/23 1:00 12.86
 2015/9/23 2:00 12.96
 2015/9/23 3:00 13.05
 2015/9/23 4:00 13.23
 2015/9/23 5:00 15.09
 2015/9/23 6:00 18.88
 2015/9/23 7:00 21.90
 2015/9/23 8:00 23.06
 2015/9/23 9:00 22.96
2015/9/23 10:00 22.78
2015/9/23 11:00 22.77
2015/9/23 12:00 22.93
2015/9/23 13:00 22.79
2015/9/23 14:00 21.60
2015/9/23 15:00 20.76
2015/9/23 16:00 20.31
2015/9/23 17:00 20.42
2015/9/23 18:00 21.33
2015/9/23 19:00 22.38
2015/9/23 20:00 20.55
2015/9/23 21:00 18.19
2015/9/23 22:00 15.60
2015/9/23 23:00 13.81
 2015/9/24 0:00 13.95
 2015/9/24 1:00 12.78
 2015/9/24 2:00 12.46
 2015/9/24 3:00 12.15
 2015/9/24 4:00 12.76
