You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2013/8/27 0:00 33.85
 2013/8/27 1:00 33.72
 2013/8/27 2:00 33.53
 2013/8/27 3:00 33.54
 2013/8/27 4:00 33.79
 2013/8/27 5:00 34.45
 2013/8/27 6:00 36.73
 2013/8/27 7:00 40.31
 2013/8/27 8:00 41.97
 2013/8/27 9:00 40.51
2013/8/27 10:00 41.09
2013/8/27 11:00 41.71
2013/8/27 12:00 40.33
2013/8/27 13:00 40.41
2013/8/27 14:00 39.82
2013/8/27 15:00 39.91
2013/8/27 16:00 39.16
2013/8/27 17:00 39.05
2013/8/27 18:00 38.20
2013/8/27 19:00 38.46
2013/8/27 20:00 38.16
2013/8/27 21:00 37.96
2013/8/27 22:00 37.46
2013/8/27 23:00 35.59
 2013/8/28 0:00 34.04
 2013/8/28 1:00 33.68
 2013/8/28 2:00 33.13
 2013/8/28 3:00 33.16
 2013/8/28 4:00 33.53
 2013/8/28 5:00 34.37
 2013/8/28 6:00 37.00
 2013/8/28 7:00 40.00
 2013/8/28 8:00 41.53
 2013/8/28 9:00 42.19
2013/8/28 10:00 41.92
2013/8/28 11:00 41.95
2013/8/28 12:00 40.35
2013/8/28 13:00 40.65
2013/8/28 14:00 39.99
2013/8/28 15:00 39.52
2013/8/28 16:00 39.14
2013/8/28 17:00 39.59
2013/8/28 18:00 39.50
2013/8/28 19:00 39.09
2013/8/28 20:00 39.82
2013/8/28 21:00 39.62
2013/8/28 22:00 38.53
2013/8/28 23:00 35.31
 2013/8/29 0:00 34.86
 2013/8/29 1:00 33.60
 2013/8/29 2:00 33.10
 2013/8/29 3:00 33.01
 2013/8/29 4:00 33.44
 2013/8/29 5:00 34.96
 2013/8/29 6:00 37.36
 2013/8/29 7:00 39.66
 2013/8/29 8:00 40.92
 2013/8/29 9:00 41.48
2013/8/29 10:00 41.83
2013/8/29 11:00 40.68
2013/8/29 12:00 40.04
2013/8/29 13:00 39.98
2013/8/29 14:00 39.36
2013/8/29 15:00 39.01
2013/8/29 16:00 38.85
2013/8/29 17:00 39.20
2013/8/29 18:00 39.08
2013/8/29 19:00 38.63
2013/8/29 20:00 38.97
2013/8/29 21:00 38.50
2013/8/29 22:00 37.39
2013/8/29 23:00 36.10
 2013/8/30 0:00 34.09
 2013/8/30 1:00 33.54
 2013/8/30 2:00 33.09
 2013/8/30 3:00 32.50
 2013/8/30 4:00 33.14
 2013/8/30 5:00 34.11
 2013/8/30 6:00 37.33
 2013/8/30 7:00 39.04
 2013/8/30 8:00 39.63
 2013/8/30 9:00 39.69
2013/8/30 10:00 39.74
2013/8/30 11:00 39.63
2013/8/30 12:00 39.36
2013/8/30 13:00 38.94
2013/8/30 14:00 37.81
2013/8/30 15:00 36.97
2013/8/30 16:00 37.69
2013/8/30 17:00 37.87
2013/8/30 18:00 37.81
2013/8/30 19:00 37.04
2013/8/30 20:00 37.34
2013/8/30 21:00 37.08
2013/8/30 22:00 36.49
2013/8/30 23:00 34.46
 2013/8/31 0:00 34.10
 2013/8/31 1:00 33.19
 2013/8/31 2:00 33.06
 2013/8/31 3:00 32.85
 2013/8/31 4:00 32.87
 2013/8/31 5:00 32.98
 2013/8/31 6:00 33.97
 2013/8/31 7:00 34.57
 2013/8/31 8:00 34.66
 2013/8/31 9:00 34.71
2013/8/31 10:00 34.92
2013/8/31 11:00 34.82
2013/8/31 12:00 34.15
2013/8/31 13:00 33.91
2013/8/31 14:00 33.44
2013/8/31 15:00 33.60
2013/8/31 16:00 33.66
2013/8/31 17:00 33.95
2013/8/31 18:00 34.61
2013/8/31 19:00 34.99
2013/8/31 20:00 35.43
2013/8/31 21:00 35.04
2013/8/31 22:00 34.30
2013/8/31 23:00 33.04
  2013/9/1 0:00 31.89
  2013/9/1 1:00 31.20
  2013/9/1 2:00 30.63
  2013/9/1 3:00 30.50
  2013/9/1 4:00 30.39
  2013/9/1 5:00 30.07
  2013/9/1 6:00 30.69
  2013/9/1 7:00 32.05
  2013/9/1 8:00 32.98
  2013/9/1 9:00 33.50
 2013/9/1 10:00 33.88
 2013/9/1 11:00 33.48
 2013/9/1 12:00 33.15
 2013/9/1 13:00 32.97
 2013/9/1 14:00 32.70
 2013/9/1 15:00 32.67
 2013/9/1 16:00 32.91
 2013/9/1 17:00 33.08
 2013/9/1 18:00 33.32
 2013/9/1 19:00 33.93
 2013/9/1 20:00 34.58
 2013/9/1 21:00 34.35
 2013/9/1 22:00 33.91
 2013/9/1 23:00 32.37
  2013/9/2 0:00 30.48
  2013/9/2 1:00 29.54
  2013/9/2 2:00 29.20
  2013/9/2 3:00 29.25
  2013/9/2 4:00 30.15
  2013/9/2 5:00 32.02
  2013/9/2 6:00 34.81
  2013/9/2 7:00 36.91
  2013/9/2 8:00 37.95
  2013/9/2 9:00 37.66
 2013/9/2 10:00 37.34
 2013/9/2 11:00 37.21
 2013/9/2 12:00 36.76
 2013/9/2 13:00 36.45
 2013/9/2 14:00 36.14
 2013/9/2 15:00 36.12
 2013/9/2 16:00 35.99
 2013/9/2 17:00 35.87
 2013/9/2 18:00 36.17
 2013/9/2 19:00 36.26
 2013/9/2 20:00 36.81
 2013/9/2 21:00 35.86
 2013/9/2 22:00 34.52
 2013/9/2 23:00 33.33And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
