You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2013/9/17 0:00 35.37
 2013/9/17 1:00 35.07
 2013/9/17 2:00 34.43
 2013/9/17 3:00 34.12
 2013/9/17 4:00 34.95
 2013/9/17 5:00 35.94
 2013/9/17 6:00 38.18
 2013/9/17 7:00 40.54
 2013/9/17 8:00 41.60
 2013/9/17 9:00 41.34
2013/9/17 10:00 39.66
2013/9/17 11:00 39.53
2013/9/17 12:00 39.45
2013/9/17 13:00 38.82
2013/9/17 14:00 38.05
2013/9/17 15:00 38.05
2013/9/17 16:00 38.27
2013/9/17 17:00 38.76
2013/9/17 18:00 39.62
2013/9/17 19:00 41.12
2013/9/17 20:00 40.48
2013/9/17 21:00 38.30
2013/9/17 22:00 36.82
2013/9/17 23:00 35.96
 2013/9/18 0:00 34.64
 2013/9/18 1:00 33.90
 2013/9/18 2:00 33.73
 2013/9/18 3:00 33.96
 2013/9/18 4:00 34.70
 2013/9/18 5:00 36.03
 2013/9/18 6:00 37.99
 2013/9/18 7:00 40.83
 2013/9/18 8:00 41.55
 2013/9/18 9:00 42.25
2013/9/18 10:00 42.39
2013/9/18 11:00 42.74
2013/9/18 12:00 42.66
2013/9/18 13:00 42.99
2013/9/18 14:00 41.42
2013/9/18 15:00 40.66
2013/9/18 16:00 40.12
2013/9/18 17:00 40.62
2013/9/18 18:00 41.40
2013/9/18 19:00 42.87
2013/9/18 20:00 40.94
2013/9/18 21:00 39.29
2013/9/18 22:00 37.49
2013/9/18 23:00 36.10
 2013/9/19 0:00 35.65
 2013/9/19 1:00 35.26
 2013/9/19 2:00 35.14
 2013/9/19 3:00 35.12
 2013/9/19 4:00 35.24
 2013/9/19 5:00 36.38
 2013/9/19 6:00 39.77
 2013/9/19 7:00 41.71
 2013/9/19 8:00 42.87
 2013/9/19 9:00 42.31
2013/9/19 10:00 42.38
2013/9/19 11:00 42.31
2013/9/19 12:00 44.92
2013/9/19 13:00 42.17
2013/9/19 14:00 39.46
2013/9/19 15:00 39.07
2013/9/19 16:00 39.44
2013/9/19 17:00 40.92
2013/9/19 18:00 41.76
2013/9/19 19:00 42.92
2013/9/19 20:00 41.56
2013/9/19 21:00 40.18
2013/9/19 22:00 37.42
2013/9/19 23:00 36.12
 2013/9/20 0:00 35.59
 2013/9/20 1:00 35.31
 2013/9/20 2:00 35.18
 2013/9/20 3:00 35.22
 2013/9/20 4:00 35.48
 2013/9/20 5:00 36.92
 2013/9/20 6:00 40.14
 2013/9/20 7:00 42.84
 2013/9/20 8:00 45.60
 2013/9/20 9:00 45.38
2013/9/20 10:00 44.03
2013/9/20 11:00 42.64
2013/9/20 12:00 41.66
2013/9/20 13:00 40.79
2013/9/20 14:00 39.92
2013/9/20 15:00 39.21
2013/9/20 16:00 38.82
2013/9/20 17:00 39.27
2013/9/20 18:00 40.04
2013/9/20 19:00 40.91
2013/9/20 20:00 40.42
2013/9/20 21:00 38.61
2013/9/20 22:00 37.06
2013/9/20 23:00 36.09
 2013/9/21 0:00 35.06
 2013/9/21 1:00 34.76
 2013/9/21 2:00 34.36
 2013/9/21 3:00 34.19
 2013/9/21 4:00 34.27
 2013/9/21 5:00 34.68
 2013/9/21 6:00 34.91
 2013/9/21 7:00 35.12
 2013/9/21 8:00 36.10
 2013/9/21 9:00 36.92
2013/9/21 10:00 37.50
2013/9/21 11:00 37.09
2013/9/21 12:00 35.81
2013/9/21 13:00 35.44
2013/9/21 14:00 34.80
2013/9/21 15:00 34.64
2013/9/21 16:00 34.84
2013/9/21 17:00 35.39
2013/9/21 18:00 37.34
2013/9/21 19:00 38.49
2013/9/21 20:00 37.97
2013/9/21 21:00 35.68
2013/9/21 22:00 34.84
2013/9/21 23:00 33.82
 2013/9/22 0:00 32.61
