You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
            date    OT
 2016/12/27 0:00 24.08
 2016/12/27 1:00 22.52
 2016/12/27 2:00 20.13
 2016/12/27 3:00 19.86
 2016/12/27 4:00 20.09
 2016/12/27 5:00 23.93
 2016/12/27 6:00 26.23
 2016/12/27 7:00 27.76
 2016/12/27 8:00 28.06
 2016/12/27 9:00 27.98
2016/12/27 10:00 28.05
2016/12/27 11:00 28.27
2016/12/27 12:00 28.33
2016/12/27 13:00 28.43
2016/12/27 14:00 28.57
2016/12/27 15:00 28.83
2016/12/27 16:00 29.51
2016/12/27 17:00 29.72
2016/12/27 18:00 29.65
2016/12/27 19:00 29.39
2016/12/27 20:00 29.14
2016/12/27 21:00 28.37
2016/12/27 22:00 27.24
2016/12/27 23:00 25.73
 2016/12/28 0:00 26.45
 2016/12/28 1:00 26.26
 2016/12/28 2:00 26.24
 2016/12/28 3:00 26.43
 2016/12/28 4:00 27.26
 2016/12/28 5:00 28.72
 2016/12/28 6:00 29.81
 2016/12/28 7:00 30.64
 2016/12/28 8:00 31.86
 2016/12/28 9:00 31.98
2016/12/28 10:00 32.09
2016/12/28 11:00 32.25
2016/12/28 12:00 32.47
2016/12/28 13:00 32.73
2016/12/28 14:00 32.88
2016/12/28 15:00 33.24
2016/12/28 16:00 33.88
2016/12/28 17:00 33.81
2016/12/28 18:00 32.89
2016/12/28 19:00 31.90
2016/12/28 20:00 31.24
2016/12/28 21:00 30.65
2016/12/28 22:00 30.02
2016/12/28 23:00 29.37
 2016/12/29 0:00 29.26
 2016/12/29 1:00 28.72
 2016/12/29 2:00 28.29
 2016/12/29 3:00 28.32
 2016/12/29 4:00 28.95
 2016/12/29 5:00 29.88
 2016/12/29 6:00 30.66
 2016/12/29 7:00 30.96
 2016/12/29 8:00 31.27
 2016/12/29 9:00 31.05
2016/12/29 10:00 30.98
2016/12/29 11:00 30.97
2016/12/29 12:00 31.03
2016/12/29 13:00 31.04
2016/12/29 14:00 31.08
2016/12/29 15:00 31.27
2016/12/29 16:00 31.54
2016/12/29 17:00 31.47
2016/12/29 18:00 30.99
2016/12/29 19:00 30.58
2016/12/29 20:00 30.28
2016/12/29 21:00 30.01
2016/12/29 22:00 29.44
2016/12/29 23:00 28.76
 2016/12/30 0:00 28.18
 2016/12/30 1:00 27.03
 2016/12/30 2:00 26.47
 2016/12/30 3:00 26.47
 2016/12/30 4:00 27.14
 2016/12/30 5:00 28.33
 2016/12/30 6:00 29.53
 2016/12/30 7:00 30.06
 2016/12/30 8:00 30.28
 2016/12/30 9:00 30.25
2016/12/30 10:00 30.21
2016/12/30 11:00 30.20
2016/12/30 12:00 30.18
2016/12/30 13:00 30.06
2016/12/30 14:00 30.12
2016/12/30 15:00 30.29
2016/12/30 16:00 30.51
2016/12/30 17:00 30.39
2016/12/30 18:00 30.27
2016/12/30 19:00 30.20
2016/12/30 20:00 29.56
2016/12/30 21:00 28.96
2016/12/30 22:00 27.77
2016/12/30 23:00 25.95
 2016/12/31 0:00 25.11
 2016/12/31 1:00 23.65
 2016/12/31 2:00 22.99
 2016/12/31 3:00 22.13
 2016/12/31 4:00 22.57
 2016/12/31 5:00 23.47
 2016/12/31 6:00 25.03
 2016/12/31 7:00 25.78
 2016/12/31 8:00 26.82
 2016/12/31 9:00 27.89
2016/12/31 10:00 28.36
2016/12/31 11:00 28.47
2016/12/31 12:00 28.43
2016/12/31 13:00 28.30
2016/12/31 14:00 28.52
2016/12/31 15:00 29.11
2016/12/31 16:00 29.50
2016/12/31 17:00 29.57
2016/12/31 18:00 29.24
2016/12/31 19:00 28.38
2016/12/31 20:00 27.98
2016/12/31 21:00 27.52
2016/12/31 22:00 26.80
2016/12/31 23:00 26.71
   2017/1/1 0:00 25.70
   2017/1/1 1:00 25.61
   2017/1/1 2:00 25.49
   2017/1/1 3:00 25.25
   2017/1/1 4:00 25.63
   2017/1/1 5:00 25.88
   2017/1/1 6:00 26.58
   2017/1/1 7:00 26.64
   2017/1/1 8:00 26.70
   2017/1/1 9:00 26.89
  2017/1/1 10:00 27.80
  2017/1/1 11:00 28.10
  2017/1/1 12:00 28.36
  2017/1/1 13:00 28.71
  2017/1/1 14:00 29.65
  2017/1/1 15:00 30.38
  2017/1/1 16:00 30.77
  2017/1/1 17:00 30.92
  2017/1/1 18:00 30.77
  2017/1/1 19:00 30.50
  2017/1/1 20:00 30.19
  2017/1/1 21:00 29.94
  2017/1/1 22:00 29.65
  2017/1/1 23:00 29.36
   2017/1/2 0:00 29.42
   2017/1/2 1:00 28.95
   2017/1/2 2:00 28.22
   2017/1/2 3:00 28.22
   2017/1/2 4:00 28.92
   2017/1/2 5:00 30.47
   2017/1/2 6:00 32.09
   2017/1/2 7:00 33.07
   2017/1/2 8:00 33.92
   2017/1/2 9:00 34.38
  2017/1/2 10:00 34.17
  2017/1/2 11:00 34.05
  2017/1/2 12:00 33.64
  2017/1/2 13:00 33.59
  2017/1/2 14:00 33.81
  2017/1/2 15:00 34.49
  2017/1/2 16:00 35.16
  2017/1/2 17:00 35.80
  2017/1/2 18:00 34.83
  2017/1/2 19:00 33.93
  2017/1/2 20:00 33.42
  2017/1/2 21:00 33.09
  2017/1/2 22:00 32.12
  2017/1/2 23:00 30.93And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
