You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2016/7/19 0:00 25.08
 2016/7/19 1:00 24.94
 2016/7/19 2:00 24.67
 2016/7/19 3:00 24.25
 2016/7/19 4:00 24.00
 2016/7/19 5:00 24.29
 2016/7/19 6:00 27.64
 2016/7/19 7:00 29.47
 2016/7/19 8:00 30.10
 2016/7/19 9:00 30.07
2016/7/19 10:00 29.73
2016/7/19 11:00 29.57
2016/7/19 12:00 28.54
2016/7/19 13:00 28.28
2016/7/19 14:00 28.09
2016/7/19 15:00 28.24
2016/7/19 16:00 28.46
2016/7/19 17:00 29.56
2016/7/19 18:00 30.02
2016/7/19 19:00 29.92
2016/7/19 20:00 29.65
2016/7/19 21:00 29.66
2016/7/19 22:00 28.30
2016/7/19 23:00 25.68
 2016/7/20 0:00 24.98
 2016/7/20 1:00 24.65
 2016/7/20 2:00 24.17
 2016/7/20 3:00 23.95
 2016/7/20 4:00 23.92
 2016/7/20 5:00 24.47
 2016/7/20 6:00 26.33
 2016/7/20 7:00 28.35
 2016/7/20 8:00 29.70
 2016/7/20 9:00 29.46
2016/7/20 10:00 29.01
2016/7/20 11:00 28.65
2016/7/20 12:00 27.85
2016/7/20 13:00 27.94
2016/7/20 14:00 27.73
2016/7/20 15:00 27.34
2016/7/20 16:00 27.03
2016/7/20 17:00 27.85
2016/7/20 18:00 28.69
2016/7/20 19:00 28.85
2016/7/20 20:00 28.44
2016/7/20 21:00 27.07
2016/7/20 22:00 25.94
2016/7/20 23:00 25.61
 2016/7/21 0:00 24.58
 2016/7/21 1:00 24.34
 2016/7/21 2:00 24.08
 2016/7/21 3:00 24.09
 2016/7/21 4:00 24.20
 2016/7/21 5:00 24.53
 2016/7/21 6:00 27.10
 2016/7/21 7:00 27.88
 2016/7/21 8:00 28.74
 2016/7/21 9:00 29.30
2016/7/21 10:00 29.49
2016/7/21 11:00 29.60
2016/7/21 12:00 29.45
2016/7/21 13:00 29.26
2016/7/21 14:00 28.92
2016/7/21 15:00 28.76
2016/7/21 16:00 28.69
2016/7/21 17:00 29.21
2016/7/21 18:00 28.94
2016/7/21 19:00 28.59
2016/7/21 20:00 28.54
2016/7/21 21:00 28.88
2016/7/21 22:00 28.01
2016/7/21 23:00 27.17
 2016/7/22 0:00 25.52
 2016/7/22 1:00 25.15
 2016/7/22 2:00 25.12
 2016/7/22 3:00 25.02
 2016/7/22 4:00 25.00
 2016/7/22 5:00 25.20
 2016/7/22 6:00 27.51
 2016/7/22 7:00 28.15
 2016/7/22 8:00 29.01
 2016/7/22 9:00 29.18
2016/7/22 10:00 29.18
2016/7/22 11:00 28.83
2016/7/22 12:00 28.01
2016/7/22 13:00 27.40
2016/7/22 14:00 27.23
2016/7/22 15:00 27.40
2016/7/22 16:00 27.44
2016/7/22 17:00 27.80
2016/7/22 18:00 28.00
2016/7/22 19:00 27.82
2016/7/22 20:00 27.54
2016/7/22 21:00 27.14
2016/7/22 22:00 27.04
2016/7/22 23:00 25.96
 2016/7/23 0:00 26.30
 2016/7/23 1:00 25.98
 2016/7/23 2:00 25.61
 2016/7/23 3:00 25.18
 2016/7/23 4:00 24.87
 2016/7/23 5:00 24.61
 2016/7/23 6:00 25.04
 2016/7/23 7:00 25.71
 2016/7/23 8:00 26.21
 2016/7/23 9:00 27.06
2016/7/23 10:00 27.04
2016/7/23 11:00 26.83
2016/7/23 12:00 26.06
2016/7/23 13:00 25.73
2016/7/23 14:00 25.38
2016/7/23 15:00 25.49
2016/7/23 16:00 25.79
2016/7/23 17:00 26.33
2016/7/23 18:00 26.94
2016/7/23 19:00 27.59
2016/7/23 20:00 27.31
2016/7/23 21:00 26.99
