You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
  2014/5/6 0:00 25.17
  2014/5/6 1:00 24.42
  2014/5/6 2:00 24.22
  2014/5/6 3:00 24.10
  2014/5/6 4:00 24.26
  2014/5/6 5:00 25.94
  2014/5/6 6:00 29.53
  2014/5/6 7:00 33.30
  2014/5/6 8:00 33.95
  2014/5/6 9:00 32.67
 2014/5/6 10:00 31.39
 2014/5/6 11:00 31.05
 2014/5/6 12:00 30.16
 2014/5/6 13:00 29.80
 2014/5/6 14:00 29.25
 2014/5/6 15:00 29.12
 2014/5/6 16:00 29.07
 2014/5/6 17:00 29.98
 2014/5/6 18:00 30.56
 2014/5/6 19:00 30.58
 2014/5/6 20:00 30.10
 2014/5/6 21:00 30.18
 2014/5/6 22:00 29.17
 2014/5/6 23:00 26.99
  2014/5/7 0:00 24.39
  2014/5/7 1:00 23.94
  2014/5/7 2:00 22.92
  2014/5/7 3:00 23.13
  2014/5/7 4:00 24.07
  2014/5/7 5:00 26.21
  2014/5/7 6:00 30.21
  2014/5/7 7:00 33.00
  2014/5/7 8:00 34.04
  2014/5/7 9:00 33.76
 2014/5/7 10:00 33.56
 2014/5/7 11:00 33.21
 2014/5/7 12:00 33.05
 2014/5/7 13:00 32.95
 2014/5/7 14:00 31.95
 2014/5/7 15:00 31.36
 2014/5/7 16:00 30.87
 2014/5/7 17:00 30.61
 2014/5/7 18:00 31.18
 2014/5/7 19:00 31.45
 2014/5/7 20:00 31.31
 2014/5/7 21:00 31.23
 2014/5/7 22:00 30.09
 2014/5/7 23:00 26.49
  2014/5/8 0:00 26.38
  2014/5/8 1:00 25.59
  2014/5/8 2:00 25.33
  2014/5/8 3:00 25.26
  2014/5/8 4:00 25.42
  2014/5/8 5:00 27.53
  2014/5/8 6:00 31.51
  2014/5/8 7:00 33.72
  2014/5/8 8:00 34.82
  2014/5/8 9:00 33.82
 2014/5/8 10:00 32.93
 2014/5/8 11:00 32.54
 2014/5/8 12:00 32.81
 2014/5/8 13:00 32.49
 2014/5/8 14:00 32.39
 2014/5/8 15:00 31.99
 2014/5/8 16:00 31.30
 2014/5/8 17:00 31.72
 2014/5/8 18:00 31.86
 2014/5/8 19:00 32.04
 2014/5/8 20:00 32.52
 2014/5/8 21:00 32.26
 2014/5/8 22:00 30.84
 2014/5/8 23:00 28.80
  2014/5/9 0:00 26.19
  2014/5/9 1:00 25.81
  2014/5/9 2:00 25.48
  2014/5/9 3:00 25.58
  2014/5/9 4:00 26.26
  2014/5/9 5:00 29.46
  2014/5/9 6:00 31.37
  2014/5/9 7:00 33.94
  2014/5/9 8:00 38.72
  2014/5/9 9:00 36.20
 2014/5/9 10:00 35.37
 2014/5/9 11:00 34.02
 2014/5/9 12:00 35.00
 2014/5/9 13:00 33.95
 2014/5/9 14:00 32.28
 2014/5/9 15:00 31.37
 2014/5/9 16:00 30.31
 2014/5/9 17:00 30.33
 2014/5/9 18:00 30.09
 2014/5/9 19:00 30.07
 2014/5/9 20:00 29.81
 2014/5/9 21:00 30.36
 2014/5/9 22:00 29.87
 2014/5/9 23:00 28.17
 2014/5/10 0:00 25.48
 2014/5/10 1:00 25.39
 2014/5/10 2:00 25.14
 2014/5/10 3:00 25.03
 2014/5/10 4:00 24.99
 2014/5/10 5:00 24.99
 2014/5/10 6:00 25.13
 2014/5/10 7:00 25.88
 2014/5/10 8:00 26.53
 2014/5/10 9:00 27.66
2014/5/10 10:00 28.29
2014/5/10 11:00 27.80
2014/5/10 12:00 27.45
2014/5/10 13:00 27.11
2014/5/10 14:00 26.82
2014/5/10 15:00 26.34
2014/5/10 16:00 26.59
2014/5/10 17:00 27.46
2014/5/10 18:00 28.78
2014/5/10 19:00 29.13
2014/5/10 20:00 28.16
2014/5/10 21:00 27.64
2014/5/10 22:00 27.02
2014/5/10 23:00 25.86
 2014/5/11 0:00 25.10
 2014/5/11 1:00 24.67
 2014/5/11 2:00 24.51
 2014/5/11 3:00 24.43
 2014/5/11 4:00 23.65
 2014/5/11 5:00 23.15
 2014/5/11 6:00 24.15
 2014/5/11 7:00 24.54
 2014/5/11 8:00 25.28
 2014/5/11 9:00 26.28
2014/5/11 10:00 27.26
2014/5/11 11:00 27.39
2014/5/11 12:00 27.04
2014/5/11 13:00 26.85
2014/5/11 14:00 26.54
2014/5/11 15:00 26.45
2014/5/11 16:00 26.97
2014/5/11 17:00 27.58
2014/5/11 18:00 28.54
2014/5/11 19:00 28.25
2014/5/11 20:00 29.49
2014/5/11 21:00 30.30
2014/5/11 22:00 29.36
2014/5/11 23:00 26.38
 2014/5/12 0:00 25.05
 2014/5/12 1:00 24.93
 2014/5/12 2:00 24.80
 2014/5/12 3:00 24.84
 2014/5/12 4:00 25.28
 2014/5/12 5:00 26.96
 2014/5/12 6:00 33.17
 2014/5/12 7:00 38.34
 2014/5/12 8:00 39.99
 2014/5/12 9:00 40.13
2014/5/12 10:00 39.97
2014/5/12 11:00 38.30
2014/5/12 12:00 36.98
2014/5/12 13:00 35.87
2014/5/12 14:00 33.88
2014/5/12 15:00 33.38
2014/5/12 16:00 32.52
2014/5/12 17:00 33.24
2014/5/12 18:00 33.12
2014/5/12 19:00 32.86
2014/5/12 20:00 33.08
2014/5/12 21:00 33.80
2014/5/12 22:00 33.04
2014/5/12 23:00 30.42And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
