You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2016/5/24 0:00 21.47
 2016/5/24 1:00 21.06
 2016/5/24 2:00 19.99
 2016/5/24 3:00 19.62
 2016/5/24 4:00 20.30
 2016/5/24 5:00 22.22
 2016/5/24 6:00 24.09
 2016/5/24 7:00 25.57
 2016/5/24 8:00 25.77
 2016/5/24 9:00 26.17
2016/5/24 10:00 25.99
2016/5/24 11:00 25.96
2016/5/24 12:00 25.76
2016/5/24 13:00 25.55
2016/5/24 14:00 25.35
2016/5/24 15:00 24.81
2016/5/24 16:00 24.65
2016/5/24 17:00 25.04
2016/5/24 18:00 24.84
2016/5/24 19:00 24.86
2016/5/24 20:00 24.35
2016/5/24 21:00 24.24
2016/5/24 22:00 23.87
2016/5/24 23:00 23.20
 2016/5/25 0:00 21.64
 2016/5/25 1:00 21.14
 2016/5/25 2:00 20.88
 2016/5/25 3:00 20.38
 2016/5/25 4:00 20.94
 2016/5/25 5:00 22.43
 2016/5/25 6:00 24.47
 2016/5/25 7:00 25.82
 2016/5/25 8:00 26.94
 2016/5/25 9:00 26.89
2016/5/25 10:00 26.93
2016/5/25 11:00 25.99
2016/5/25 12:00 26.04
2016/5/25 13:00 25.77
2016/5/25 14:00 25.64
2016/5/25 15:00 24.57
2016/5/25 16:00 24.46
2016/5/25 17:00 24.91
2016/5/25 18:00 24.67
2016/5/25 19:00 24.72
2016/5/25 20:00 24.20
2016/5/25 21:00 24.05
2016/5/25 22:00 23.30
2016/5/25 23:00 22.66
 2016/5/26 0:00 22.85
 2016/5/26 1:00 22.51
 2016/5/26 2:00 22.46
 2016/5/26 3:00 22.46
 2016/5/26 4:00 22.58
 2016/5/26 5:00 23.21
 2016/5/26 6:00 25.24
 2016/5/26 7:00 27.33
 2016/5/26 8:00 29.15
 2016/5/26 9:00 28.42
2016/5/26 10:00 25.96
2016/5/26 11:00 25.73
2016/5/26 12:00 25.51
2016/5/26 13:00 25.30
2016/5/26 14:00 25.58
2016/5/26 15:00 25.13
2016/5/26 16:00 25.49
2016/5/26 17:00 26.57
2016/5/26 18:00 26.13
2016/5/26 19:00 26.03
2016/5/26 20:00 25.66
2016/5/26 21:00 25.51
2016/5/26 22:00 25.32
2016/5/26 23:00 23.98
 2016/5/27 0:00 23.65
 2016/5/27 1:00 22.85
 2016/5/27 2:00 21.96
 2016/5/27 3:00 20.69
 2016/5/27 4:00 21.76
 2016/5/27 5:00 23.66
 2016/5/27 6:00 25.84
 2016/5/27 7:00 28.81
 2016/5/27 8:00 31.25
 2016/5/27 9:00 30.81
2016/5/27 10:00 30.38
2016/5/27 11:00 30.18
2016/5/27 12:00 29.27
2016/5/27 13:00 27.85
2016/5/27 14:00 27.12
2016/5/27 15:00 25.57
2016/5/27 16:00 25.65
2016/5/27 17:00 26.10
2016/5/27 18:00 25.75
2016/5/27 19:00 25.46
2016/5/27 20:00 24.70
2016/5/27 21:00 24.70
2016/5/27 22:00 24.26
2016/5/27 23:00 23.89
 2016/5/28 0:00 23.81
 2016/5/28 1:00 23.56
 2016/5/28 2:00 22.79
 2016/5/28 3:00 22.14
 2016/5/28 4:00 21.69
 2016/5/28 5:00 21.91
 2016/5/28 6:00 22.56
 2016/5/28 7:00 23.43
 2016/5/28 8:00 23.87
 2016/5/28 9:00 24.19
2016/5/28 10:00 23.91
2016/5/28 11:00 23.59
2016/5/28 12:00 23.14
2016/5/28 13:00 22.61
2016/5/28 14:00 22.11
2016/5/28 15:00 21.91
2016/5/28 16:00 22.15
2016/5/28 17:00 22.95
2016/5/28 18:00 23.80
2016/5/28 19:00 23.96
2016/5/28 20:00 23.82
2016/5/28 21:00 23.72
2016/5/28 22:00 23.34
2016/5/28 23:00 22.31
 2016/5/29 0:00 20.73
 2016/5/29 1:00 20.09
 2016/5/29 2:00 18.36
 2016/5/29 3:00 17.34
 2016/5/29 4:00 17.05
 2016/5/29 5:00 15.56
 2016/5/29 6:00 16.35
 2016/5/29 7:00 19.22
 2016/5/29 8:00 21.79
 2016/5/29 9:00 22.28
2016/5/29 10:00 22.68
2016/5/29 11:00 22.68
2016/5/29 12:00 22.72
2016/5/29 13:00 22.51
2016/5/29 14:00 21.96
2016/5/29 15:00 21.30
2016/5/29 16:00 21.43
2016/5/29 17:00 22.25
2016/5/29 18:00 22.58
2016/5/29 19:00 22.56
2016/5/29 20:00 22.77
2016/5/29 21:00 23.04
2016/5/29 22:00 22.81
2016/5/29 23:00 20.01
 2016/5/30 0:00 18.07
 2016/5/30 1:00 14.17
 2016/5/30 2:00 12.69
 2016/5/30 3:00 11.55
 2016/5/30 4:00 12.54
 2016/5/30 5:00 20.45
 2016/5/30 6:00 24.38
 2016/5/30 7:00 25.75
 2016/5/30 8:00 27.25
 2016/5/30 9:00 26.97
2016/5/30 10:00 26.94
2016/5/30 11:00 26.38
2016/5/30 12:00 25.87
2016/5/30 13:00 25.61
2016/5/30 14:00 25.26
2016/5/30 15:00 24.51
2016/5/30 16:00 24.45
2016/5/30 17:00 24.90
2016/5/30 18:00 24.85
2016/5/30 19:00 24.89
2016/5/30 20:00 24.35
2016/5/30 21:00 24.07
