You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
  2014/7/8 0:00 26.21
  2014/7/8 1:00 25.75
  2014/7/8 2:00 25.36
  2014/7/8 3:00 25.05
  2014/7/8 4:00 24.90
  2014/7/8 5:00 25.60
  2014/7/8 6:00 26.71
  2014/7/8 7:00 28.50
  2014/7/8 8:00 29.07
  2014/7/8 9:00 29.51
 2014/7/8 10:00 29.54
 2014/7/8 11:00 29.39
 2014/7/8 12:00 28.99
 2014/7/8 13:00 28.72
 2014/7/8 14:00 28.30
 2014/7/8 15:00 27.89
 2014/7/8 16:00 27.51
 2014/7/8 17:00 27.40
 2014/7/8 18:00 26.93
 2014/7/8 19:00 26.68
 2014/7/8 20:00 26.43
 2014/7/8 21:00 26.12
 2014/7/8 22:00 26.29
 2014/7/8 23:00 25.44
  2014/7/9 0:00 24.62
  2014/7/9 1:00 23.69
  2014/7/9 2:00 22.04
  2014/7/9 3:00 20.92
  2014/7/9 4:00 21.70
  2014/7/9 5:00 23.99
  2014/7/9 6:00 25.71
  2014/7/9 7:00 26.89
  2014/7/9 8:00 27.76
  2014/7/9 9:00 28.15
 2014/7/9 10:00 28.47
 2014/7/9 11:00 28.19
 2014/7/9 12:00 27.79
 2014/7/9 13:00 27.48
 2014/7/9 14:00 27.30
 2014/7/9 15:00 26.99
 2014/7/9 16:00 26.78
 2014/7/9 17:00 26.85
 2014/7/9 18:00 26.84
 2014/7/9 19:00 26.88
 2014/7/9 20:00 26.57
 2014/7/9 21:00 26.28
 2014/7/9 22:00 26.11
 2014/7/9 23:00 25.60
 2014/7/10 0:00 25.08
 2014/7/10 1:00 21.91
 2014/7/10 2:00 21.07
 2014/7/10 3:00 21.40
 2014/7/10 4:00 23.00
 2014/7/10 5:00 25.64
 2014/7/10 6:00 27.11
 2014/7/10 7:00 28.60
 2014/7/10 8:00 29.78
 2014/7/10 9:00 30.27
2014/7/10 10:00 30.45
2014/7/10 11:00 30.30
2014/7/10 12:00 30.28
2014/7/10 13:00 29.79
2014/7/10 14:00 28.78
2014/7/10 15:00 28.56
2014/7/10 16:00 28.81
2014/7/10 17:00 29.11
2014/7/10 18:00 29.01
2014/7/10 19:00 29.21
2014/7/10 20:00 28.88
2014/7/10 21:00 28.12
2014/7/10 22:00 27.78
2014/7/10 23:00 26.37
 2014/7/11 0:00 25.98
 2014/7/11 1:00 25.02
 2014/7/11 2:00 23.89
 2014/7/11 3:00 23.28
 2014/7/11 4:00 23.71
 2014/7/11 5:00 25.74
 2014/7/11 6:00 27.67
 2014/7/11 7:00 28.59
 2014/7/11 8:00 29.68
 2014/7/11 9:00 29.78
2014/7/11 10:00 29.99
2014/7/11 11:00 29.95
2014/7/11 12:00 29.74
2014/7/11 13:00 29.40
2014/7/11 14:00 28.64
2014/7/11 15:00 28.19
2014/7/11 16:00 27.70
2014/7/11 17:00 29.43
2014/7/11 18:00 29.75
2014/7/11 19:00 29.63
2014/7/11 20:00 29.28
2014/7/11 21:00 29.10
2014/7/11 22:00 29.29
2014/7/11 23:00 27.24
 2014/7/12 0:00 26.94
 2014/7/12 1:00 25.87
 2014/7/12 2:00 25.15
 2014/7/12 3:00 25.09
 2014/7/12 4:00 24.94
 2014/7/12 5:00 24.67
 2014/7/12 6:00 25.11
 2014/7/12 7:00 25.91
 2014/7/12 8:00 27.91
 2014/7/12 9:00 29.24
2014/7/12 10:00 29.51
2014/7/12 11:00 29.16
2014/7/12 12:00 27.04
2014/7/12 13:00 26.03
2014/7/12 14:00 25.90
2014/7/12 15:00 25.81
2014/7/12 16:00 25.77
2014/7/12 17:00 26.45
2014/7/12 18:00 28.16
2014/7/12 19:00 28.21
2014/7/12 20:00 27.81
2014/7/12 21:00 27.63
2014/7/12 22:00 27.97
2014/7/12 23:00 26.68
 2014/7/13 0:00 26.29
 2014/7/13 1:00 25.22
 2014/7/13 2:00 24.02
 2014/7/13 3:00 22.69
 2014/7/13 4:00 21.04
 2014/7/13 5:00 19.61
 2014/7/13 6:00 18.09
 2014/7/13 7:00 19.99
 2014/7/13 8:00 23.69
 2014/7/13 9:00 25.71
2014/7/13 10:00 25.98
2014/7/13 11:00 26.29
2014/7/13 12:00 25.84
2014/7/13 13:00 25.81
2014/7/13 14:00 25.80
2014/7/13 15:00 25.65
2014/7/13 16:00 25.67
2014/7/13 17:00 25.81
2014/7/13 18:00 26.46
2014/7/13 19:00 27.60
2014/7/13 20:00 28.34
2014/7/13 21:00 27.35
2014/7/13 22:00 27.32
2014/7/13 23:00 26.00
 2014/7/14 0:00 25.22
 2014/7/14 1:00 23.05
 2014/7/14 2:00 20.96
 2014/7/14 3:00 19.74
 2014/7/14 4:00 18.37
 2014/7/14 5:00 23.94
 2014/7/14 6:00 27.57
 2014/7/14 7:00 29.20
 2014/7/14 8:00 29.98
 2014/7/14 9:00 30.72
2014/7/14 10:00 31.13
2014/7/14 11:00 30.99
2014/7/14 12:00 30.35
2014/7/14 13:00 29.58
2014/7/14 14:00 29.05
2014/7/14 15:00 28.11
2014/7/14 16:00 28.19
2014/7/14 17:00 29.69
2014/7/14 18:00 29.62
2014/7/14 19:00 29.56
2014/7/14 20:00 29.05
2014/7/14 21:00 28.67
2014/7/14 22:00 28.44
2014/7/14 23:00 27.27And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
