You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2015/12/1 0:00 20.61
 2015/12/1 1:00 19.49
 2015/12/1 2:00 19.24
 2015/12/1 3:00 19.40
 2015/12/1 4:00 20.53
 2015/12/1 5:00 22.02
 2015/12/1 6:00 23.17
 2015/12/1 7:00 24.27
 2015/12/1 8:00 25.09
 2015/12/1 9:00 24.95
2015/12/1 10:00 25.02
2015/12/1 11:00 25.07
2015/12/1 12:00 24.74
2015/12/1 13:00 24.86
2015/12/1 14:00 25.41
2015/12/1 15:00 26.35
2015/12/1 16:00 27.94
2015/12/1 17:00 28.64
2015/12/1 18:00 27.25
2015/12/1 19:00 25.21
2015/12/1 20:00 24.08
2015/12/1 21:00 23.48
2015/12/1 22:00 22.87
2015/12/1 23:00 22.23
 2015/12/2 0:00 22.86
 2015/12/2 1:00 22.45
 2015/12/2 2:00 21.71
 2015/12/2 3:00 21.77
 2015/12/2 4:00 22.96
 2015/12/2 5:00 23.31
 2015/12/2 6:00 24.38
 2015/12/2 7:00 30.00
 2015/12/2 8:00 35.32
 2015/12/2 9:00 31.64
2015/12/2 10:00 28.55
2015/12/2 11:00 28.03
2015/12/2 12:00 26.10
2015/12/2 13:00 25.73
2015/12/2 14:00 25.59
2015/12/2 15:00 26.16
2015/12/2 16:00 26.15
2015/12/2 17:00 26.04
2015/12/2 18:00 25.32
2015/12/2 19:00 23.92
2015/12/2 20:00 23.26
2015/12/2 21:00 22.99
2015/12/2 22:00 22.17
2015/12/2 23:00 21.19
 2015/12/3 0:00 20.72
 2015/12/3 1:00 20.28
 2015/12/3 2:00 20.22
 2015/12/3 3:00 20.54
 2015/12/3 4:00 21.43
 2015/12/3 5:00 22.20
 2015/12/3 6:00 23.32
 2015/12/3 7:00 26.82
 2015/12/3 8:00 30.03
 2015/12/3 9:00 28.59
2015/12/3 10:00 25.88
2015/12/3 11:00 25.97
2015/12/3 12:00 25.38
2015/12/3 13:00 25.25
2015/12/3 14:00 25.39
2015/12/3 15:00 27.07
2015/12/3 16:00 29.57
2015/12/3 17:00 32.08
2015/12/3 18:00 25.94
2015/12/3 19:00 24.40
2015/12/3 20:00 23.08
2015/12/3 21:00 22.81
2015/12/3 22:00 22.18
2015/12/3 23:00 21.20
 2015/12/4 0:00 19.49
 2015/12/4 1:00 18.69
 2015/12/4 2:00 17.93
 2015/12/4 3:00 17.36
 2015/12/4 4:00 17.90
 2015/12/4 5:00 19.50
 2015/12/4 6:00 21.17
 2015/12/4 7:00 22.01
 2015/12/4 8:00 22.44
 2015/12/4 9:00 22.25
2015/12/4 10:00 21.95
2015/12/4 11:00 21.99
2015/12/4 12:00 21.90
2015/12/4 13:00 21.82
2015/12/4 14:00 21.84
2015/12/4 15:00 21.91
2015/12/4 16:00 21.99
2015/12/4 17:00 22.00
2015/12/4 18:00 21.92
2015/12/4 19:00 21.45
2015/12/4 20:00 20.80
2015/12/4 21:00 20.45
2015/12/4 22:00 19.71
2015/12/4 23:00 18.58
 2015/12/5 0:00 17.06
 2015/12/5 1:00 16.04
 2015/12/5 2:00 14.80
 2015/12/5 3:00 14.43
 2015/12/5 4:00 14.55
 2015/12/5 5:00 15.31
 2015/12/5 6:00 16.05
 2015/12/5 7:00 16.01
 2015/12/5 8:00 15.95
 2015/12/5 9:00 15.96
2015/12/5 10:00 16.38
2015/12/5 11:00 16.47
2015/12/5 12:00 16.29
2015/12/5 13:00 16.04
2015/12/5 14:00 16.03
2015/12/5 15:00 16.61
2015/12/5 16:00 17.68
2015/12/5 17:00 18.03
2015/12/5 18:00 17.27
2015/12/5 19:00 16.64
2015/12/5 20:00 16.50
2015/12/5 21:00 15.81
2015/12/5 22:00 15.10
2015/12/5 23:00 14.47
 2015/12/6 0:00 10.47
 2015/12/6 1:00  8.05
 2015/12/6 2:00  5.53
 2015/12/6 3:00  4.62
 2015/12/6 4:00  4.93
