You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
  2013/5/7 0:00 38.76
  2013/5/7 1:00 37.23
  2013/5/7 2:00 37.03
  2013/5/7 3:00 37.01
  2013/5/7 4:00 37.73
  2013/5/7 5:00 39.15
  2013/5/7 6:00 41.33
  2013/5/7 7:00 45.22
  2013/5/7 8:00 47.53
  2013/5/7 9:00 45.98
 2013/5/7 10:00 45.22
 2013/5/7 11:00 45.02
 2013/5/7 12:00 43.94
 2013/5/7 13:00 42.54
 2013/5/7 14:00 41.27
 2013/5/7 15:00 40.53
 2013/5/7 16:00 39.97
 2013/5/7 17:00 39.97
 2013/5/7 18:00 40.75
 2013/5/7 19:00 40.17
 2013/5/7 20:00 40.51
 2013/5/7 21:00 39.99
 2013/5/7 22:00 39.06
 2013/5/7 23:00 36.32
  2013/5/8 0:00 35.98
  2013/5/8 1:00 33.28
  2013/5/8 2:00 31.51
  2013/5/8 3:00 31.45
  2013/5/8 4:00 31.69
  2013/5/8 5:00 34.91
  2013/5/8 6:00 41.07
  2013/5/8 7:00 43.60
  2013/5/8 8:00 43.68
  2013/5/8 9:00 42.26
 2013/5/8 10:00 41.00
 2013/5/8 11:00 40.02
 2013/5/8 12:00 39.93
 2013/5/8 13:00 38.89
 2013/5/8 14:00 37.94
 2013/5/8 15:00 37.51
 2013/5/8 16:00 36.91
 2013/5/8 17:00 38.59
 2013/5/8 18:00 40.45
 2013/5/8 19:00 40.91
 2013/5/8 20:00 41.55
 2013/5/8 21:00 41.59
 2013/5/8 22:00 37.75
 2013/5/8 23:00 34.45
  2013/5/9 0:00 33.91
  2013/5/9 1:00 32.56
  2013/5/9 2:00 32.36
  2013/5/9 3:00 31.52
  2013/5/9 4:00 31.55
  2013/5/9 5:00 30.75
  2013/5/9 6:00 32.59
  2013/5/9 7:00 34.77
  2013/5/9 8:00 35.20
  2013/5/9 9:00 36.36
 2013/5/9 10:00 37.90
 2013/5/9 11:00 37.35
 2013/5/9 12:00 36.60
 2013/5/9 13:00 36.46
 2013/5/9 14:00 35.50
 2013/5/9 15:00 35.03
 2013/5/9 16:00 35.21
 2013/5/9 17:00 34.87
 2013/5/9 18:00 35.38
 2013/5/9 19:00 36.05
 2013/5/9 20:00 39.93
 2013/5/9 21:00 40.57
 2013/5/9 22:00 39.17
 2013/5/9 23:00 34.46
 2013/5/10 0:00 33.72
 2013/5/10 1:00 31.61
 2013/5/10 2:00 30.37
 2013/5/10 3:00 29.02
 2013/5/10 4:00 27.01
 2013/5/10 5:00 29.90
 2013/5/10 6:00 35.01
 2013/5/10 7:00 39.90
 2013/5/10 8:00 41.95
 2013/5/10 9:00 41.50
2013/5/10 10:00 39.01
2013/5/10 11:00 38.51
2013/5/10 12:00 36.12
2013/5/10 13:00 35.89
2013/5/10 14:00 35.63
2013/5/10 15:00 35.42
2013/5/10 16:00 34.90
2013/5/10 17:00 36.63
2013/5/10 18:00 37.97
2013/5/10 19:00 38.25
2013/5/10 20:00 38.37
2013/5/10 21:00 38.74
2013/5/10 22:00 36.02
2013/5/10 23:00 33.41
 2013/5/11 0:00 31.80
 2013/5/11 1:00 30.00
 2013/5/11 2:00 29.88
 2013/5/11 3:00 29.50
 2013/5/11 4:00 28.87
 2013/5/11 5:00 28.49
 2013/5/11 6:00 29.41
 2013/5/11 7:00 32.56
 2013/5/11 8:00 34.22
 2013/5/11 9:00 36.64
2013/5/11 10:00 37.61
2013/5/11 11:00 36.77
2013/5/11 12:00 36.40
2013/5/11 13:00 36.01
2013/5/11 14:00 34.29
2013/5/11 15:00 34.25
2013/5/11 16:00 34.36
2013/5/11 17:00 35.63
2013/5/11 18:00 34.85
2013/5/11 19:00 35.47
2013/5/11 20:00 35.96
2013/5/11 21:00 35.34
2013/5/11 22:00 34.31
2013/5/11 23:00 33.18
 2013/5/12 0:00 34.27
 2013/5/12 1:00 31.88
 2013/5/12 2:00 29.99
 2013/5/12 3:00 29.94
 2013/5/12 4:00 30.10
 2013/5/12 5:00 30.90
 2013/5/12 6:00 29.28
 2013/5/12 7:00 31.11
 2013/5/12 8:00 32.25
 2013/5/12 9:00 34.75
2013/5/12 10:00 35.65
2013/5/12 11:00 35.79
2013/5/12 12:00 35.55
2013/5/12 13:00 35.16
2013/5/12 14:00 34.51
2013/5/12 15:00 34.91
2013/5/12 16:00 35.65
2013/5/12 17:00 36.04
2013/5/12 18:00 36.35
2013/5/12 19:00 36.56
2013/5/12 20:00 36.79
2013/5/12 21:00 38.18
2013/5/12 22:00 38.13
2013/5/12 23:00 36.33
 2013/5/13 0:00 36.06
 2013/5/13 1:00 32.84
 2013/5/13 2:00 32.23
 2013/5/13 3:00 31.57
 2013/5/13 4:00 31.29
 2013/5/13 5:00 34.99
 2013/5/13 6:00 40.01
 2013/5/13 7:00 42.58
 2013/5/13 8:00 43.49
 2013/5/13 9:00 43.24
2013/5/13 10:00 43.66
2013/5/13 11:00 45.08
2013/5/13 12:00 43.43
2013/5/13 13:00 43.20
2013/5/13 14:00 43.10
2013/5/13 15:00 41.82
2013/5/13 16:00 40.23
2013/5/13 17:00 40.78
2013/5/13 18:00 41.20
2013/5/13 19:00 41.91
2013/5/13 20:00 41.26
2013/5/13 21:00 40.50
2013/5/13 22:00 39.57
2013/5/13 23:00 36.99And your final answer must follow the format
    <answer>
        
```

        ...
        
```

        </answer>
    Please obey the format strictly. And you must give me the complete answer.
    
