You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
            date    OT
  2014/12/9 0:00 31.41
  2014/12/9 1:00 30.93
  2014/12/9 2:00 30.78
  2014/12/9 3:00 30.77
  2014/12/9 4:00 31.35
  2014/12/9 5:00 31.79
  2014/12/9 6:00 32.65
  2014/12/9 7:00 38.55
  2014/12/9 8:00 39.49
  2014/12/9 9:00 36.48
 2014/12/9 10:00 34.85
 2014/12/9 11:00 33.89
 2014/12/9 12:00 34.28
 2014/12/9 13:00 34.57
 2014/12/9 14:00 35.60
 2014/12/9 15:00 34.42
 2014/12/9 16:00 34.99
 2014/12/9 17:00 34.02
 2014/12/9 18:00 33.29
 2014/12/9 19:00 32.11
 2014/12/9 20:00 31.65
 2014/12/9 21:00 31.16
 2014/12/9 22:00 30.64
 2014/12/9 23:00 29.56
 2014/12/10 0:00 28.27
 2014/12/10 1:00 27.32
 2014/12/10 2:00 26.51
 2014/12/10 3:00 26.46
 2014/12/10 4:00 26.95
 2014/12/10 5:00 28.31
 2014/12/10 6:00 30.18
 2014/12/10 7:00 31.60
 2014/12/10 8:00 31.88
 2014/12/10 9:00 31.77
2014/12/10 10:00 31.81
2014/12/10 11:00 31.69
2014/12/10 12:00 31.65
2014/12/10 13:00 31.75
2014/12/10 14:00 31.94
2014/12/10 15:00 31.98
2014/12/10 16:00 32.14
2014/12/10 17:00 32.10
2014/12/10 18:00 31.83
2014/12/10 19:00 31.40
2014/12/10 20:00 30.94
2014/12/10 21:00 30.76
2014/12/10 22:00 30.02
2014/12/10 23:00 28.90
 2014/12/11 0:00 28.71
 2014/12/11 1:00 28.04
 2014/12/11 2:00 27.66
 2014/12/11 3:00 27.73
 2014/12/11 4:00 28.15
 2014/12/11 5:00 29.22
 2014/12/11 6:00 30.45
 2014/12/11 7:00 31.67
 2014/12/11 8:00 31.79
 2014/12/11 9:00 31.60
2014/12/11 10:00 31.47
2014/12/11 11:00 31.09
2014/12/11 12:00 31.04
2014/12/11 13:00 31.17
2014/12/11 14:00 31.53
2014/12/11 15:00 31.82
2014/12/11 16:00 32.17
2014/12/11 17:00 32.49
2014/12/11 18:00 31.94
2014/12/11 19:00 31.50
2014/12/11 20:00 31.10
2014/12/11 21:00 30.59
2014/12/11 22:00 30.07
2014/12/11 23:00 29.67
 2014/12/12 0:00 29.38
 2014/12/12 1:00 29.01
 2014/12/12 2:00 28.81
 2014/12/12 3:00 28.78
 2014/12/12 4:00 29.37
 2014/12/12 5:00 30.02
 2014/12/12 6:00 30.92
 2014/12/12 7:00 32.19
 2014/12/12 8:00 32.91
 2014/12/12 9:00 32.69
2014/12/12 10:00 32.38
2014/12/12 11:00 31.87
2014/12/12 12:00 31.32
2014/12/12 13:00 31.06
2014/12/12 14:00 31.73
2014/12/12 15:00 32.27
2014/12/12 16:00 32.57
2014/12/12 17:00 32.58
2014/12/12 18:00 31.97
2014/12/12 19:00 31.15
2014/12/12 20:00 30.59
2014/12/12 21:00 30.40
2014/12/12 22:00 30.11
2014/12/12 23:00 29.65
 2014/12/13 0:00 29.59
 2014/12/13 1:00 29.10
 2014/12/13 2:00 28.88
 2014/12/13 3:00 28.77
 2014/12/13 4:00 28.95
 2014/12/13 5:00 29.19
 2014/12/13 6:00 29.84
 2014/12/13 7:00 30.17
 2014/12/13 8:00 30.71
 2014/12/13 9:00 30.99
2014/12/13 10:00 31.16
2014/12/13 11:00 31.20
2014/12/13 12:00 30.99
2014/12/13 13:00 30.95
