You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
  2016/7/5 0:00 24.11
  2016/7/5 1:00 23.36
  2016/7/5 2:00 22.90
  2016/7/5 3:00 22.47
  2016/7/5 4:00 22.31
  2016/7/5 5:00 22.83
  2016/7/5 6:00 25.42
  2016/7/5 7:00 27.28
  2016/7/5 8:00 27.93
  2016/7/5 9:00 27.84
 2016/7/5 10:00 27.18
 2016/7/5 11:00 26.97
 2016/7/5 12:00 26.57
 2016/7/5 13:00 26.04
 2016/7/5 14:00 25.91
 2016/7/5 15:00 25.50
 2016/7/5 16:00 25.21
 2016/7/5 17:00 25.37
 2016/7/5 18:00 25.11
 2016/7/5 19:00 24.34
 2016/7/5 20:00 23.82
 2016/7/5 21:00 23.80
 2016/7/5 22:00 23.57
 2016/7/5 23:00 21.98
  2016/7/6 0:00 22.41
  2016/7/6 1:00 19.64
  2016/7/6 2:00 17.45
  2016/7/6 3:00 15.11
  2016/7/6 4:00 14.67
  2016/7/6 5:00 18.96
  2016/7/6 6:00 21.13
  2016/7/6 7:00 23.14
  2016/7/6 8:00 24.38
  2016/7/6 9:00 24.14
 2016/7/6 10:00 24.40
 2016/7/6 11:00 24.31
 2016/7/6 12:00 24.12
 2016/7/6 13:00 24.18
 2016/7/6 14:00 24.10
 2016/7/6 15:00 23.08
 2016/7/6 16:00 22.87
 2016/7/6 17:00 22.94
 2016/7/6 18:00 23.28
 2016/7/6 19:00 23.76
 2016/7/6 20:00 23.89
 2016/7/6 21:00 23.92
 2016/7/6 22:00 23.56
 2016/7/6 23:00 22.87
  2016/7/7 0:00 23.73
  2016/7/7 1:00 22.71
  2016/7/7 2:00 22.10
  2016/7/7 3:00 21.38
  2016/7/7 4:00 21.83
  2016/7/7 5:00 22.75
  2016/7/7 6:00 24.70
  2016/7/7 7:00 26.14
  2016/7/7 8:00 27.06
  2016/7/7 9:00 26.85
 2016/7/7 10:00 26.32
 2016/7/7 11:00 25.89
 2016/7/7 12:00 25.64
 2016/7/7 13:00 25.80
 2016/7/7 14:00 25.79
 2016/7/7 15:00 25.55
 2016/7/7 16:00 25.35
 2016/7/7 17:00 25.88
 2016/7/7 18:00 26.67
 2016/7/7 19:00 26.75
 2016/7/7 20:00 26.27
 2016/7/7 21:00 26.02
 2016/7/7 22:00 25.51
 2016/7/7 23:00 25.09
  2016/7/8 0:00 24.05
  2016/7/8 1:00 23.68
  2016/7/8 2:00 23.45
  2016/7/8 3:00 22.90
  2016/7/8 4:00 22.74
  2016/7/8 5:00 23.40
  2016/7/8 6:00 25.33
  2016/7/8 7:00 28.01
  2016/7/8 8:00 28.77
  2016/7/8 9:00 28.89
 2016/7/8 10:00 28.53
 2016/7/8 11:00 28.44
 2016/7/8 12:00 27.36
 2016/7/8 13:00 26.87
 2016/7/8 14:00 26.63
 2016/7/8 15:00 25.97
 2016/7/8 16:00 25.84
 2016/7/8 17:00 26.03
 2016/7/8 18:00 25.85
 2016/7/8 19:00 25.71
 2016/7/8 20:00 24.89
 2016/7/8 21:00 24.22
 2016/7/8 22:00 24.61
 2016/7/8 23:00 23.56
  2016/7/9 0:00 23.77
  2016/7/9 1:00 22.97
  2016/7/9 2:00 22.50
  2016/7/9 3:00 22.01
  2016/7/9 4:00 20.73
  2016/7/9 5:00 21.38
  2016/7/9 6:00 22.00
  2016/7/9 7:00 23.08
  2016/7/9 8:00 23.54
  2016/7/9 9:00 24.08
 2016/7/9 10:00 24.40
 2016/7/9 11:00 24.24
 2016/7/9 12:00 23.90
 2016/7/9 13:00 23.62
 2016/7/9 14:00 23.36
 2016/7/9 15:00 23.19
 2016/7/9 16:00 23.22
 2016/7/9 17:00 23.54
 2016/7/9 18:00 24.51
 2016/7/9 19:00 25.40
 2016/7/9 20:00 25.25
 2016/7/9 21:00 25.25
 2016/7/9 22:00 25.24
 2016/7/9 23:00 24.55
 2016/7/10 0:00 23.64
 2016/7/10 1:00 22.79
 2016/7/10 2:00 22.07
 2016/7/10 3:00 21.32
 2016/7/10 4:00 20.78
 2016/7/10 5:00 20.58
 2016/7/10 6:00 21.44
 2016/7/10 7:00 22.15
 2016/7/10 8:00 22.88
 2016/7/10 9:00 23.95
