You are an expert in short-term electricity price forecasting. The dataset comes from the Nord Pool electricity market and contains hourly records of grid load forecasts, wind power forecasts, and observed electricity prices. Here is the Observed Nord Pool electricity price (€/MWh, 1-hour resolution) time series. I will now give you data for the past 168 recorded hours, and please forecast the data for the next 24 recorded hours. Please note that some data may contain missing values, so handle them carefully. Please provide the complete forecast for the next 24 hours without omitting any values. You must give the full sequence — do not skip or summarize any values.

Below is the recent historical data:
           date    OT
 2013/12/3 0:00 33.08
 2013/12/3 1:00 32.27
 2013/12/3 2:00 31.32
 2013/12/3 3:00 31.46
 2013/12/3 4:00 32.88
 2013/12/3 5:00 33.87
 2013/12/3 6:00 36.50
 2013/12/3 7:00 38.89
 2013/12/3 8:00 39.15
 2013/12/3 9:00 37.91
2013/12/3 10:00 37.49
2013/12/3 11:00 37.28
2013/12/3 12:00 37.25
2013/12/3 13:00 37.64
2013/12/3 14:00 37.90
2013/12/3 15:00 38.70
2013/12/3 16:00 39.72
2013/12/3 17:00 40.87
2013/12/3 18:00 38.80
2013/12/3 19:00 37.34
2013/12/3 20:00 36.64
2013/12/3 21:00 36.08
2013/12/3 22:00 34.81
2013/12/3 23:00 33.41
 2013/12/4 0:00 32.94
 2013/12/4 1:00 31.60
 2013/12/4 2:00 31.15
 2013/12/4 3:00 31.06
 2013/12/4 4:00 32.05
 2013/12/4 5:00 33.88
 2013/12/4 6:00 35.61
 2013/12/4 7:00 37.32
 2013/12/4 8:00 37.87
 2013/12/4 9:00 37.43
2013/12/4 10:00 37.25
2013/12/4 11:00 37.04
2013/12/4 12:00 36.96
2013/12/4 13:00 36.99
2013/12/4 14:00 37.13
2013/12/4 15:00 37.28
2013/12/4 16:00 37.71
2013/12/4 17:00 38.14
2013/12/4 18:00 37.30
2013/12/4 19:00 36.46
2013/12/4 20:00 35.51
2013/12/4 21:00 34.57
2013/12/4 22:00 33.55
2013/12/4 23:00 32.26
 2013/12/5 0:00 30.74
 2013/12/5 1:00 30.16
 2013/12/5 2:00 30.04
 2013/12/5 3:00 30.33
 2013/12/5 4:00 30.80
 2013/12/5 5:00 32.57
 2013/12/5 6:00 34.56
 2013/12/5 7:00 36.73
 2013/12/5 8:00 37.07
 2013/12/5 9:00 36.25
2013/12/5 10:00 35.49
2013/12/5 11:00 35.15
2013/12/5 12:00 34.71
2013/12/5 13:00 35.25
2013/12/5 14:00 35.39
2013/12/5 15:00 36.88
2013/12/5 16:00 38.30
2013/12/5 17:00 38.55
2013/12/5 18:00 37.62
2013/12/5 19:00 37.03
2013/12/5 20:00 35.91
2013/12/5 21:00 33.92
2013/12/5 22:00 33.26
2013/12/5 23:00 32.10
 2013/12/6 0:00 31.66
 2013/12/6 1:00 31.18
 2013/12/6 2:00 31.03
 2013/12/6 3:00 31.03
 2013/12/6 4:00 31.24
 2013/12/6 5:00 32.53
 2013/12/6 6:00 34.13
 2013/12/6 7:00 36.09
 2013/12/6 8:00 36.73
 2013/12/6 9:00 36.06
2013/12/6 10:00 35.47
2013/12/6 11:00 35.12
2013/12/6 12:00 34.70
2013/12/6 13:00 34.61
2013/12/6 14:00 34.77
2013/12/6 15:00 35.91
2013/12/6 16:00 36.77
2013/12/6 17:00 36.89
2013/12/6 18:00 35.98
2013/12/6 19:00 34.45
2013/12/6 20:00 33.66
2013/12/6 21:00 33.57
2013/12/6 22:00 33.19
2013/12/6 23:00 32.81
 2013/12/7 0:00 33.30
 2013/12/7 1:00 33.04
 2013/12/7 2:00 32.83
 2013/12/7 3:00 32.90
